Date,Residual
2011-06-13,-56.159347193406106
2011-06-14,39.25774375994825
2011-06-15,-44.04935368354732
2011-06-16,-1.4865634122473415
2011-06-17,-7.459174432845986
2011-06-20,-20.75175084870568
2011-06-21,21.162026246327642
2011-06-22,3.067049739263286
2011-06-24,-62.20060610782402
2011-06-27,33.119649713093956
2011-06-28,58.657849709971195
2011-06-29,-11.262505634720792
2011-06-30,54.9020115467212
2011-07-01,4.887766649850438
2011-07-04,8.248713266486018
2011-07-05,-39.9086287810848
2011-07-06,-8.402642626923916
2011-07-07,19.933588318758016
2011-07-08,-31.89423191807319
2011-07-11,-49.53052447827816
2011-07-12,-5.135698102120058
2011-07-13,45.804965880243294
2011-07-14,-75.46870149886911
2011-07-15,6.8609147210852255
2011-07-18,-39.0581836340264
2011-07-19,-18.80140717434508
2011-07-20,-45.93540478624373
2011-07-21,103.24995269327945
2011-07-22,-4.993905367143285
2011-07-25,84.68812029389248
2011-07-26,25.559714944258666
2011-07-27,-11.23387194471269
2011-07-28,-14.605149928014075
2011-07-29,0.0
2011-08-01,0.0
2011-08-02,-55.54692941536388
2011-08-03,-117.82960535553217
2011-08-04,-288.02235051171635
2011-08-05,-74.12989405379689
2011-08-08,-198.86065339075165
2011-08-09,51.07774872133426
2011-08-10,51.52159153775316
2011-08-11,39.47035548577403
2011-08-12,6.934401042163306
2011-08-15,50.68833310030876
2011-08-16,-18.75307889585434
2011-08-17,9.817092430169064
2011-08-18,-56.61093458107482
2011-08-19,-65.86476992773433
2011-08-22,-5.854598057787613
2011-08-23,60.22608646409088
2011-08-24,8.621573889841782
2011-08-25,-45.55298572867305
2011-08-26,5.197253721615348
2011-08-29,77.53662025281216
2011-08-30,8.017101025136734
2011-08-31,33.361034833194715
2011-09-01,31.99525447485565
2011-09-02,-89.30703377578388
2011-09-05,-44.76423010779515
2011-09-06,53.791903788239765
2011-09-08,23.82658032012603
2011-09-09,-63.42008470562545
2011-09-12,25.267332561519687
2011-09-13,-2.764785071072261
2011-09-14,28.846710690317177
2011-09-15,4.638865782142699
2011-09-16,15.543275908633811
2011-09-19,24.30672889678514
2011-09-20,-33.41750923740352
2011-09-21,0.0
2011-09-22,-191.51540596565988
2011-09-23,-58.32371210010054
2011-09-26,94.25359257524269
2011-09-27,-34.628904182224815
2011-09-28,-28.833433496498653
2011-09-29,7.274785219483324
2011-09-30,-45.056580833386164
2011-10-03,-109.3443904984063
2011-10-04,21.801041022793754
2011-10-05,-51.84626805456293
2011-10-06,94.29663386804181
2011-10-07,-82.0152859775209
2011-10-10,86.1206246408128
2011-10-11,33.16118861376241
2011-10-13,30.866248109159123
2011-10-14,33.71159079626207
2011-10-17,-47.849891224670095
2011-10-18,22.06347986139334
2011-10-19,-32.30407979211272
2011-10-20,-62.116863352146325
2011-10-21,68.56599917548199
2011-10-24,76.55978800068372
2011-10-25,22.255793614949706
2011-10-26,21.95199962545832
2011-10-27,125.97877094239276
2011-10-28,93.11900212407063
2011-10-31,-37.466505199785495
2011-11-01,-27.07979145710585
2011-11-03,110.02709934631835
2011-11-04,23.746655562119987
2011-11-07,76.2581842172278
2011-11-08,-36.16145675856092
2011-11-09,-129.1652502694523
2011-11-10,6.7747373766928085
2011-11-11,59.796425248393525
2011-11-14,22.309372389776144
2011-11-16,27.296827124413557
2011-11-17,-88.6240144790871
2011-11-18,34.68722618721282
2011-11-21,7.554358606132754
2011-11-22,-18.5777281029502
2011-11-23,-17.151941921331712
2011-11-24,15.919675470232493
2011-11-25,-108.91760944690955
2011-11-28,80.66494217035061
2011-11-29,-14.560419787528138
2011-11-30,103.73448550037271
2011-12-01,74.35082890839125
2011-12-02,1.5724624207920923
2011-12-05,70.12288064467548
2011-12-06,56.790762289700474
2011-12-07,-4.8901548143935925
2011-12-08,-128.65569490040062
2011-12-09,82.61985009441311
2011-12-12,-92.25802935675938
2011-12-13,0.0
2011-12-14,-93.87390433382275
2011-12-15,-48.90252339016876
2011-12-16,-32.23208568812781
2011-12-19,-26.310861570831328
2011-12-20,142.66885581635336
2011-12-21,-26.62853738061429
2011-12-22,32.56194438780484
2011-12-23,10.01704610080963
2011-12-26,-7.396851521660939
2011-12-27,4.593720984585673
2011-12-28,-124.24506491499749
2011-12-29,9.879588661059383
2012-01-02,37.773495257981544
2012-01-03,136.71794651801451
2012-01-04,23.679734418962713
2012-01-05,-39.252721906457765
2012-01-06,3.010324158012039
2012-01-09,45.524476159980324
2012-01-10,41.4151773335816
2012-01-11,1.574194778773155
2012-01-12,27.35695141615295
2012-01-13,-4.932719172175494
2012-01-16,97.82444703323416
2012-01-17,24.754793891821407
2012-01-18,92.28412329657914
2012-01-19,-26.19331322777323
2012-01-20,1.6272236657537762
2012-01-23,146.45703314344158
2012-01-24,43.34785957182254
2012-01-26,-67.6089575914345
2012-01-27,-34.81298898113545
2012-01-30,-13.414877931190473
2012-01-31,0.0
2012-02-01,51.357093379650294
2012-02-02,-57.29665794863958
2012-02-03,10.909347207190178
2012-02-06,33.23259602980148
2012-02-07,97.97225982854046
2012-02-08,-23.030392277534585
2012-02-09,9.208969032183353
2012-02-10,-276.6937740019257
2012-02-13,112.65501985869858
2012-02-14,-138.81169160791856
2012-02-15,-12.33548048903434
2012-02-16,77.37121816008622
2012-02-17,16.796634930732623
2012-02-22,-15.212440809343875
2012-02-23,3.0533847318933005
2012-02-24,60.426033310511535
2012-02-27,-15.072941759153466
2012-02-28,-2.414748308978215
2012-02-29,-2.5615501870623736
2012-03-01,77.64594794415093
2012-03-02,59.94436810765605
