Date,Residual
2011-06-13,-55.09599842756674
2011-06-14,38.762669966162605
2011-06-15,-43.52518944235366
2011-06-16,-1.4723634570431545
2011-06-17,-7.5574616383832565
2011-06-20,-21.050149810000782
2011-06-21,21.503244713859885
2011-06-22,3.124136580604373
2011-06-24,-62.87126310476628
2011-06-27,33.29948642785075
2011-06-28,58.8194698988056
2011-06-29,-11.281187824451948
2011-06-30,54.67122783785402
2011-07-01,4.869657698538555
2011-07-04,8.190500234954294
2011-07-05,-39.465294348372524
2011-07-06,-8.305441809667991
2011-07-07,19.73907226360901
2011-07-08,-31.61295325657218
2011-07-11,-49.20336248358048
2011-07-12,-5.10342920976912
2011-07-13,45.99297386925257
2011-07-14,-76.579169012645
2011-07-15,6.930889500244194
2011-07-18,-39.68255546749909
2011-07-19,-19.103416737840433
2011-07-20,-46.64279897249124
2011-07-21,105.64009873434507
2011-07-22,-5.128603490866411
2011-07-25,86.45970543369548
2011-07-26,26.10881321900561
2011-07-27,-11.34285499793703
2011-07-28,-14.587719596269972
2011-07-29,0.0
2011-08-01,0.0
2011-08-02,-54.92846756946644
2011-08-03,-116.0926261746731
2011-08-04,-284.6601544785989
2011-08-05,-75.24885357248378
2011-08-08,-210.68985104379058
2011-08-09,55.7461528227096
2011-08-10,57.15061343968522
2011-08-11,43.22888841259757
2011-08-12,7.588649481407447
2011-08-15,54.73482489550621
2011-08-16,-20.134766723631333
2011-08-17,10.444479207329998
2011-08-18,-60.11696605291324
2011-08-19,-69.07989086838239
2011-08-22,-5.917347114668534
2011-08-23,60.060408138898076
2011-08-24,8.400007846991306
2011-08-25,-43.394265284457774
2011-08-26,4.922557714640018
2011-08-29,73.2068093205777
2011-08-30,7.578564558699838
2011-08-31,31.907152508410576
2011-09-01,30.849463145043742
2011-09-02,-87.67056780816858
2011-09-05,-45.28394058508615
2011-09-06,55.867188741805606
2011-09-08,25.854648006013964
2011-09-09,-68.89290346826186
2011-09-12,27.138740941845096
2011-09-13,-2.9559560654454327
2011-09-14,29.832536496151427
2011-09-15,4.749628823094272
2011-09-16,15.475546171720236
2011-09-19,23.86637933609079
2011-09-20,-32.73967514932783
2011-09-21,0.0
2011-09-22,-186.71125275588832
2011-09-23,-57.174371969827
2011-09-26,94.92996158995902
2011-09-27,-35.70746384670204
2011-09-28,-29.372232671898747
2011-09-29,7.315256208272918
2011-09-30,-45.66346111653491
2011-10-03,-110.26018989918651
2011-10-04,22.347774262007288
2011-10-05,-53.75065157773753
2011-10-06,96.68024227678679
2011-10-07,-83.06957885077655
2011-10-10,85.68690531848787
2011-10-11,33.31597829879945
2011-10-13,30.609452167971607
2011-10-14,32.9730966926011
2011-10-17,-46.44733703963322
2011-10-18,21.172857710189238
2011-10-19,-30.78378983354488
2011-10-20,-58.49679541683545
2011-10-21,64.42455071587928
2011-10-24,72.44550822458805
2011-10-25,21.640755305369087
2011-10-26,21.459406858924527
2011-10-27,122.55081041171428
2011-10-28,92.53064860105854
2011-10-31,-37.84079614125915
2011-11-01,-26.844334245765367
2011-11-03,107.15620572813597
2011-11-04,23.15112442711998
2011-11-07,73.8131398251335
2011-11-08,-35.81894232433928
2011-11-09,-126.12661120966801
2011-11-10,6.656027363165687
2011-11-11,59.36452230580495
2011-11-14,22.45013356827006
2011-11-16,27.737231626408114
2011-11-17,-90.36064774887095
2011-11-18,35.336593989538805
2011-11-21,7.639467785761812
2011-11-22,-18.922466468268922
2011-11-23,-17.403406705183073
2011-11-24,16.05635808227383
2011-11-25,-110.4000396327703
2011-11-28,81.59146235281291
2011-11-29,-14.821999555710745
2011-11-30,105.16713435491597
2011-12-01,75.05686695749964
2011-12-02,1.5884910410426818
2011-12-05,70.54183286531799
2011-12-06,56.602427211446134
2011-12-07,-4.887413050462891
2011-12-08,-126.6510856739011
2011-12-09,80.26935863083065
2011-12-12,-89.93997435743674
2011-12-13,0.0
2011-12-14,-90.64997058195888
2011-12-15,-47.36079865213047
2011-12-16,-31.80943661342976
2011-12-19,-26.158467888329284
2011-12-20,143.02211610255924
2011-12-21,-26.99693993233844
2011-12-22,33.04043420107722
2011-12-23,10.30272366862851
2011-12-26,-7.567786274239183
2011-12-27,4.679794993096542
2011-12-28,-126.53374060955412
2011-12-29,10.04882263656144
2012-01-02,37.99418197193455
2012-01-03,136.32852002829193
2012-01-04,23.361298004692667
2012-01-05,-37.85744321734882
2012-01-06,2.8757097939662826
2012-01-09,43.407101157608246
2012-01-10,40.010555376733684
2012-01-11,1.522954397264849
2012-01-12,26.9447012555648
2012-01-13,-4.864951845701031
2012-01-16,96.31511360648358
2012-01-17,24.49483988431311
2012-01-18,89.6448210227848
2012-01-19,-25.59250125744695
2012-01-20,1.5586425793408056
2012-01-23,140.41265949966976
2012-01-24,42.40335405431531
2012-01-26,-64.16098070463492
2012-01-27,-32.452353834050044
2012-01-30,-12.30880225530523
2012-01-31,0.0
2012-02-01,48.70491207529526
2012-02-02,-55.49898112209629
2012-02-03,10.661116646125317
2012-02-06,32.98265127966517
2012-02-07,97.67362047785075
2012-02-08,-23.068267769380334
2012-02-09,9.047354764960685
2012-02-10,-270.31721666375284
2012-02-13,110.88462709925317
2012-02-14,-144.54232012609035
2012-02-15,-13.10881375728801
2012-02-16,81.87966284528737
2012-02-17,17.45287501425177
2012-02-22,-15.545823571668976
2012-02-23,3.0698848047020415
2012-02-24,60.799372346804425
2012-02-27,-14.978292288604555
2012-02-28,-2.396324100936368
2012-02-29,-2.5486350724062516
2012-03-01,75.96477739279723
2012-03-02,58.31273245249276
