"Data","Open","Close","High","Low"
"2016-02-10",1.1392749521,1.1419244287,1.1684191951,1.1339759988
"2016-02-11",1.1127801858,1.1207286157,1.1313265222,1.0915843727
"2016-02-12",1.1578212885,1.1790171016,1.1949139614,1.1392749521
"2016-02-15",1.2081613446,1.197563438,1.2187592511,1.197563438
"2016-02-16",1.1922644848,1.176367625,1.2293571576,1.1710686717
"2016-02-17",1.2028623913,1.2399550642,1.277047737,1.1949139614
"2016-02-18",1.2426045408,1.2161097745,1.2902951202,1.2055118679
"2016-02-19",1.1922644848,1.1816665782,1.2108108212,1.1657697184
"2016-02-22",1.2373055875,1.3353362229,1.3353362229,1.226707681
"2016-02-23",1.3114909332,1.3035425034,1.3989236621,1.277047737
"2016-02-24",1.2638003539,1.2902951202,1.30619198,1.2320066343
"2016-02-25",1.2743982604,1.2955940735,1.3459341295,1.2690993071
"2016-02-26",1.3300372697,1.2902951202,1.3512330827,1.2796972137
"2016-02-29",1.3459341295,1.3618309893,1.385676279,1.3194393631
"2016-03-01",1.406872092,1.406872092,1.4227689518,1.3512330827
"2016-03-02",1.3803773257,1.4969542975,1.4969542975,1.3644804659
"2016-03-03",1.5499438302,1.7407061478,1.8016441103,1.536696447
"2016-03-04",2.0930865399,1.9129221289,2.0930865399,1.8281388767
"2016-03-07",1.9208705588,1.9526642784,1.9950559045,1.8413862598
"2016-03-08",1.9526642784,1.9791590447,2.0771896801,1.875829456
"2016-03-09",2.0400970073,2.0136022409,2.0612928203,1.9500148018
"2016-03-10",2.0665917736,2.1063339231,2.1089833997,1.9367674186
"2016-03-11",2.1036844465,2.143426596,2.1778697922,2.0321485774
"2016-03-14",2.1540245025,1.9606127083,2.1725708389,1.9606127083
"2016-03-15",1.8095925402,1.7513040543,1.8440357364,1.7380566711
"2016-03-16",1.724809288,1.9155716055,1.9155716055,1.6983145216
"2016-03-17",2.1593234558,2.1460760726,2.1699213623,2.0427464839
"2016-03-18",2.143426596,2.1513750259,2.164622409,2.0453959605
"2016-03-21",2.1407771193,2.1354781661,2.1911171753,2.1010349698
"2016-03-22",2.0798391568,2.1487255492,2.1672718856,2.0480454372
"2016-03-23",2.0877875867,2.0612928203,2.1089833997,2.0294991007
"2016-03-24",1.9950559045,2.0692412502,2.1195813063,1.9394168952
"2016-03-28",2.1593234558,2.2361582781,2.2467561846,2.0957360166
"2016-03-29",2.2096635118,2.2494056613,2.3447868201,2.1699213623
"2016-03-30",2.3050446706,2.2361582781,2.3845289695,2.193766652
"2016-03-31",2.214962465,2.2123129884,2.2864983341,2.1699213623
"2016-04-01",2.1328286894,2.214962465,2.2282098482,2.1036844465
"2016-04-04",2.1195813063,2.0083032877,2.1672718856,1.9950559045
"2016-04-05",2.0003548578,2.0745402035,2.1328286894,1.9632621849
"2016-04-06",2.0586433437,2.0083032877,2.1089833997,2.0083032877
"2016-04-07",2.063942297,2.0400970073,2.0798391568,2.0136022409
"2016-04-08",2.1540245025,2.1884676987,2.2096635118,2.1301792128
"2016-04-11",2.2335088015,2.2229108949,2.273250951,2.2096635118
"2016-04-12",2.2653025211,2.3924773994,2.424271119,2.2494056613
"2016-04-13",2.4931575115,2.5196522778,2.5805902404,2.4613637919
"2016-04-14",2.5779407637,2.4269205957,2.5885386703,2.4163226891
"2016-04-15",2.4507658854,2.5673428572,2.6044355301,2.403075306
"2016-04-18",2.5567449507,2.4481164087,2.5752912871,2.3553847266
"2016-04-19",2.5117038479,2.5487965208,2.5620439039,2.4746111751
"2016-04-20",2.4905080349,2.5117038479,2.554095474,2.4746111751
"2016-04-22",2.4693122218,2.583239717,2.6309302964,2.4613637919
"2016-04-25",2.5726418105,2.4719616984,2.6229818665,2.4719616984
"2016-04-26",2.5117038479,2.5620439039,2.5805902404,2.4746111751
"2016-04-27",2.6097344833,2.7157135486,2.7289609318,2.5885386703
"2016-04-28",2.7104145954,2.7104145954,2.792548371,2.6706724459
"2016-04-29",2.7581051748,2.7104145954,2.7793009878,2.6521261095
"2016-05-02",2.7157135486,2.6945177356,2.7448577916,2.6309302964
"2016-05-03",2.6521261095,2.5911881469,2.6733219225,2.5726418105
"2016-05-04",2.6097344833,2.6282808198,2.6892187823,2.6097344833
"2016-05-05",2.7236619785,2.5991365768,2.7289609318,2.5434975675
"2016-05-06",2.5514459974,2.6706724459,2.6839198291,2.5381986142
"2016-05-09",2.6521261095,2.5117038479,2.662724016,2.3421373434
"2016-05-10",2.6017860534,2.7051156421,2.7051156421,2.5752912871
"2016-05-11",2.7528062215,2.7157135486,2.7819504645,2.6468271562
"2016-05-12",2.7554556981,2.5938376235,2.7740020346,2.5938376235
"2016-05-13",2.6309302964,2.5064048947,2.6653734926,2.4878585582
"2016-05-16",2.5302501844,2.583239717,2.6097344833,2.5223017545
"2016-05-17",2.6044355301,2.5170028012,2.6176829132,2.5064048947
"2016-05-18",2.4666627452,2.4693122218,2.5567449507,2.4560648386
"2016-05-19",2.4507658854,2.373931063,2.4507658854,2.2917972874
"2016-05-20",2.4375185022,2.3580342032,2.5064048947,2.3580342032
"2016-05-23",2.2653025211,2.2520551379,2.2970962407,2.2308593248
"2016-05-24",2.3023951939,2.2600035678,2.3447868201,2.2388077547
"2016-05-25",2.2997457173,2.2970962407,2.3686321097,2.2759004276
"2016-05-27",2.2520551379,2.1805192688,2.2706014743,2.1805192688
"2016-05-30",2.1672718856,2.2202614183,2.2838488575,2.1354781661
"2016-05-31",2.214962465,2.1301792128,2.2706014743,2.1301792128
"2016-06-01",2.143426596,2.1672718856,2.1858182221,2.0824886334
"2016-06-02",2.1699213623,2.2255603716,2.2282098482,2.1275297362
"2016-06-03",2.2547046145,2.2706014743,2.2970962407,2.2388077547
"2016-06-06",2.3050446706,2.2414572314,2.3262404836,2.2388077547
"2016-06-07",2.2308593248,2.2838488575,2.3103436238,2.2229108949
"2016-06-08",2.3315394369,2.4878585582,2.4931575115,2.3315394369
"2016-06-09",2.4587143153,2.4322195489,2.4852090816,2.3977763527
"2016-06-10",2.3765805396,2.3262404836,2.3818794929,2.3262404836
"2016-06-13",2.273250951,2.2838488575,2.3421373434,2.2573540912
"2016-06-14",2.2785499042,2.1990656052,2.323591007,2.1858182221
"2016-06-15",2.1990656052,2.2547046145,2.3023951939,2.1911171753
"2016-06-16",2.2282098482,2.2520551379,2.2626530444,2.193766652
"2016-06-17",2.3182920537,2.3712815864,2.3712815864,2.3129931005
"2016-06-20",2.4428174555,2.4322195489,2.482559605,2.4163226891
"2016-06-21",2.4083742592,2.5249512311,2.5276007077,2.3686321097
"2016-06-22",2.5461470441,2.4746111751,2.583239717,2.4746111751
"2016-06-23",2.5408480909,2.5620439039,2.5699923338,2.5196522778
"2016-06-24",2.3845289695,2.4507658854,2.4719616984,2.3633331565
"2016-06-27",2.4428174555,2.3262404836,2.4746111751,2.3262404836
"2016-06-28",2.4110237359,2.4375185022,2.4587143153,2.403075306
"2016-06-29",2.4984564648,2.5170028012,2.5355491376,2.4693122218
"2016-06-30",2.4958069881,2.4958069881,2.5143533246,2.4481164087
"2016-07-01",2.5117038479,2.6017860534,2.6097344833,2.482559605
"2016-07-04",2.6362292497,2.6150334366,2.662724016,2.5938376235
"2016-07-05",2.5567449507,2.4613637919,2.5620439039,2.4454669321
"2016-07-06",2.4083742592,2.5170028012,2.5223017545,2.3712815864
"2016-07-07",2.5593944273,2.532899661,2.6441776796,2.5223017545
"2016-07-08",2.6097344833,2.6070850067,2.633579773,2.5620439039
"2016-07-11",2.6494766328,2.7448577916,2.7475072682,2.6441776796
"2016-07-12",2.8110947074,2.821692614,2.8614347635,2.8031462775
"2016-07-13",2.7740020346,2.8163936607,2.8163936607,2.7051156421
"2016-07-14",2.893228483,2.8958779597,2.9091253428,2.8243420906
"2016-07-15",2.8905790064,2.9197232494,2.9303211559,2.8667337167
"2016-07-18",2.9064758662,3.0601455109,3.1104855669,2.8799810999
"2016-07-19",3.0495476044,3.1210834735,3.1714235295,3.0468981278
"2016-07-20",3.13168138,3.13168138,3.1528771931,3.0574960343
