"Date","Returns","Sigma_GARCH","Residuals_garch","Parkinson"
"2015-05-27",0.0128309699290473,0.00113736005113425,0.380461312852529,0.000317322280674956
"2015-05-28",0.00951632875705879,0.00101113411947167,0.299271289100819,0.000400187263480093
"2015-05-29",-0.0272016771517936,0.000895486158066999,-0.909004939622391,0.0004634460038208
"2015-06-01",0.00323886921856672,0.00088360293333208,0.108959433758928,0.000372366456350375
"2015-06-02",0.0372911118742906,0.000777956223618444,1.3369887494679,0.000514528187505008
"2015-06-03",-0.000779119654019512,0.000870314097762427,-0.0264098631457554,0.000312530188135539
"2015-06-05",-0.0212690175917085,0.000765507554386253,-0.768727982309935,0.000294467623910953
"2015-06-08",0.000795861582280469,0.000736804542763631,0.0293198263343654,0.000203835232510422
"2015-06-09",0.0313259757220524,0.000653465923863376,1.22544305335927,0.00078418279435939
"2015-06-10",0.0061491354221984,0.000712152821576754,0.230423865521104,0.00056156897136742
"2015-06-11",0,0.000637653837784111,0,0.000179636268348054
"2015-06-12",-0.00230149698874564,0.000570172701269493,-0.0963845004579351,9.50690928665893e-05
"2015-06-15",-0.00230680609838377,0.000514235318638123,-0.101725571897521,7.71053755891551e-05
"2015-06-16",0.027336554169235,0.000467294254484403,1.26458652351108,0.000673256521521669
"2015-06-17",-0.0120574181098975,0.000525216686387449,-0.526120305139001,0.000446798944611051
"2015-06-18",0.0187763683599677,0.00049488049654635,0.844036888038059,0.000171620159168845
"2015-06-19",-0.0202938193438439,0.000496594130627695,-0.910674128593235,0.000236798014288655
"2015-06-22",0.00227531383759131,0.000505808396871035,0.101169194144626,0.000118339307445279
"2015-06-23",-0.0175778312481217,0.000460203210784295,-0.819389640011048,0.000477752867805016
"2015-06-24",0.0175778312481217,0.000461777033279779,0.817992131680587,0.000186314469617379
"2015-06-25",-0.0465200156144689,0.000463097830743098,-2.16174009879477,0.00112764935939766
"2015-06-26",0.0472773045755771,0.000707526592004743,1.77738423806166,0.000701687853879515
"2015-06-29",-0.0354428469264598,0.000921974856276095,-1.16726391645348,0.0019777926351404
"2015-06-30",-0.00314218642342858,0.00097354656769672,-0.100705591075342,0.000253715643996154
"2015-07-01",-0.0425938229075678,0.000853358611005122,-1.45807825541831,0.00164839612750432
"2015-07-02",0.00980400009843483,0.000989154507414808,0.311724717310883,0.000324041649720763
"2015-07-03",-0.0474495997219343,0.000877769208951378,-1.60155693370967,0.000995393664427831
"2015-07-06",-0.0215432717672089,0.00106698806712553,-0.659525935884596,0.000551921208242973
"2015-07-07",0.025796787336765,0.000991355745261525,0.819314912377166,0.00276458780764623
"2015-07-08",-0.0197177412701463,0.000954293640055744,-0.638287219981112,0.00115621156978324
"2015-07-10",0.0205662775854682,0.000886899869028491,0.690586998670948,0.000135538268707775
"2015-07-13",0.00254129742916003,0.000834824455933483,0.0879544699199716,0.000319793435673832
"2015-07-14",0.015113637812922,0.000736491060842609,0.556910326011104,0.000644487344833892
"2015-07-15",-0.0168071183302417,0.00068307975212105,-0.643068966399946,0.000294963219337377
"2015-07-16",0.0101181301676241,0.000645345609006842,0.398294291976931,7.35475739402041e-05
"2015-07-17",-0.0446043062348652,0.000590055636220638,-1.83624365144091,0.000692013834243912
"2015-07-20",-0.054993576129977,0.000791176844677457,-1.95512792068903,0.00181372930105045
"2015-07-21",-0.00185528807875094,0.00109568199828979,-0.0560491577459615,0.00123958964050777
"2015-07-22",-0.0388122543560386,0.000955014679123713,-1.25592540467045,0.000495334926995816
"2015-07-23",-0.0185100267621277,0.0010340903782147,-0.575609294605014,0.000653295877122702
"2015-07-24",-0.0128650957867571,0.000947812149189019,-0.417880291000014,0.00079781970418105
"2015-07-27",-0.0542332377292905,0.000852175039991338,-1.85780927953403,0.000874506955843274
"2015-07-28",0.0472367074129848,0.0011359806452512,1.40150338797963,0.0013660382693233
"2015-07-29",0.0725305716830347,0.00128104265507275,2.02646592363098,0.00222634650510294
"2015-07-30",-0.0235971307526777,0.00180011804392531,-0.556171469173515,0.00153369400564668
"2015-07-31",0.00286123228154719,0.00161877984570395,0.0711146737450074,0.000471596902985899
"2015-08-03",-0.0467921615153687,0.00139463585644525,-1.25297583150093,0.000736686108191844
"2015-08-04",0.0158419154562594,0.0014926310714718,0.410044935543838,0.000418572768937419
"2015-08-05",-0.0168404177734686,0.00132061128673041,-0.463409954724314,0.000995670461487754
"2015-08-06",0.0304991667193821,0.00118052751309816,0.8876666783118,0.00150527454414093
"2015-08-07",-0.062989334162631,0.00114777357035969,-1.85925478370821,0.00260779563591334
"2015-08-10",0.0264781252855599,0.00151868040183742,0.679444579886578,0.000794945900545395
"2015-08-11",-0.0121336170135872,0.00140151131292928,-0.324109662693842,0.000587432436904092
"2015-08-12",0.0050735775761403,0.00123053412335598,0.144633026646571,0.000430693794212411
"2015-08-13",-0.0381686351971749,0.00107111125607079,-1.16624377717855,0.000804773715380843
"2015-08-14",-0.0223294764025697,0.00112502345562778,-0.665729421832697,0.000578449423642879
"2015-08-17",-0.0195445960769753,0.00104458484508393,-0.60472070552963,0.000243355925366587
"2015-08-18",-0.0132452267527797,0.000961783224474831,-0.427091372729129,0.000641742695814863
"2015-08-19",-0.0236098656012042,0.000865201785878124,-0.802665896710102,0.000814464255561059
"2015-08-20",-0.00684934184675535,0.000834249869106965,-0.237137790216094,0.000752276111891715
"2015-08-21",-0.0505098550882339,0.000741314993851645,-1.85513163083475,0.000581329304326251
"2015-08-24",-0.0672731805735538,0.000991791202747191,-2.1361504406168,0.00240002988319699
