"Data","Open","Close","High","Low","log_return"
"2021-05-26",7.6413258156,7.6944110586,7.7209536801,7.5646471312,0.00962842023387376
"2021-05-27",7.6914618784,7.6413258156,7.7415979413,7.6000372932,-0.00692310457121756
"2021-05-28",7.7268520404,7.9598372737,7.9686848142,7.7121061396,0.040837432448733
"2021-05-31",7.9509897332,7.9244471117,8.0217700573,7.8979044902,-0.00445600440034398
"2021-06-01",8.0807536606,8.0483126788,8.1692290657,7.9657356341,0.0155099120977627
"2021-06-02",8.0660077598,8.2753995517,8.2783487319,8.0394651383,0.0278247399485991
"2021-06-04",8.2753995517,8.4051634791,8.4405536411,8.2341110294,0.015559012600697
"2021-06-07",8.4051634791,8.3432306956,8.4199093799,8.2606536509,-0.007395701957508
"2021-06-08",8.3078405336,8.4523503618,8.4936388841,8.24590775,0.0129940370841494
"2021-06-09",8.4700454428,8.4523503618,8.5762159289,8.4110618394,0
"2021-06-10",8.5024864247,8.4670962626,8.561470028,8.4258077403,0.00174307172815822
"2021-06-11",8.4936388841,8.4258077403,8.508384785,8.3343831551,-0.00488827788396195
"2021-06-14",8.5231306858,8.4788929833,8.6558437934,8.437604461,0.00628055099760646
