,Residuals_LSTM
592,-137.83817458580847
593,-7.2860700319960605
594,94.8196328458981
595,-13.273735649474908
596,-28.805672237641716
597,51.434934281534495
598,84.26165800061996
599,9.688557531689048
600,53.1148212599491
601,50.70813105097227
602,16.250289832559645
603,1.2540640336909554
604,43.59160879501608
605,73.32957820958603
606,3.777093669469281
607,-14.861042422880711
608,65.80442219648052
609,142.135524928741
610,-39.48070786961202
611,9.810326131449838
612,-30.260840215475433
613,-32.836157128014754
614,-33.03359210526019
615,28.9958548531443
616,9.581738000354896
617,40.769698015857564
618,-50.20617819941905
619,-22.384095624383423
620,-15.446947290586596
621,-21.18539377756661
622,18.210381170743588
623,52.6989177103616
624,-34.810583736057
625,161.18551615893833
626,83.3940782332834
627,73.57686425307479
628,-29.34428199864384
629,14.731382531657617
630,123.97489518680261
631,-59.57931635309727
632,18.349762781735432
633,38.35342014900304
634,60.492069371282966
635,-33.187710064247646
636,-52.70092444065626
637,-28.079113626354314
638,112.82443809746528
639,36.05579224065329
640,18.704274236303696
641,-39.813936865157174
642,5.160085832677509
643,-27.855934300396875
644,-25.084676261911653
645,67.8075017052563
646,-5.652882465172168
647,-216.94848895790628
648,-22.933339609508007
649,2.5680089637328196
650,-6.621525063301683
651,-8.363229151704036
652,64.06116998209319
653,-37.207405838049425
654,-378.18894077811456
655,-20.00944351196719
656,44.35114204798984
657,-17.897246894095467
658,-6.73591716468772
659,4.586432520621293
660,1.053034791429658
661,-16.256848036329774
662,40.044764752830304
663,-72.66072506099489
664,24.656294605440134
665,41.63852892005019
666,-28.908799672081972
667,25.399896768198538
668,74.73108245353315
669,28.367495603470864
670,97.37468787193427
671,-22.11654016165485
672,-59.47335871915251
673,23.054464318023452
674,50.179988079586956
675,9.207639804312358
676,73.67606313355374
677,-26.260643967847844
678,-30.716797138151033
679,32.41257915313297
680,15.756613892736597
681,25.649420724513153
682,6.328344542457421
683,62.302089827892786
684,89.39702630242074
685,-7.189937179962627
686,-16.89370894040357
687,88.36880718440334
688,31.396834624956416
689,65.73752403258769
690,-11.496394279798047
691,14.125055253492599
692,-48.12271027040273
693,24.435433857456854
694,43.635759350681425
695,56.104653667421246
696,37.42990198246162
697,-8.371385732028077
698,3.686248358810286
699,-69.60428997733271
700,-228.20675276481953
701,-64.6169725246166
702,-29.044639862192476
703,2.596814581767334
704,-3.4915983507490695
705,28.1884478747147
706,-26.439375053970824
707,-14.691249986564666
708,30.703805522824712
709,71.34090473120776
710,-5.284698190247016
711,113.33599563603273
712,-24.594606825800042
713,-50.74472591069913
714,5.859516205644903
715,21.75974033507077
716,-185.3084000708887
717,59.848394921848175
718,17.593917929868027
719,-90.82744223987648
720,-37.46984544306249
721,-73.38080580139093
722,10.112450413153498
723,91.36128732439064
724,3.064105129027692
725,57.68870555264832
726,23.793687210990917
727,37.706440935548784
728,-3.4272550226364324
729,7.000594469901081
730,74.9125828705732
731,42.6445326184827
732,72.11860080016021
733,-15.021647066958057
734,-82.00917749999496
735,-60.66577130015763
736,21.641938448391024
737,100.2459962278295
738,-1.1286184965829658
739,-40.052161773615374
740,28.183828756650886
741,-19.751808399939623
742,38.09857955755903
743,-11.36857457226064
744,23.38033968917202
745,-8.652174824907208
746,20.079945390820814
747,-101.89529348854035
748,-61.10957713547911
749,35.55775014676346
750,-6.408035811418397
751,-5.271441276635838
752,-103.8094971112029
753,-28.23577143737386
754,87.67606979744248
755,-75.29116030158413
756,-139.7161580677075
757,-3.042136748026901
758,65.31823610974288
759,-6.017934716719839
760,67.09534815776745
761,-43.12030397691136
762,102.01199260348113
763,-29.146678235220296
764,79.19692371163244
765,72.63363615766565
766,20.02356087875874
767,-7.366509312872029
768,-18.019947149489102
769,-27.058549939014288
770,13.468004832459775
771,-27.872684418930945
772,305.85010962540304
773,-58.5234499839983
774,54.6634772630003
775,-26.046722502794147
776,3.7376609269028953
777,-33.804076158667584
778,-40.87614732032502
779,0.88910257549654
780,-22.88138616685241
781,-74.70787684277815
782,38.90536600044908
783,-66.51966723959087
784,-4.098336709755213
785,-45.373115436478386
786,-18.051156506258785
787,55.4604332679018
788,-20.556029085956073
789,-110.40008235330039
790,13.178188993125804
791,-1.1910068004359997
792,46.49273839488664
793,20.881600979158986
794,39.14791503314071
795,-116.54504886136367
796,-19.5434985970151
797,-13.489101944574676
798,130.23349664907167
799,75.39368950823467
800,64.49177396099773
801,-13.95016281535268
802,70.8329167747042
803,-103.09298743441005
804,-48.65584210563641
805,52.33658636374896
806,-3.8923659595886884
807,11.723216513459878
808,-41.79296450497511
809,-25.202692043455883
810,-36.76395698596816
811,-12.927112403307683
812,-78.51720943208693
813,-17.509266655644563
814,-57.180494253218846
815,28.720255963431732
816,33.35808624737827
817,-8.585911801164192
818,-11.87066715659102
819,-24.20618292475651
820,9.154710838762703
821,-76.8173564476253
822,11.794956280608407
823,-16.24617992427216
824,1.4817228098515762
825,16.234922954248784
826,104.79477046329802
827,11.693073516272104
828,109.12843787080303
829,-8.008317262500205
830,59.338488594070945
831,138.16863738799486
832,-56.764388405392516
833,14.714211925932426
834,192.28123963559588
835,-28.687629456621575
836,-5.634213056558854
837,-15.491884566892457
838,-43.7657454356932
839,32.57425237100555
840,26.306380395767047
841,36.86684365379432
842,-26.741007316018848
843,41.09746976755103
844,-66.27107170721101
845,105.86305856894334
846,16.78175837080858
847,45.224035393428295
848,-85.14494211264521
849,-28.62125016661717
850,-19.23620216309463
851,43.12348461525945
852,-129.9313109496355
853,-17.46736315005309
854,-35.56236107360166
855,1.1303728345359776
856,29.63513040686049
857,-14.631928370516762
858,72.0576714601558
859,85.51628032889464
860,-59.85715686024747
861,-25.376672991866815
862,112.51326511034459
863,-46.0925115487643
864,23.258884190595438
865,14.66715996387479
866,19.10589581010154
867,-37.717190239583005
868,67.12040883674723
869,-35.14628734380824
870,20.87985436550196
871,12.842552039720704
872,1.429801219187712
873,-30.159769889583142
874,-35.66904898869151
875,-26.08530594495961
876,72.92769983940366
877,-7.432731676669295
878,-47.91538864483413
879,96.01298431658495
880,65.555831659836
881,-40.4492027589878
882,-70.2009898639926
883,-50.134920959606795
884,-12.560025766108541
885,-36.41769873801357
886,43.302234808743286
887,0.0
888,-109.43439919461622
889,6.67109539157241
890,202.63240328053328
891,48.139207230360185
892,137.55463318281502
893,14.85234059346976
894,10.558153658516586
895,-18.65031911145802
896,-46.18278875450976
897,-29.374228044612323
898,0.0
899,-229.06824041075276
900,-69.97519469104029
901,-98.30817230394788
902,-14.576879930333128
903,15.554801189536816
904,-0.5999393630148611
905,-38.412865833940835
906,0.0
907,28.500918259992453
908,117.97058502378665
909,93.72242331306856
910,4.167793525337759
911,-4.421805666151957
912,12.135373386354397
913,81.73547685049327
914,-7.291283304457739
915,39.581087706992626
916,48.23009635806891
917,37.52987554598294
918,-31.883009318297646
919,-34.760427183112775
920,17.1041383415583
921,-12.372198828481036
922,-162.49923173840958
923,-144.8716605278225
924,-70.04329083802219
925,-34.75444547008452
926,27.692689078249657
927,-76.10153030237728
928,12.377110856072086
929,-3.4378535847708873
930,-24.38835465773623
931,0.0
932,24.97583685655021
933,4.09294310754924
934,-24.430812873822294
935,-10.263384072212515
936,6.934905356597013
937,-10.576064970621738
938,14.996168288671658
939,-60.23894966418336
940,77.14598017805213
941,-136.65725584382162
942,42.95719306193224
943,14.173306280662688
944,44.91092751274237
945,23.226620583724372
946,88.2230549875465
947,58.693941341505045
948,-27.279887419039497
949,-4.609067271319497
950,21.261327586821245
951,-5.740881944222215
952,19.405917846563298
953,-60.460130928477405
954,-72.3086132283181
955,10.741882568198642
956,-16.836530621473813
957,40.95424477544532
958,-20.606182267142334
959,-39.75400604963049
960,-71.69017006109138
961,34.403944372237866
962,2.198635850927295
963,-196.8371581220386
964,1.6816310020903484
965,45.57312798226167
966,-96.67784971564507
967,148.09904702498343
968,223.1273907790692
969,136.17399380571763
970,123.34701797014878
971,-40.20120205965223
972,91.34280232602782
973,-3.260355449044671
974,-9.77686999090091
975,-89.17855813616167
976,-66.49515882186797
