"Index","V1"
"2016-01-29",2.17377703955183
"2016-02-01",2.17903437527167
"2016-02-02",2.15793157560776
"2016-02-03",2.24138483957812
"2016-02-04",2.23403830101538
"2016-02-05",2.23778945759769
"2016-02-10",2.22822727495999
"2016-02-11",2.2321410658123
"2016-02-12",2.20550904155726
"2016-02-15",2.20882789065194
"2016-02-16",2.18757257115885
"2016-02-17",2.16869499800013
"2016-02-18",2.17649610216053
"2016-02-19",2.15172847725238
"2016-02-22",2.13367648465327
"2016-02-23",2.29655296956338
"2016-02-24",2.27018557649575
"2016-02-25",2.23911482968795
"2016-02-26",2.20802969898242
"2016-02-29",2.17785574434519
"2016-03-01",2.18644061949215
"2016-03-02",2.17060541606059
"2016-03-03",2.19314110491883
"2016-03-04",2.42623253391188
"2016-03-07",2.48241571922444
"2016-03-08",2.44635132430805
"2016-03-09",2.40951061751124
"2016-03-10",2.3769244651435
"2016-03-11",2.36372584838055
"2016-03-14",2.33277101874833
"2016-03-15",2.38360270136255
"2016-03-16",2.4747530670942
"2016-03-17",2.5135063819469
"2016-03-18",2.59173933549325
"2016-03-21",2.54938376822296
"2016-03-22",2.51074756661682
"2016-03-23",2.47386651705874
"2016-03-24",2.45464857697596
"2016-03-28",2.42077327062892
"2016-03-29",2.44307485109476
"2016-03-30",2.41053314733338
"2016-03-31",2.37958616950068
"2016-04-01",2.35140191521442
"2016-04-04",2.32224922421327
"2016-04-05",2.39410415144909
"2016-04-06",2.37427114302485
"2016-04-07",2.35220957009671
"2016-04-08",2.3255868046514
"2016-04-11",2.34410209419116
"2016-04-12",2.31782284634509
"2016-04-13",2.34266176119884
"2016-04-14",2.33645468215482
"2016-04-15",2.32005359989676
"2016-04-18",2.32235416368431
"2016-04-19",2.31603078113162
"2016-04-20",2.30314047777174
"2016-04-22",2.27723822584142
"2016-04-25",2.2578771861743
"2016-04-26",2.25100698779695
"2016-04-27",2.2374368922594
"2016-04-28",2.24674934631244
"2016-04-29",2.21946761384382
"2016-05-02",2.19198290883619
"2016-05-03",2.16459505246766
"2016-05-04",2.15628502640788
"2016-05-05",2.13074008470492
"2016-05-06",2.10387844066052
"2016-05-09",2.08595193136091
"2016-05-10",2.1131847037764
"2016-05-11",2.15870397380623
"2016-05-12",2.13140173191903
"2016-05-13",2.13201051473695
"2016-05-16",2.12043005438608
"2016-05-17",2.10537919428404
"2016-05-18",2.08715738310465
"2016-05-19",2.06463538967943
"2016-05-20",2.0614305916529
"2016-05-23",2.03372571287462
"2016-05-24",2.04074654683044
"2016-05-25",2.01223123055558
"2016-05-27",1.98887646221632
"2016-05-30",2.0099462528486
"2016-05-31",1.98787300998942
"2016-06-01",1.9914317520853
"2016-06-02",1.96893535285703
"2016-06-03",1.94624177318277
"2016-06-06",1.93602936725105
"2016-06-07",1.91064413582364
"2016-06-08",1.88922358418574
"2016-06-09",2.0035052156525
"2016-06-10",1.98519354732131
"2016-06-13",1.99274122408374
"2016-06-14",1.97192491826577
"2016-06-15",1.97117473745939
"2016-06-16",1.9557774158824
"2016-06-17",1.92880296414832
"2016-06-20",1.95310552961433
"2016-06-21",1.93870742884402
"2016-06-22",1.9390662372688
"2016-06-23",1.92046731426136
"2016-06-24",1.91647036745273
"2016-06-27",1.92888395885932
"2016-06-28",1.9541415256767
"2016-06-29",1.96742226428061
"2016-06-30",1.95994402840071
"2016-07-01",1.93596310104216
"2016-07-04",1.94252674191212
"2016-07-05",1.91814463700771
"2016-07-06",1.95940878414078
"2016-07-07",1.94341391192294
"2016-07-08",1.91990184819614
"2016-07-11",1.91109527607821
"2016-07-12",1.93513924249926
"2016-07-13",1.92489675377008
"2016-07-14",1.90163115243812
"2016-07-15",1.89292469409157
"2016-07-18",1.87091042760781
"2016-07-19",1.88931077624244
"2016-07-20",1.87400871611239
"2016-07-21",1.8515760332238
"2016-07-22",1.82882753642799
"2016-07-25",1.80819231881565
"2016-07-26",1.78712149739367
"2016-07-27",1.7688767516809
"2016-07-28",1.77249991277714
"2016-07-29",1.75098423533301
"2016-08-01",1.76419479239473
"2016-08-02",1.80775600522669
"2016-08-03",1.7889980386983
"2016-08-04",1.81328415716031
"2016-08-05",1.79464763908968
"2016-08-08",1.79352741535286
"2016-08-09",1.78341562174898
"2016-08-10",1.76324718205489
"2016-08-11",1.75931476679572
"2016-08-12",1.7835869154507
"2016-08-15",1.76504304969536
"2016-08-16",1.75913916501322
"2016-08-17",1.74382669461779
"2016-08-18",1.73421183458994
"2016-08-19",1.7161096246903
"2016-08-22",1.69692223905532
"2016-08-23",1.70719168330613
"2016-08-24",1.70333930947564
"2016-08-25",1.69496118887079
"2016-08-26",1.677622405677
"2016-08-29",1.65722617708574
"2016-08-30",1.65463215158719
"2016-08-31",1.64234587297737
"2016-09-01",1.63198194216839
"2016-09-02",1.61618527688882
"2016-09-05",1.64925563065455
"2016-09-06",1.63921859613856
"2016-09-08",1.62229323818144
"2016-09-09",1.61129429384196
"2016-09-12",1.66458600714658
"2016-09-13",1.67175628427282
"2016-09-14",1.76263091177434
"2016-09-15",1.74414598707145
"2016-09-16",1.74401463014367
"2016-09-19",1.7392732670417
"2016-09-20",1.72106655858994
"2016-09-21",1.72754819599088
"2016-09-22",1.71135978185741
"2016-09-23",1.70597486398689
"2016-09-26",1.69863550324173
"2016-09-27",1.69024712954826
"2016-09-28",1.68230408968526
"2016-09-29",1.73102685258304
"2016-09-30",1.73255579176583
"2016-10-03",1.71554434461416
"2016-10-04",1.71535353136468
"2016-10-05",1.69635958981784
"2016-10-06",1.71316564118962
