"Date","Returns","garch_sigma","msgarch_sigma","gas_sigma","Returns_sq"
"2017-11-26",0.0480246285326817,0,0,0,23.0636494570207
"2017-11-27",0.0556091117330482,0,0,0,30.9237330773864
"2017-11-28",0.0252535572155903,0,0,0,6.37742152041093
"2017-11-29",-0.0213358528498802,0,0,0,4.55218616831741
"2017-11-30",0.0154743947049525,0,0,0,2.39456891484662
"2017-12-01",0.0916198780922475,0,0,0,83.9420206163829
"2017-12-02",0.00987596270428881,0,0,0,0.975346393365035
"2017-12-03",0.0249747512985863,0,0,0,6.23738202426238
"2017-12-04",0.0363725061134552,0,0,0,13.2295920097334
"2017-12-05",0.0103948744723557,0,0,0,1.08053415296032
"2017-12-06",0.146802250253311,0,0,0,215.509006794358
"2017-12-07",0.202952215228281,0,0,0,411.896016660665
"2017-12-08",-0.0442819967650934,0,0,0,19.6089523750374
"2017-12-09",-0.0802058716977481,0,0,0,64.3298185479563
"2017-12-10",0.0165052865473925,0,0,0,2.72424484011536
"2017-12-11",0.107317863177574,0,0,0,115.171237570005
"2017-12-12",-0.0144504481239274,0,0,0,2.08815450982317
"2017-12-13",-0.0195600999850303,0,0,0,3.82597511424382
"2017-12-14",0.018641634950173,0,0,0,3.47510553615512
"2017-12-15",0.0711654740773753,0,0,0,50.6452470065758
"2017-12-16",0.0853532976067424,0,0,0,72.8518541234514
"2017-12-17",-0.0127832547214055,0,0,0,1.63411601272336
"2017-12-18",-0.000199913724900469,0,0,0,0.000399654974035804
"2017-12-19",-0.0864154175671175,0,0,0,74.6762439329928
"2017-12-20",-0.0477367273698537,0,0,0,22.7879513998374
"2017-12-21",-0.0623272065443405,0,0,0,38.8468067562088
"2017-12-22",-0.150602284174882,0,0,0,226.810479986919
"2017-12-23",-0.00199875304133279,0,0,0,0.0399501372023708
"2017-12-24",0.014925650216675,0,0,0,2.2277503439053
"2017-12-25",0.014657971046752,0,0,0,2.1485611520742
"2017-12-26",0.135612810748734,0,0,0,183.908344391719
"2017-12-27",-0.014705070911333,0,0,0,2.16239110507332
"2017-12-28",-0.0862740851659947,0,0,0,74.4321777122931
"2017-12-29",0.013780543072329,0,0,0,1.89903367368315
"2017-12-30",-0.14484396306564,0,0,0,209.797736365605
"2017-12-31",0.0976713898061643,0,0,0,95.397003866677
"2018-01-01",-0.0248282262753126,0,0,0,6.16440819978123
"2018-01-02",0.0923918067270399,0,0,0,85.3624595028669
"2018-01-03",0.0165168909861304,0,0,0,2.72807687847716
"2018-01-04",0.00934192500328912,0,0,0,0.872715627670784
"2018-01-05",0.118868947965845,0,0,0,141.298267905068
"2018-01-06",0.00642960906357715,0,0,0,0.413398727104334
"2018-01-07",-0.0553883271938851,0,0,0,30.6786678933687
"2018-01-08",-0.0803902390303346,0,0,0,64.6259053135433
"2018-01-09",-0.0343034616397908,0,0,0,11.767274804726
"2018-01-10",0.0346087321201924,0,0,0,11.9776433896724
"2018-01-11",-0.118686537454003,0,0,0,140.864941728205
"2018-01-12",0.0371616133478323,0,0,0,13.8098550661379
"2018-01-13",0.0336339275130335,0,0,0,11.3124107995199
"2018-01-14",-0.0531105674292522,0,0,0,28.2073237265714
"2018-01-15",0.00480772292394782,0,0,0,0.231141997134534
"2018-01-16",-0.216880308368607,0,0,0,470.370681580621
"2018-01-17",0.00811287302797936,0,0,0,0.65818708768115
"2018-01-18",-0.00244365236977195,0,0,0,0.0597143690429207
"2018-01-19",0.0457370031323947,0,0,0,20.9187345553268
"2018-01-20",0.109271470388885,0,0,0,119.40254240949
"2018-01-21",-0.104488149133617,0,0,0,109.17773309369
"2018-01-22",-0.0691121327179776,0,0,0,47.7648688882735
"2018-01-23",0.00363000375873845,0,0,0,0.131769272884553
"2018-01-24",0.0497466575480257,0,0,0,24.7472993720054
"2018-01-25",-0.0155135615881701,0,0,0,2.40670593149947
"2018-01-26",-0.00774967531050486,0,0,0,0.600574674182486
"2018-01-27",0.035610494304418,0,0,0,12.6810730460499
"2018-01-28",0.0332879848959351,0,0,0,11.08089938432
"2018-01-29",-0.0543950915824976,0,0,0,29.588259882683
"2018-01-30",-0.0943985876092466,0,0,0,89.110933426206
"2018-01-31",0.00463781997538781,0,0,0,0.215093741241062
"2018-02-01",-0.10883108990255,0,0,0,118.442061293769
"2018-02-02",-0.0388488171614263,0,0,0,15.0923059484193
"2018-02-03",0.0361827973283564,0,0,0,13.0919482250491
"2018-02-04",-0.116919138860657,0,0,0,136.700850319176
"2018-02-05",-0.164979663763315,0,0,0,272.182894554565
"2018-02-06",0.0976850136855152,0,0,0,95.4236189873929
"2018-02-07",-0.00696868759335167,0,0,0,0.485626067737335
"2018-02-08",0.0240562545658278,0,0,0,5.78703383735911
"2018-02-09",0.109400125375595,0,0,0,119.683874321959
"2018-02-10",-0.0174171984329181,0,0,0,3.03358801251645
"2018-02-11",-0.0566610109302434,0,0,0,32.1047015963716
"2018-02-12",0.0989934683256255,0,0,0,97.9970677113662
"2018-02-13",-0.0416390004614868,0,0,0,17.338063594317
"2018-02-14",0.101264385173986,0,0,0,102.544757046654
"2018-02-15",0.0565804096495128,0,0,0,32.0134275610668
"2018-02-16",0.0158623806909155,0,0,0,2.51615121183529
"2018-02-17",0.0830278055041749,0,0,0,68.9361648683909
"2018-02-18",-0.0612730128352883,0,0,0,37.543821019134
"2018-02-19",0.0714972536990519,0,0,0,51.1185728650659
"2018-02-20",0.00429364723937375,0,0,0,0.184354066161818
"2018-02-21",-0.0705874962823732,0,0,0,49.8259463141405
"2018-02-22",-0.061906388740093,0,0,0,38.3240096683951
"2018-02-23",0.0320956961120018,0,0,0,10.3013370891397
"2018-02-24",-0.0440442324402053,0,0,0,19.3989441124683
"2018-02-25",-0.0108388570057567,0,0,0,1.17480821191241
"2018-02-26",0.0737503929610206,0,0,0,54.3912046190496
"2018-02-27",0.0234576908169117,0,0,0,5.50263258461823
"2018-02-28",-0.0231903883044211,0,0,0,5.37794109709831
"2018-03-01",0.0558573859479008,0,0,0,31.2004756493275
"2018-03-02",0.0108384867194555,0,0,0,1.17472794367813
"2018-03-03",0.0378191028154955,0,0,0,14.3028453776902
"2018-03-04",0.00439697342093837,0,0,0,0.193333752644385
"2018-03-05",-0.00531151930098339,0,0,0,0.282122372847191
"2018-03-06",-0.0665562704593246,0,0,0,44.2973713745476
"2018-03-07",-0.0782383951704446,0,0,0,61.2124647884665
"2018-03-08",-0.0665840696328495,0,0,0,44.3343832887215
"2018-03-09",-0.00482631011262846,0,0,0,0.232932693032597
"2018-03-10",-0.0507720770081495,0,0,0,25.7780380372146
"2018-03-11",0.0834573624361141,0,0,0,69.6513134479291
"2018-03-12",-0.0431068012932485,0,0,0,18.5819631773561
"2018-03-13",0.00204142655629624,0,0,0,0.0416742238475153
"2018-03-14",-0.113284970415519,0,0,0,128.33484522045
"2018-03-15",0.00865036001644981,0,0,0,0.748287284141935
"2018-03-16",0.00230531864452566,0,0,0,0.0531449405279763
"2018-03-17",-0.0541264105387409,0,0,0,29.2966831780832
"2018-03-18",0.045614499868865,0,0,0,20.8068259828669
"2018-03-19",0.0488495263964506,0,0,0,23.8627622915752
"2018-03-20",0.0354097935518247,0,0,0,12.5385347938285
"2018-03-21",-0.00280753520467236,0,0,0,0.0788225392547467
"2018-03-22",-0.0184127101671354,0,0,0,3.39027895698931
"2018-03-23",0.0198781524828551,0,0,0,3.95140946131638
"2018-03-24",-0.0402659398889877,0,0,0,16.2134591514357
"2018-03-25",-0.00901574596303156,0,0,0,0.812836752699199
"2018-03-26",-0.0404671346142624,0,0,0,16.3758898388883
"2018-03-27",-0.0425331565310518,0,0,0,18.0906940449495
"2018-03-28",0.0195359475501178,0,0,0,3.81653246680954
"2018-03-29",-0.114378788004737,0,0,0,130.825071454326
"2018-03-30",-0.0358837296702603,0,0,0,12.8764205504832
"2018-03-31",0.0121592821624663,0,0,0,1.47848142706471
"2018-04-01",-0.0161466193899518,0,0,0,2.60713317723967
"2018-04-02",0.0350442991318545,0,0,0,12.281029016429
"2018-04-03",0.0483054878299036,0,0,0,23.3342015448496
"2018-04-04",-0.0858348882950022,0,0,0,73.6762804861551
"2018-04-05",-0.00373557764542909,0,0,0,0.139545403450295
"2018-04-06",-0.0253331076753192,0,0,0,6.41766344489317
"2018-04-07",0.0436322977019881,0,0,0,19.0377740275492
"2018-04-08",0.0175657465403916,0,0,0,3.08555451521279
"2018-04-09",-0.0341000757188716,0,0,0,11.6281516403278
"2018-04-10",0.00897954314265093,0,0,0,0.806321950507293
"2018-04-11",0.0159290900979485,0,0,0,2.53735911348561
"2018-04-12",0.130483087300355,0,0,0,170.258360714321
"2018-04-13",-0.00577075234354041,0,0,0,0.333015826104771
"2018-04-14",0.0153186143826076,0,0,0,2.34659946603032
"2018-04-15",0.0435423780251849,0,0,0,18.9593868408811
"2018-04-16",-0.0353363699242184,0,0,0,12.4865903942121
"2018-04-17",-0.0225590352497189,0,0,0,5.0891007139806
"2018-04-18",0.0358712816605724,0,0,0,12.8674884797212
"2018-04-19",0.0127653547925473,0,0,0,1.6295428297961
"2018-04-20",0.0676044553974187,0,0,0,45.7036238958157
"2018-04-21",0.00656417484132277,0,0,0,0.430883913474548
"2018-04-22",-0.0144943909644883,0,0,0,2.1008736943144
"2018-04-23",0.0165897096479615,0,0,0,2.75218466203667
"2018-04-24",0.0739778829272808,0,0,0,54.7272716240246
"2018-04-25",-0.0811695562508987,0,0,0,65.8849686196781
"2018-04-26",0.0436781180693195,0,0,0,19.0777799807741
"2018-04-27",-0.0385772767752872,0,0,0,14.8820628339711
"2018-04-28",0.047387906457443,0,0,0,22.4561367841937
"2018-04-29",0.00756650916406798,0,0,0,0.572520609299247
"2018-04-30",-0.018536818726453,0,0,0,3.43613648497379
"2018-05-01",-0.019056680995627,0,0,0,3.63157090569091
"2018-05-02",0.0192545846236953,0,0,0,3.70739029031043
"2018-05-03",0.0528772742674608,0,0,0,27.9600613395627
"2018-05-04",-0.00370017052877536,0,0,0,0.136912619420177
"2018-05-05",0.0153246513810625,0,0,0,2.34844939951101
"2018-05-06",-0.0210006073615592,0,0,0,4.41025509554374
"2018-05-07",-0.0309118226044323,0,0,0,9.55540776727892
"2018-05-08",-0.0191289407661763,0,0,0,3.65916374835881
"2018-05-09",0.0132386961590996,0,0,0,1.75263075992959
"2018-05-10",-0.033620099379986,0,0,0,11.3031108232014
"2018-05-11",-0.069237286059721,0,0,0,47.9380178091564
"2018-05-12",0.00781934905213078,0,0,0,0.611422195990585
"2018-05-13",0.0249370630744803,0,0,0,6.21857114780609
"2018-05-14",-0.0018877884641455,0,0,0,0.0356374528536083
"2018-05-15",-0.0235147772138582,0,0,0,5.52944747417385
"2018-05-16",-0.0157220961191236,0,0,0,2.47184306378961
"2018-05-17",-0.0352527974339143,0,0,0,12.4275972691659
"2018-05-18",0.0243666266582707,0,0,0,5.93732494703548
"2018-05-19",-0.000767302278241289,0,0,0,0.00588752786194273
"2018-05-20",0.0350252711415013,0,0,0,12.2676961853568
"2018-05-21",-0.017239379358676,0,0,0,2.97196200672344
"2018-05-22",-0.0494196844285462,0,0,0,24.4230520901709
"2018-05-23",-0.0614132037310231,0,0,0,37.7158159250815
"2018-05-24",0.00969168477845095,0,0,0,0.939287538448578
"2018-05-25",-0.015701482964916,0,0,0,2.46536567297547
"2018-05-26",-0.0166375729770287,0,0,0,2.76808834565956
"2018-05-27",0.000685615393908989,0,0,0,0.00470068468364978
"2018-05-28",-0.0332473019212891,0,0,0,11.0538308504535
"2018-05-29",0.0497743924611012,0,0,0,24.7749014487173
"2018-05-30",-0.0115022582722553,0,0,0,1.32301945361665
"2018-05-31",0.0146762906299482,0,0,0,2.15393506654705
"2018-06-01",0.00479808357776257,0,0,0,0.230216060191949
"2018-06-02",0.0157010924184853,0,0,0,2.46524303133817
"2018-06-03",0.00966903429778121,0,0,0,0.934902242516694
"2018-06-04",-0.0299023809215235,0,0,0,8.94152384775893
"2018-06-05",0.018264139244927,0,0,0,3.33578782358083
"2018-06-06",0.00442821376009839,0,0,0,0.196090771051247
"2018-06-07",0.00420067953554515,0,0,0,0.176457085603478
"2018-06-08",-0.0114604393246598,0,0,0,1.31341669514209
"2018-06-09",-0.0148010309730218,0,0,0,2.19070517864351
"2018-06-10",-0.102038962066379,0,0,0,104.119497795839
"2018-06-11",0.015694401256896,0,0,0,2.46314230812459
"2018-06-12",-0.051048241393616,0,0,0,26.0592294938089
"2018-06-13",-0.0370039988334252,0,0,0,13.6929592966413
"2018-06-14",0.0531034140049691,0,0,0,28.1997257898315
"2018-06-15",-0.0379442488638748,0,0,0,14.3976602184366
"2018-06-16",0.0147724097569331,0,0,0,2.18224090026732
"2018-06-17",-0.00531485548962785,0,0,0,0.282476888756273
"2018-06-18",0.0399458369222572,0,0,0,15.9566988741957
"2018-06-19",0.00427393324847358,0,0,0,0.182665054124079
"2018-06-20",0.00300680385790919,0,0,0,0.0904086943993759
"2018-06-21",-0.00633071730489654,0,0,0,0.400779815945165
"2018-06-22",-0.105684036520302,0,0,0,111.691155752245
"2018-06-23",0.0172173457138634,0,0,0,2.9643699343069
"2018-06-24",-0.00211769476755208,0,0,0,0.0448463112851746
"2018-06-25",0.0185702775461642,0,0,0,3.4485520814157
"2018-06-26",-0.0294143149196238,0,0,0,8.65201922190803
"2018-06-27",0.0103159501289998,0,0,0,1.06418827064011
"2018-06-28",-0.0466812759721211,0,0,0,21.7914152638533
"2018-06-29",0.0570919800962901,0,0,0,32.5949419131518
"2018-06-30",0.0305314710532549,0,0,0,9.32170724675742
"2018-07-01",-0.00521854375051944,0,0,0,0.272331988760855
"2018-07-02",0.0398569571685989,0,0,0,15.8857703473953
"2018-07-03",-0.0154514219117381,0,0,0,2.3874643909454
"2018-07-04",0.011162758917985,0,0,0,1.24607186661054
"2018-07-05",-0.00881054907261358,0,0,0,0.77625774960932
"2018-07-06",0.0122659461072736,0,0,0,1.5045343390654
"2018-07-07",0.022025674267196,0,0,0,4.8513032692462
"2018-07-08",-0.00666417692937671,0,0,0,0.444112541460368
"2018-07-09",-0.0074741155247473,0,0,0,0.558624028772686
"2018-07-10",-0.0563787153338708,0,0,0,31.7855954269764
"2018-07-11",0.0128065068707635,0,0,0,1.64006618230913
"2018-07-12",-0.0201928841651391,0,0,0,4.07752570906725
"2018-07-13",-0.00577612447044906,0,0,0,0.333636138981204
"2018-07-14",0.00600327795039313,0,0,0,0.360393461496763
"2018-07-15",0.0160289032728702,0,0,0,2.56925740131029
"2018-07-16",0.0566578258813841,0,0,0,32.1010923360524
"2018-07-17",0.0846739978045523,0,0,0,71.6968590420533
"2018-07-18",0.00877051802308593,0,0,0,0.769219863932751
"2018-07-19",0.0113564495565264,0,0,0,1.28968946529929
"2018-07-20",-0.0173852338763183,0,0,0,3.02246356934285
"2018-07-21",0.00831284802166543,0,0,0,0.691034422313069
"2018-07-22",-0.000539423559931862,0,0,0,0.00290977777009563
"2018-07-23",0.0431694863012382,0,0,0,18.6360454751279
"2018-07-24",0.083957895934418,0,0,0,70.4892828973456
"2018-07-25",-0.0267440792484894,0,0,0,7.15245774849481
"2018-07-26",-0.0317677953544528,0,0,0,10.0919282168239
"2018-07-27",0.0333480736191305,0,0,0,11.1209401410695
"2018-07-28",0.00444388041603005,0,0,0,0.197480731519754
"2018-07-29",-0.00170844113484314,0,0,0,0.0291877111122412
"2018-07-30",-0.00452612076238523,0,0,0,0.204857691556947
"2018-07-31",-0.0557194321230075,0,0,0,31.0465511611044
"2018-08-01",-0.0164784684795176,0,0,0,2.71539923430455
"2018-08-02",-0.01042553901822,0,0,0,1.08691863820428
"2018-08-03",-0.0143105351679385,0,0,0,2.04791416792805
"2018-08-04",-0.0566997469259451,0,0,0,32.1486130146622
"2018-08-05",0.00204502983122445,0,0,0,0.041821470105979
"2018-08-06",-0.0128048079501202,0,0,0,1.63963106639461
"2018-08-07",-0.0314580150641159,0,0,0,9.89606711774143
"2018-08-08",-0.0669312410244167,0,0,0,44.7979102506856
"2018-08-09",0.0382089414640792,0,0,0,14.5992320780543
"2018-08-10",-0.0608971600580759,0,0,0,37.0846410313891
"2018-08-11",0.0142758452890508,0,0,0,2.03799758716914
"2018-08-12",0.0121175135164133,0,0,0,1.46834133820459
"2018-08-13",-0.0098736890997877,0,0,0,0.974897364392665
"2018-08-14",-0.00937243227841655,0,0,0,0.878424868135045
"2018-08-15",0.0126984405980508,0,0,0,1.61250393622225
"2018-08-16",0.00708967418807482,0,0,0,0.502634800930544
"2018-08-17",0.0423039077871845,0,0,0,17.8962061406661
"2018-08-18",-0.0303019148563859,0,0,0,9.18206043963661
"2018-08-19",0.0139242962674473,0,0,0,1.93886026543647
"2018-08-20",-0.0349837008045029,0,0,0,12.2385932197898
"2018-08-21",0.0353649463088423,0,0,0,12.506794274273
"2018-08-22",-0.018552205695519,0,0,0,3.44184336168848
"2018-08-23",0.0254741811059667,0,0,0,6.48933903019591
"2018-08-24",0.0237209806235601,0,0,0,5.62684921743314
"2018-08-25",0.0077523928581904,0,0,0,0.600995950277215
"2018-08-26",-0.00500833285946278,0,0,0,0.250833980311746
"2018-08-27",0.0306652758034129,0,0,0,9.40359140099381
"2018-08-28",0.0239515194823117,0,0,0,5.73675285511557
"2018-08-29",-0.00636408895371865,0,0,0,0.405016282108437
"2018-08-30",-0.00661814650998238,0,0,0,0.43799863227592
"2018-08-31",0.00376821048841514,0,0,0,0.141994102850019
"2018-09-01",0.0265721182025764,0,0,0,7.06077465771692
"2018-09-02",0.0140672378103837,0,0,0,1.97887179613889
"2018-09-03",-0.00535393241702664,0,0,0,0.286645923260887
"2018-09-04",0.0131364868896284,0,0,0,1.72567287801379
"2018-09-05",-0.0938246807960006,0,0,0,88.030707264714
"2018-09-06",-0.0278453009744428,0,0,0,7.75360786357305
"2018-09-07",-0.0186613529871007,0,0,0,3.48246095309172
"2018-09-08",-0.0334657825492268,0,0,0,11.1995860163213
"2018-09-09",0.0105759654648061,0,0,0,1.11851045512771
"2018-09-10",0.00974152819261853,0,0,0,0.948973715275817
"2018-09-11",-0.00271121321062751,0,0,0,0.0735067707348113
"2018-09-12",0.00691970880844828,0,0,0,0.478823699937167
"2018-09-13",0.0231976720697116,0,0,0,5.38131989453878
"2018-09-14",-0.00165843785432251,0,0,0,0.0275041611664985
"2018-09-15",0.00590075752350927,0,0,0,0.348189393512513
"2018-09-16",-0.00152995891582464,0,0,0,0.0234077428411131
"2018-09-17",-0.0401992701853082,0,0,0,16.1598132343141
"2018-09-18",0.0139468329382435,0,0,0,1.94514149007274
"2018-09-19",0.0087113245872299,0,0,0,0.758871760640762
"2018-09-20",0.0155406503477113,0,0,0,2.41511813229819
"2018-09-21",0.0403072594790999,0,0,0,16.2467516671549
"2018-09-22",-0.00533598851616901,0,0,0,0.284727734446876
"2018-09-23",-0.00224107665431283,0,0,0,0.0502242457050599
"2018-09-24",-0.0190548747324666,0,0,0,3.63088251069994
"2018-09-25",-0.0205473065193562,0,0,0,4.22191805200378
"2018-09-26",0.00272291082733744,0,0,0,0.0741424337363146
"2018-09-27",0.0340622473040462,0,0,0,11.60236691402
"2018-09-28",-0.00818845573814642,0,0,0,0.67050807375583
"2018-09-29",-0.00577435139132021,0,0,0,0.333431339904416
"2018-09-30",0.00456631121771167,0,0,0,0.208511981369994
"2018-10-01",-0.00226013037565842,0,0,0,0.0510818931497387
"2018-10-02",-0.0130651758761378,0,0,0,1.70698820674413
"2018-10-03",-0.00242256245649486,0,0,0,0.0586880885561841
"2018-10-04",0.0127888407881738,0,0,0,1.63554448705258
"2018-10-05",0.00632833131257193,0,0,0,0.400477772016784
"2018-10-06",-0.00625553819513058,0,0,0,0.391317581107376
"2018-10-07",0.00317801127915374,0,0,0,0.100997556904284
"2018-10-08",0.00869193109145172,0,0,0,0.755496660985451
"2018-10-09",-0.00246068654247189,0,0,0,0.0605497826030226
"2018-10-10",-0.00385472356749617,0,0,0,0.148588937818104
"2018-10-11",-0.0587454505468674,0,0,0,34.5102795995444
"2018-10-12",0.00722353864336256,0,0,0,0.521795105321522
"2018-10-13",0.00552929377665379,0,0,0,0.305730896685423
"2018-10-14",0.00101165782400336,0,0,0,0.0102345155286721
"2018-10-15",0.0631381446007513,0,0,0,39.8642530362538
"2018-10-16",0.00100208937341684,0,0,0,0.0100418311231495
"2018-10-17",-0.00272293237359023,0,0,0,0.0741436071114572
"2018-10-18",-0.0182537057748782,0,0,0,3.33197774515822
"2018-10-19",-0.0137028454114407,0,0,0,1.87767972369841
"2018-10-20",0.00907511442824216,0,0,0,0.82357701885689
"2018-10-21",0.000259513406234646,0,0,0,0.000673472080155084
"2018-10-22",-0.00135294080225989,0,0,0,0.0183044881441963
"2018-10-23",-0.00421631555187041,0,0,0,0.177773168329443
"2018-10-24",0.00182788233843389,0,0,0,0.0334115384315855
"2018-10-25",-0.005714261985446,0,0,0,0.326527900383133
"2018-10-26",0.00161325907128251,0,0,0,0.0260260483107531
"2018-10-27",-0.00506431895086834,0,0,0,0.256473264361242
"2018-10-28",-0.00241159961840332,0,0,0,0.0581581271948304
"2018-10-29",-0.0226634489786548,0,0,0,5.13631919608089
"2018-10-30",-0.00215062838456959,0,0,0,0.046252024485164
"2018-10-31",0.00646473895536559,0,0,0,0.417928497610214
"2018-11-01",0.00595686450695077,0,0,0,0.354842347541698
"2018-11-02",0.00373404939325717,0,0,0,0.139431248712842
