"Index","V1"
"2010-01-05",NA
"2010-01-06",NA
"2010-01-07",NA
"2010-01-08",NA
"2010-01-11",NA
"2010-01-12",NA
"2010-01-13",NA
"2010-01-14",NA
"2010-01-15",NA
"2010-01-18",0.187995563322645
"2010-01-19",0.183921499278343
"2010-01-20",0.190590356859604
"2010-01-21",0.224893073364667
"2010-01-22",0.230212582105109
"2010-01-26",0.230881554459866
"2010-01-27",0.235299347861978
"2010-01-28",0.23444364645041
"2010-01-29",0.24289078090946
"2010-02-01",0.243395502409513
"2010-02-02",0.237498783230799
"2010-02-03",0.238465806449692
"2010-02-04",0.282001567537627
"2010-02-05",0.29499008689259
"2010-02-08",0.298687939416386
"2010-02-09",0.297250833148884
"2010-02-10",0.302826183055215
"2010-02-11",0.301703183835345
"2010-02-12",0.301183345031668
"2010-02-17",0.299472844745905
"2010-02-18",0.304595986408399
"2010-02-19",0.305014440868256
"2010-02-22",0.257579689753799
"2010-02-23",0.216768044248516
"2010-02-24",0.211072554653902
"2010-02-25",0.232613301812494
"2010-02-26",0.219313665037668
"2010-03-01",0.215629543465071
"2010-03-02",0.195248257729993
"2010-03-03",0.201954945591524
"2010-03-04",0.195565939598961
"2010-03-05",0.195800714255367
"2010-03-08",0.197518667067936
"2010-03-09",0.222518828930887
"2010-03-10",0.217289552008931
"2010-03-11",0.193937730891656
"2010-03-12",0.19010584469862
"2010-03-15",0.19246881609163
"2010-03-16",0.193978172361414
"2010-03-17",0.187746112023803
"2010-03-18",0.185829478331627
"2010-03-19",0.196432166120611
"2010-03-22",0.203674331451129
"2010-03-23",0.176787712134413
"2010-03-24",0.190367828781281
"2010-03-25",0.210572766469512
"2010-03-26",0.235642616638571
"2010-03-29",0.246261786293298
"2010-03-30",0.24715850596126
"2010-03-31",0.25491895405603
"2010-04-01",0.251177193307073
"2010-04-05",0.241615872223071
"2010-04-06",0.235421595021682
"2010-04-07",0.234223122344607
"2010-04-08",0.222507746787357
"2010-04-09",0.209527617347021
"2010-04-12",0.205175264512913
"2010-04-13",0.191827368447191
"2010-04-14",0.190039823350009
"2010-04-15",0.192067049429736
"2010-04-16",0.205673647292105
"2010-04-19",0.224198044000381
"2010-04-20",0.22331334643454
"2010-04-22",0.223762536911895
"2010-04-23",0.224462820107079
"2010-04-26",0.226191860384741
"2010-04-27",0.223109172981059
"2010-04-28",0.238218627522436
"2010-04-29",0.241107395765019
"2010-04-30",0.234447323750114
"2010-05-03",0.247299825729483
"2010-05-04",0.265330917316524
"2010-05-05",0.282228411072746
"2010-05-06",0.377562397371016
"2010-05-07",0.394138858657617
"2010-05-10",0.397664106239987
"2010-05-11",0.392618551298612
"2010-05-12",0.380156393049086
"2010-05-13",0.379166102651003
"2010-05-14",0.383206459231706
"2010-05-17",0.376210577545629
"2010-05-18",0.364729424161187
"2010-05-19",0.362195871575993
"2010-05-20",0.265469251509434
"2010-05-21",0.2576252814876
"2010-05-24",0.251207339303533
"2010-05-25",0.25546912107895
"2010-05-26",0.268573324993851
"2010-05-27",0.270679712081193
"2010-05-28",0.258135859609148
"2010-05-31",0.28484603726489
"2010-06-01",0.295528619369191
"2010-06-02",0.289011779830382
"2010-06-04",0.295923735337092
"2010-06-07",0.288306217987676
"2010-06-08",0.284698443491508
"2010-06-09",0.285047040180023
"2010-06-10",0.275206026074156
"2010-06-11",0.272275743586669
"2010-06-14",0.288562752534064
"2010-06-15",0.253924866875446
"2010-06-16",0.243245648545864
"2010-06-17",0.237812273018277
"2010-06-18",0.221059856315704
"2010-06-21",0.215861138356031
"2010-06-22",0.21671300452477
"2010-06-23",0.224444528041547
"2010-06-24",0.242741791048193
"2010-06-25",0.252816903028824
"2010-06-28",0.247221334165753
"2010-06-29",0.245327274334566
"2010-06-30",0.234816789271415
"2010-07-01",0.250476408318736
"2010-07-02",0.252617143935382
"2010-07-05",0.252003290115963
"2010-07-06",0.25137201064808
"2010-07-07",0.244026048254447
"2010-07-08",0.22539945063729
"2010-07-12",0.219093901470856
"2010-07-13",0.209496132624259
"2010-07-14",0.21148388819255
"2010-07-15",0.20300304186743
"2010-07-16",0.180201132793876
"2010-07-19",0.177352866288319
"2010-07-20",0.208814613264694
"2010-07-21",0.212549230277448
"2010-07-22",0.206209509632525
"2010-07-23",0.206835392266813
"2010-07-26",0.200689567909252
"2010-07-27",0.197810957369665
"2010-07-28",0.193794804448695
"2010-07-29",0.190882742799975
"2010-07-30",0.193346441493363
"2010-08-02",0.199695671805407
"2010-08-03",0.210350798564339
"2010-08-04",0.203587215328602
"2010-08-05",0.196757952788319
"2010-08-06",0.197513337185526
"2010-08-09",0.202414648837157
"2010-08-10",0.205297199369364
"2010-08-11",0.214911656605564
"2010-08-12",0.224351907938406
"2010-08-13",0.220841324853286
"2010-08-16",0.211988155408938
"2010-08-17",0.1800192120163
"2010-08-18",0.190919103912113
"2010-08-19",0.20198621135162
"2010-08-20",0.203622293956502
"2010-08-23",0.204303611863743
"2010-08-24",0.214997325045298
"2010-08-25",0.222886808714749
"2010-08-26",0.240733747516737
"2010-08-27",0.263909074936189
"2010-08-30",0.287221935781877
"2010-08-31",0.281467663836917
"2010-09-01",0.294834340878295
"2010-09-02",0.325211947546842
"2010-09-03",0.33314638987518
"2010-09-06",0.334998137844147
"2010-09-08",0.333361042335924
"2010-09-09",0.336838797981242
"2010-09-10",0.32130272974302
"2010-09-13",0.312106938099468
"2010-09-14",0.346665019026767
"2010-09-15",0.354902603438392
"2010-09-16",0.342122110994948
"2010-09-17",0.308068352852639
"2010-09-20",0.325414564170588
