"Date","Open","Close","High","Low","log_return","Parkinson"
2011-06-13,5.4584091409,5.357370015,5.4698908598,5.3412956086,-0.0165784881102956,0.000204135553717287
2011-06-14,5.378037109,5.4193712968,5.4400383907,5.378037109,0.0115066260009466,4.73898537077064e-05
2011-06-15,5.34818464,5.3504809837,5.407889578,5.3160358272,-0.0127933514608598,0.000105847840602475
2011-06-16,5.34818464,5.34818464,5.4538164534,5.3022577646,-0.000429276662348676,0.000286474602933312
2011-06-17,5.3895188278,5.3367029211,5.3918151716,5.3252212023,-0.00214915192204116,5.57065306822948e-05
2011-06-20,5.327517546,5.3045541083,5.3826297965,5.2953687332,-0.00604231446016456,9.63507640445889e-05
2011-06-21,5.327517546,5.3367029211,5.3504809837,5.2907760457,0.00604231446016448,4.54169839556206e-05
2011-06-22,5.327517546,5.3412956086,5.4354457032,5.3206285147,0.00086021509938049,0.000164404525417593
2011-06-24,5.3206285147,5.2517382016,5.3298138898,5.2471455141,-0.0169091390514571,8.81351931043322e-05
2011-06-27,5.2815906706,5.2999614208,5.3252212023,5.2517382016,0.00914043361154517,6.96370883469054e-05
2011-06-28,5.3206285147,5.3849261403,5.3849261403,5.3045541083,0.0159040532553184,8.15619547645668e-05
2011-06-29,5.3964078591,5.3688517339,5.4055932342,5.327517546,-0.00298953885042333,7.63431856223121e-05
2011-06-30,5.4170749531,5.4469274221,5.4469274221,5.3964078591,0.0144376180902353,3.13165722955373e-05
2011-07-01,5.4308530157,5.4538164534,5.4859652662,5.3895188278,0.00126395634937073,0.000113467765892765
2011-07-04,5.4469274221,5.4652981722,5.4767798911,5.4446310783,0.00210305018776487,1.25011345010054e-05
2011-07-05,5.4652981722,5.4101859217,5.5066323601,5.3987042029,-0.0101352218984853,0.000141316956495092
2011-07-06,5.3849261403,5.3987042029,5.4308530157,5.34818464,-0.00212449622231143,8.48614406192084e-05
2011-07-07,5.4423347345,5.4262603281,5.4630018285,5.407889578,0.00509122863981468,3.70807028234861e-05
2011-07-08,5.3964078591,5.3826297965,5.4262603281,5.3734444214,-0.00807312648504359,3.45054088869662e-05
2011-07-11,5.327517546,5.3160358272,5.3550736713,5.2953687332,-0.0124491841718098,4.53386773365591e-05
2011-07-12,5.2861833582,5.3091467959,5.3504809837,5.2655162642,-0.00129673672626825,9.24163361353949e-05
2011-07-13,5.34818464,5.3711480777,5.3826297965,5.3114431396,0.011610536794512,6.39290544154156e-05
2011-07-14,5.3435919524,5.2701089518,5.3642590463,5.2494418578,-0.0189906440945064,0.000168845134142173
2011-07-15,5.2815906706,5.2792943269,5.3068504521,5.2494418578,0.00174140227243993,4.26691619081994e-05
2011-07-18,5.237960139,5.2264784202,5.2815906706,5.1736625135,-0.0100547295156782,0.000153746701694006
2011-07-19,5.2517382016,5.2012186387,5.2747016393,5.1805515448,-0.00484475733515234,0.000116995842791498
2011-07-20,5.2241820764,5.1392173569,5.237960139,5.1392173569,-0.0119921490480217,0.000130633024844528
2011-07-21,5.1621807946,5.2815906706,5.3068504521,5.1506990757,0.0273265130396853,0.000321714675670871
2011-07-22,5.2861833582,5.2747016393,5.3435919524,5.2471455141,-0.00130519922634585,0.000119651606551719
2011-07-25,5.3022577646,5.3964078591,5.4193712968,5.2930723895,0.0228114044489209,0.000200556558770704
2011-07-26,5.4170749531,5.4331493594,5.4928542975,5.3918151716,0.00678543739694757,0.000124322048653746
2011-07-27,5.4170749531,5.4170749531,5.4607054847,5.3757407652,-0.00296296511427222,8.86943248299499e-05
2011-07-28,5.4400383907,5.3964078591,5.4515201096,5.3826297965,-0.00382247228267537,5.83328078717427e-05
2011-07-29,5.3229248585,5.3964078591,5.4055932342,5.3206285147,0,9.05266438707986e-05
2011-08-01,5.4331493594,5.3964078591,5.4538164534,5.378037109,0,7.06130283174623e-05
2011-08-02,5.3941115154,5.3206285147,5.4262603281,5.3022577646,-0.0141420827050047,0.000192750303743216
2011-08-03,5.3391592192,5.1631175269,5.3461082333,5.1538521747,-0.0300508693012901,0.000483789421463285
2011-08-04,5.0727803427,4.7832380857,5.0936273852,4.7832380857,-0.0764228279929117,0.00142572512044248
2011-08-05,4.7762890716,4.6743701971,4.8596772416,4.5701349846,-0.0230233044744408,0.00136102292103094
2011-08-08,4.4520017437,4.3199704745,4.5122265332,4.2551130089,-0.0788458688414313,0.00124147456565328
2011-08-09,4.3616645595,4.4357873773,4.5562369562,4.3130214603,0.0264565695364678,0.00108542594102122
2011-08-10,4.4033586445,4.5701349846,4.5979310412,4.3570318834,0.0298376044188497,0.00104454489020744
2011-08-11,4.6210944218,4.6813192113,4.7415440007,4.4983285048,0.0240372113829869,0.0010000592487302
2011-08-12,4.6859518874,4.7021662538,4.753125691,4.6535231546,0.00444335463124387,0.000161762531126167
2011-08-15,4.7484930149,4.8619935796,4.8619935796,4.7415440007,0.0334252477707979,0.000226969854246263
2011-08-16,4.8110341424,4.8087178043,4.8272485088,4.7438603388,-0.0110180755372216,0.000109516837129965
2011-08-17,4.8179831566,4.834197523,4.8550445655,4.7577583671,0.00528466280874951,0.000147776910550765
2011-08-18,4.713747944,4.7021662538,4.7183806202,4.5794003368,-0.0276918350423257,0.000322394036972221
2011-08-19,4.6164617457,4.5631859704,4.713747944,4.5631859704,-0.0300022503117873,0.000380077781984789
2011-08-22,4.6558394926,4.5516042801,4.6952172396,4.5492879421,-0.00254129743302199,0.000359554174724113
2011-08-23,4.586349351,4.669737521,4.7021662538,4.5191755473,0.0256231048969866,0.00056827480472673
2011-08-24,4.6604721687,4.6859518874,4.713747944,4.630359774,0.00346620797811647,0.000114902852838848
2011-08-25,4.6674211829,4.6002473793,4.6998499157,4.5817166748,-0.0184589925682689,0.000233734657045571
2011-08-26,4.5655023085,4.6095127315,4.6488904785,4.5353899137,0.00201207310817678,0.000220355825839563
2011-08-29,4.6743701971,4.7461766768,4.7786054096,4.672053859,0.0292172305191441,0.000183403104079756
2011-08-30,4.7206969582,4.7600747052,4.8017687902,4.7021662538,0.00292397870484592,0.000158467504044819
2011-08-31,4.8087178043,4.8179831566,4.834197523,4.7322786485,0.0120920457647258,0.000163761818696579
2011-09-01,4.8921059744,4.8735752699,4.8967386505,4.8295648468,0.0114724011529244,6.8816502562494e-05
2011-09-02,4.7855544238,4.7183806202,4.8087178043,4.6396251262,-0.032362157619261,0.000462174089012363
2011-09-05,4.6095127315,4.6396251262,4.6558394926,4.5979310412,-0.0168320805812183,5.64979028181377e-05
2011-09-06,4.5701349846,4.7415440007,4.7577583671,4.5585532943,0.0217292500029155,0.00065981124071116
2011-09-08,4.8064014663,4.7855544238,4.836513861,4.7647073813,0.00923906402568501,8.06984236348736e-05
2011-09-09,4.7484930149,4.6674211829,4.7716563954,4.6488904785,-0.0249951753076775,0.000245034426783664
2011-09-12,4.586349351,4.711431606,4.711431606,4.5678186465,0.00938510223524276,0.000345625189432176
2011-09-13,4.7253296343,4.7067989299,4.7369113246,4.6674211829,-0.000983767907563143,7.87736175312094e-05
2011-09-14,4.713747944,4.753125691,4.8226158327,4.6743701971,0.00979439758785637,0.000351590659654925
2011-09-15,4.794819776,4.7600747052,4.8133504805,4.7415440007,0.00146092064637038,8.14828806093258e-05
2011-09-16,4.7600747052,4.7832380857,4.7878707618,4.7253296343,0.00485437845213218,6.23541229391163e-05
2011-09-19,4.7091152679,4.8179831566,4.8226158327,4.7067989299,0.00723766731259351,0.000213122225317803
2011-09-20,4.8133504805,4.7716563954,4.8828406221,4.7670237193,-0.00966191092826088,0.00020783454001904
2011-09-21,4.8064014663,4.7716563954,4.878207946,4.7600747052,0,0.000216751921828107
2011-09-22,4.6373087882,4.5168592093,4.672053859,4.4705324482,-0.0548766102120779,0.000701163805319383
2011-09-23,4.5191755473,4.4381037154,4.5701349846,4.4288383631,-0.0175896930256926,0.000355732504411011
2011-09-26,4.4821141384,4.5817166748,4.5817166748,4.3940932923,0.0318465536354025,0.000630561855235622
2011-09-27,4.6535231546,4.5284408996,4.6558394926,4.5214918854,-0.0116960397436765,0.000309217194844279
2011-09-28,4.5353899137,4.4821141384,4.5631859704,4.4774814623,-0.0102828669731587,0.000129660265136674
2011-09-29,4.5122265332,4.4936958287,4.5353899137,4.4543180818,0.00258064659791939,0.000117340217717253
2011-09-30,4.4427363915,4.424205687,4.4890631526,4.3848279401,-0.0155847310210091,0.000199074307025589
2011-10-03,4.3917769542,4.2643783612,4.4172566729,4.2643783612,-0.0367943397922506,0.000447458784047564
2011-10-04,4.2273169523,4.296807094,4.296807094,4.1462451203,0.00757579381199729,0.000458879093100423
2011-10-05,4.2620620231,4.2180516,4.3431338551,4.1809901911,-0.0184988953361654,0.00052213133550102
2011-10-06,4.2829090656,4.3662972356,4.421889349,4.2504803328,0.0345420201579745,0.000563740742936276
2011-10-07,4.4172566729,4.2388986426,4.4172566729,4.2180516,-0.0296118540274964,0.000768022152989726
2011-10-10,4.2852254037,4.380195264,4.3964096304,4.2504803328,0.0327898228184249,0.000410981366113768
2011-10-11,4.3315521648,4.4381037154,4.4496854056,4.296807094,0.0131338898720383,0.000440845999229553
2011-10-13,4.4936958287,4.4913794907,4.5261245615,4.3964096304,0.0119326967142398,0.000304957440306733
2011-10-14,4.5284408996,4.5492879421,4.5631859704,4.4728487862,0.0128108336714307,0.000144205157065094
2011-10-17,4.505277519,4.4705324482,4.5631859704,4.3964096304,-0.0174632070141361,0.00049999646667655
2011-10-18,4.4473690676,4.505277519,4.5238082234,4.4033586445,0.00774197414452984,0.000262670026332272
2011-10-19,4.5029611809,4.4543180818,4.5145428712,4.4172566729,-0.0113755104563796,0.000171172273843337
2011-10-20,4.4427363915,4.3593482215,4.4427363915,4.3130214603,-0.0215514254438246,0.000316687225618565
2011-10-21,4.3917769542,4.463583434,4.4890631526,4.3848279401,0.0236293482639822,0.000199074307025589
2011-10-24,4.4936958287,4.5817166748,4.6071963935,4.4566344198,0.0261218437555601,0.000398163511343876
2011-10-25,4.5516042801,4.6164617457,4.6627885068,4.5261245615,0.00755480804308154,0.000319167168329085
2011-10-26,4.6674211829,4.6512068165,4.6905845635,4.6002473793,0.0074981605900764,0.000136403590725804
2011-10-27,4.7878707618,4.8504118893,4.919902031,4.7600747052,0.0419369106151044,0.000393375146718871
2011-10-28,4.8295648468,4.9986575249,4.9986575249,4.8133504805,0.0301057543905785,0.000514690192209853
2011-10-31,5.0148718913,4.9384327355,5.0913110472,4.9245347071,-0.0121213605208782,0.000400081479367043
2011-11-01,4.7253296343,4.8944223124,4.9222183691,4.7253296343,-0.00895176767683722,0.000601039463179937
2011-11-03,4.9940248488,5.0774130188,5.0889947091,4.9384327355,0.0367056304465925,0.000325305466563993
2011-11-04,5.0334025958,5.1191071038,5.1376378083,5.0287699197,0.00817814644225261,0.000165452104645316
2011-11-07,5.1075254136,5.2534547111,5.2766180917,5.0889947091,0.0259058703455425,0.000472773766091263
2011-11-08,5.2812507678,5.1909135836,5.3136795006,5.1700665411,-0.0119761910441928,0.000270759157605005
2011-11-09,5.0982600613,4.9708614683,5.1399541464,4.9662287921,-0.0433165506053729,0.00042639510087316
2011-11-10,5.0380352719,4.9824431585,5.0727803427,4.9824431585,0.00232720606097197,0.000116452160810395
2011-11-11,5.0704640047,5.0866783711,5.1306887941,5.0473006241,0.0207046733772375,9.68453717138707e-05
2011-11-14,5.1100546503,5.1240804179,5.154469581,5.056289208,0.00732604008303264,0.000133393488494019
2011-11-16,5.1334309296,5.1684953485,5.1942092557,5.0773278593,0.00863053278381158,0.000186823685146176
2011-11-17,5.1334309296,5.0305753008,5.1708329765,5.023562417,-0.0270472595670682,0.00030112297550777
2011-11-18,5.0726526035,5.0843407431,5.1123922783,5.0188871612,0.0106310222329936,0.000122897025244727
2011-11-21,5.0048613936,5.0960288828,5.1077170224,4.9814851143,0.00229621227225923,0.000225862698468842
2011-11-22,5.0820031152,5.0679773476,5.1381061855,5.0539515801,-0.00551979323648673,9.83617623703183e-05
2011-11-23,5.023562417,5.0422634404,5.0679773476,5.0118742774,-0.00508671616909982,4.46939240207395e-05
2011-11-24,5.0820031152,5.0656397197,5.0960288828,5.0329129287,0.00462535515142162,5.60190748269871e-05
2011-11-25,5.0212247891,4.9113562765,5.0609644639,4.9113562765,-0.0309303006832969,0.000324756577348825
2011-11-28,5.0282376729,5.0259000449,5.0679773476,4.9931732539,0.0230544202634402,7.97528066251416e-05
2011-11-29,5.0305753008,5.0048613936,5.1170675341,4.9838227422,-0.00419483252188676,0.000251076521651127
2011-11-30,5.0960288828,5.154469581,5.1942092557,5.0679773476,0.0294544992942539,0.000218311608134494
2011-12-01,5.2199231629,5.2643380936,5.2666757215,5.1731706044,0.0210912013765671,0.000115739155951816
2011-12-02,5.2877143729,5.2666757215,5.3134282801,5.2245984188,0.00044395116736857,0.000102516670108994
2011-12-05,5.315765908,5.3695313503,5.4045957693,5.2923896287,0.019341262251927,0.000158751135746731
2011-12-06,5.3344669314,5.4513483278,5.4606988395,5.3344669314,0.0151223447858368,0.000197284875719616
2011-12-07,5.4560235837,5.444335444,5.4864127467,5.378881862,-0.0012872775890508,0.000141314368781981
2011-12-08,5.4583612116,5.2643380936,5.4817374909,5.2292736747,-0.0336202806160817,0.00080181240749136
2011-12-09,5.3087530242,5.38121949,5.411608653,5.283039117,0.0219596000233033,0.00020852569043448
2011-12-12,5.3204411639,5.2409618143,5.3414798152,5.184858744,-0.026409985654812,0.000319436364060355
2011-12-13,5.2807014891,5.2409618143,5.3297916756,5.2292736747,0,0.000130748738681513
2011-12-14,5.2245984188,5.1007041386,5.2479746981,5.1007041386,-0.0271264372444582,0.000292210107520286
2011-12-15,5.154469581,5.0282376729,5.2129102792,5.0188871612,-0.0143090371125989,0.00051889771412727
2011-12-16,5.0492763242,4.9791474864,5.0749902314,4.9791474864,-0.0098108705671163,0.000131108146579552
2011-12-19,4.9955108819,4.9370701837,5.0539515801,4.9370701837,-0.00848661387691919,0.000197462730850793
2011-12-20,5.0025237657,5.1661577206,5.1661577206,4.9814851143,0.045357149679249,0.000477908827361638
2011-12-21,5.119405162,5.1240804179,5.1404438134,5.0305753008,-0.00817814644355685,0.000168354943689692
2011-12-22,5.1614824647,5.1778458602,5.2129102792,5.1240804179,0.0104380344033913,0.000106543175699844
2011-12-23,5.2058973954,5.1942092557,5.2339489305,5.1825211161,0.00315528772130404,3.51671030119902e-05
2011-12-26,5.2129102792,5.1825211161,5.2222607909,5.1825211161,-0.00225276057568274,2.10456051116901e-05
2011-12-27,5.1825211161,5.1895339999,5.217585535,5.1755082323,0.00135226525316874,2.36475078399736e-05
2011-12-28,5.1988845116,5.0095366494,5.1988845116,5.0071990215,-0.0353004794033316,0.000509022437928319
2011-12-29,5.0469386963,5.023562417,5.0469386963,4.9090186485,0.00279590117547277,0.000276897381970164
2012-01-02,5.0282376729,5.0796654873,5.1708329765,4.9697969747,0.0111060836200293,0.000567160735773568
2012-01-03,5.1504457774,5.2872876716,5.2872876716,5.1457270914,0.040059976429141,0.000265639632713391
2012-01-04,5.2330227825,5.3250371597,5.3273965027,5.1858359225,0.00711430302385727,0.00026160086325507
2012-01-05,5.2825689856,5.2636942416,5.3344745317,5.2259447535,-0.0115865823849611,0.000152384441465137
2012-01-06,5.3014437296,5.2684129276,5.3273965027,5.2495381836,0.000896057406162027,7.81772932382461e-05
2012-01-09,5.2943657006,5.3391932177,5.3391932177,5.2566162126,0.0133453937904691,8.76278392043893e-05
2012-01-10,5.4123328508,5.4028954788,5.4312075948,5.3769427058,0.0118604509140446,3.63677911629178e-05
2012-01-11,5.4005361358,5.4052548218,5.4264889088,5.3439119037,0.000436585904499325,8.48098086842057e-05
2012-01-12,5.4241295658,5.4453636529,5.4901911699,5.3745833628,0.00739294518086733,0.000163357926458572
2012-01-13,5.4146921938,5.4382856239,5.4500823389,5.3910987638,-0.00130067219511421,4.27063146424782e-05
2012-01-16,5.4382856239,5.5798462041,5.5916429191,5.4312075948,0.0256973454896086,0.000305666635421713
2012-01-17,5.6553451802,5.6152363491,5.6930946683,5.5916429191,0.00632246572920835,0.00011660954216158
2012-01-18,5.6199550352,5.7497189004,5.7709529874,5.6199550352,0.0236672869739578,0.000253542544396244
2012-01-19,5.7567969294,5.7119694123,5.7898277314,5.7119694123,-0.00658709669385028,6.61098916799546e-05
2012-01-20,5.6860166393,5.7143287553,5.7143287553,5.6341110932,0.000412967174306865,7.20869559381162e-05
2012-01-23,5.6836572963,5.9290289687,6.0139653168,5.6718605812,0.036883613439085,0.00123714931006672
2012-01-24,5.9101542246,5.9927312298,6.0823862639,5.8865607946,0.0106868224682863,0.000386258910490972
2012-01-26,6.0705895489,5.8794827656,6.108339037,5.8794827656,-0.0190784801077564,0.000525926622273036
2012-01-27,5.9172322536,5.8204991905,5.9337476547,5.8087024755,-0.0100827633786213,0.000163615269173441
2012-01-30,5.7638749584,5.7969057604,5.8110618185,5.7450002144,-0.00406174401878527,4.71479160795352e-05
2012-01-31,5.8393739345,5.7969057604,5.8842014516,5.7402815283,0,0.000221163506925987
2012-02-01,5.8275772195,5.8865607946,5.9384663407,5.8110618185,0.0153476356737188,0.00016964357549393
2012-02-02,5.8700453936,5.7874683884,5.9502630557,5.7685936444,-0.0169769639337643,0.000346766597271506
2012-02-03,5.7733123304,5.8063431325,5.8818421086,5.7497189004,0.00325600614450949,0.000186163319232431
2012-02-06,5.7780310164,5.8653267076,5.8653267076,5.7567969294,0.0101072216801963,0.000125813323835106
2012-02-07,5.8322959055,6.0399180898,6.0493554619,5.8322959055,0.0293322653887526,0.000481587705960175
2012-02-08,6.0517148049,5.9998092588,6.105979694,5.9691377997,-0.00666277204064173,0.000185296471294325
2012-02-09,6.0116059738,6.0163246598,6.0729488919,5.9384663407,0.00274887272586847,0.000180864924831666
2012-02-10,5.7190474413,5.544456059,5.7921870744,5.544456059,-0.0816780310199256,0.000689135524306076
2012-02-13,5.6152363491,5.7473595574,5.7898277314,5.5727681751,0.0359420217038735,0.000526602492093506
2012-02-14,5.7473595574,5.4760351119,5.7473595574,5.4500823389,-0.0483592225656208,0.00101733572041234
2012-02-15,5.542096716,5.4500823389,5.5656901461,5.3580679617,-0.00475060275085846,0.000521293739595557
2012-02-16,5.4146921938,5.6341110932,5.6459078082,5.3863800778,0.0332086709965612,0.00079867698044638
2012-02-17,5.6860166393,5.6742199242,5.6978133543,5.5798462041,0.00709370801582656,0.000157866665353852
2012-02-22,5.6435484652,5.6364704362,5.6930946683,5.6010802911,-0.00667503520319319,9.57626413759417e-05
2012-02-23,5.5869242331,5.6435484652,5.6836572963,5.5845648901,0.00125496774266583,0.000111574994743504
2012-02-24,5.6978133543,5.7756716734,5.8016244465,5.6883759823,0.0231415285590306,0.000140161010270084
2012-02-27,5.8157805045,5.7450002144,5.8794827656,5.7308441563,-0.00532460810683751,0.000236481060826234
2012-02-28,5.7827497024,5.7402815283,5.8252178765,5.7402815283,-0.000821692749243409,7.7812352045158e-05
2012-02-29,5.7803903594,5.7355628423,5.8134211615,5.7190474413,-0.00082236846606627,9.66165480754876e-05
2012-03-01,5.7827497024,5.8700453936,5.8700453936,5.7709529874,0.0231764795569059,0.000104543204913431
2012-03-02,5.8842014516,5.9691377997,5.9691377997,5.8653267076,0.0167401278520996,0.000111016393541187
2012-03-05,5.9337476547,5.8016244465,5.9549817417,5.7685936444,-0.0284645394929263,0.000364723644482938
2012-03-06,5.6860166393,5.6034396341,5.6930946683,5.5656901461,-0.0347573257609209,0.000184755878482828
2012-03-07,5.6742199242,5.6577045232,5.6978133543,5.6057989771,0.00963761912081657,9.56027968440369e-05
2012-03-08,5.7615156154,5.6836572963,5.7685936444,5.6411891222,0.00457666703758107,0.000179897685617868
2012-03-09,5.6860166393,5.5940022621,5.7214067843,5.5940022621,-0.0158999165589939,0.00018291124948506
2012-03-12,5.5562527741,5.527940658,5.6057989771,5.511425257,-0.0118796475562594,0.000103969228770185
2012-03-13,5.5798462041,5.7638749584,5.7638749584,5.539737373,0.0417946327526994,0.000567392074994167
2012-03-14,5.7567969294,5.8582486785,5.9172322536,5.7284848133,0.0162407142412238,0.000379035837124008
2012-03-15,5.8228585335,5.7143287553,5.8959981666,5.7025320403,-0.0248738613892863,0.00040147551213447
2012-03-16,5.7214067843,5.7450002144,5.7685936444,5.5727681751,0.00535311141237023,0.000430198417455745
2012-03-19,5.7261254703,5.7827497024,5.8204991905,5.6671418952,0.00654934800074142,0.000257142171028
2012-03-20,5.6932768104,5.7549282877,5.7644131303,5.6837919677,-0.00482271539346883,7.15504234869001e-05
2012-03-21,5.7407010237,5.716988917,5.7857540263,5.7075040744,-0.00661432755160688,6.68759245553435e-05
2012-03-22,5.688534389,5.6434813863,5.702761653,5.6197692797,-0.0129411115223166,7.75138719751131e-05
2012-03-23,5.674307125,5.6197692797,5.7146177063,5.6126556477,-0.00421053252475492,0.000116902669204374
2012-03-26,5.6766783357,5.7407010237,5.7572994983,5.6577086503,0.0212907228100062,0.000109820391355192
2012-03-27,5.7407010237,5.6434813863,5.759670709,5.6434813863,-0.0170801902852513,0.000149791512351469
2012-03-28,5.6411101757,5.546261749,5.6434813863,5.503579957,-0.0173770000764702,0.000227270814429932
2012-03-29,5.503579957,5.5296632744,5.5486329597,5.4371860584,-0.00299721910192031,0.000148482561816564
2012-03-30,5.5723450664,5.5367769064,5.581829909,5.4798678504,0.00128562263267678,0.000122583707940671
2012-04-02,5.5201784317,5.5083223784,5.596057173,5.4585269544,-0.00515243733283733,0.000223321637371713
2012-04-03,5.5059511677,5.347080053,5.524920853,5.339966421,-0.0297094808475581,0.000418155185866506
2012-04-04,5.2783149437,5.1597544104,5.3020270504,5.1597544104,-0.0356616439502882,0.000266845314945628
2012-04-05,5.1739816744,5.2166634664,5.2593452584,5.1360423037,0.0109690313711379,0.000202992911287493
2012-04-09,5.1597544104,5.119443829,5.1858377277,5.1004741437,-0.0188122088455929,9.93620139361338e-05
2012-04-10,5.0981029331,5.0245954024,5.147898357,4.9819136104,-0.0187008722344692,0.000387423425285623
2012-04-11,5.0862468797,5.0625347731,5.119443829,5.0435650877,0.00752236740140805,8.04241170629419e-05
2012-04-12,5.1004741437,5.219034677,5.2356331517,5.069648405,0.030445155845958,0.000374340051489614
2012-04-13,5.1882089384,5.1384135144,5.2285195197,5.1099589864,-0.0155680799781305,0.000189749066429224
2012-04-16,5.176352885,5.1004741437,5.2000649917,5.0625347731,-0.0074108722755504,0.000259124228525282
2012-04-17,5.1644968317,5.1170726184,5.1644968317,5.069648405,0.00324901655705486,0.00012392431283556
2012-04-18,5.1099589864,5.1597544104,5.183466517,5.0435650877,0.00830646215818438,0.000270006258037123
2012-04-19,5.1289286717,5.0862468797,5.1929513597,5.0862468797,-0.0143487766210164,0.000155472135299877
2012-04-20,5.126557461,5.0886180904,5.1668680424,5.0886180904,0.000466091835104466,8.39937654860636e-05
2012-04-23,5.0293378237,5.0459362984,5.0506787197,4.9913984531,-0.008423072729552,5.02756640571611e-05
2012-04-24,5.0577923517,5.0364514557,5.0720196157,5.0056257171,-0.00188146810642355,6.2621765556081e-05
2012-04-25,5.069648405,5.0103681384,5.0957317224,4.9344893971,-0.00519236473943006,0.000372894914039037
2012-04-26,4.9558302931,5.0364514557,5.0577923517,4.9392318184,0.00519236473943013,0.000202933650480287
2012-04-27,5.0625347731,4.962943925,5.0625347731,4.9487166611,-0.0147026599234284,0.000186491044320243
2012-04-30,4.9724287677,5.0483075091,5.0483075091,4.9510878717,0.0170539424684239,0.000136383685051221
2012-05-02,5.0411938771,5.2166634664,5.2308907304,5.0293378237,0.0328049744480297,0.000556865542471717
2012-05-03,5.2142922557,5.0743908264,5.275943733,5.0577923517,-0.0276515313319432,0.000643138928465913
2012-05-04,5.0411938771,4.8562394451,5.0672771944,4.7898455464,-0.0439421218519955,0.00114344596268804
2012-05-07,4.8491258131,4.8799515517,4.9131485011,4.7661334397,0.00487093022116865,0.000332873112783401
2012-05-08,4.8372697597,4.8040728104,4.8586106557,4.7447925437,-0.0156712315793985,0.000202669146703605
2012-05-09,4.7542773864,4.7803607037,4.8017015997,4.6902546984,-0.00494805562461775,0.000198901926732157
2012-05-10,4.8135576531,4.7234516477,4.8609818664,4.7234516477,-0.0119761910474718,0.000297096495126523
2012-05-11,4.6736562237,4.6309744317,4.7542773864,4.6309744317,-0.0197725072691329,0.000249046031069584
2012-05-14,4.5710808152,4.5279574113,4.6118084744,4.5279574113,-0.0224963711398015,0.000121435569072795
2012-05-15,4.5519148579,4.4297318801,4.6165999638,4.4297318801,-0.0219318766790689,0.000615776823894664
2012-05-16,4.6165999638,4.6213914531,4.6956595376,4.5399361346,0.0423567815266792,0.000410236984249119
2012-05-17,4.657327623,4.4153574122,4.657327623,4.4153574122,-0.0456070552276286,0.00102667427846328
2012-05-18,4.4560850714,4.5686850705,4.6022254958,4.4153574122,0.0341366479146934,0.000619710521652341
2012-05-21,4.5974340065,4.8873191106,4.8873191106,4.5854552832,0.0674184812479503,0.00146600832913799
2012-05-22,4.8681531533,4.7220127289,4.9112765572,4.7196169842,-0.0344087796893413,0.000571501124144294
2012-05-23,4.7100340056,4.6070169851,4.7411786862,4.5279574113,-0.0246545615686321,0.000763678095206288
2012-05-24,4.6333701764,4.480042518,4.686076559,4.4465020928,-0.027948035742817,0.000993271694292461
2012-05-25,4.4848340074,4.4656680501,4.5758723045,4.4393148588,-0.0032137145869298,0.000331071846910016
