"Date","Parkinson","Sigma2_ARFIMA"
2017-09-22,0.00020252314401535,0.000193751583548188
2017-09-25,9.73013668744959e-05,0.000167701492097524
2017-09-26,0.000168518954039443,0.00015152518250089
2017-09-27,0.000564937657229021,0.000138399082292457
2017-09-28,0.000119859436724993,0.000181941409039624
2017-09-29,7.35138866938976e-05,0.000166511872415137
2017-10-02,0.000179766453891087,0.000152230576097859
2017-10-03,0.000307702371959568,0.000147285782498032
2017-10-04,0.000121589391003119,0.000153395940786856
2017-10-05,9.54831759672307e-05,0.000139769069772455
2017-10-06,7.7853779442625e-05,0.000126784838738082
2017-10-09,0.000131030952122523,0.000121670558770279
2017-10-10,4.50834199553632e-05,0.000113499372229753
2017-10-11,7.98517282365588e-05,0.000101011339642092
2017-10-13,7.29283314288656e-05,9.86949633867793e-05
2017-10-16,9.37154762464686e-05,9.00885705088973e-05
2017-10-17,3.11334474263617e-05,9.29129234859473e-05
2017-10-18,3.09033239745997e-05,8.32748805246036e-05
2017-10-19,9.48884258535479e-05,7.73784854835624e-05
2017-10-20,6.5866460507638e-05,8.13422084672163e-05
2017-10-23,3.9693764288275e-05,7.88394066443965e-05
2017-10-24,0.000156170721870983,7.13113896722133e-05
2017-10-25,0.00010274447022035,8.28405532867813e-05
2017-10-26,6.78045393697146e-05,8.14590418964845e-05
2017-10-27,0.000245379895744325,7.53946590356067e-05
2017-10-30,0.000232007716471726,9.35644544328442e-05
2017-10-31,6.73220741628545e-05,0.000108957409478813
2017-11-01,6.04763104631509e-05,9.31781373131484e-05
2017-11-03,0.00013842934890563,8.53461192142581e-05
2017-11-06,0.000257703422562469,9.23828530266268e-05
2017-11-07,0.000910075991728243,0.000104888173883586
2017-11-08,0.000249504330902162,0.000207898146377112
2017-11-09,6.16316855805357e-05,0.000187387915307845
2017-11-10,0.000116958161964345,0.000145773031780584
2017-11-13,0.000189474475143615,0.000129670074240704
2017-11-14,0.00219585769644929,0.000125273392379531
2017-11-16,0.000455480278762831,0.000395192763606064
2017-11-17,0.000135996390365715,0.000328384230825678
2017-11-21,0.000295200685815841,0.00025710410519935
2017-11-22,0.000133974668456481,0.000232035556314311
2017-11-23,0.000142492284179926,0.000196833540433016
2017-11-24,0.000149580291026785,0.000180135782849314
2017-11-27,8.21787014624408e-05,0.000162387524924971
2017-11-28,7.52361280592122e-05,0.000190997024136017
2017-11-29,0.000532306546235137,0.000136655057236136
2017-11-30,0.000358318409278043,0.000196321366770629
2017-12-01,0.000389788983549984,0.000201999556816501
2017-12-04,0.000170682375360769,0.000201362124635982
2017-12-05,0.000575744803267168,0.000179886616315835
2017-12-06,0.000475792215045443,0.000220536919542299
2017-12-07,0.000272534263864142,0.000234970851254937
2017-12-08,0.00016318176087663,0.000230253730829813
2017-12-11,6.02845479715738e-05,0.000213421831609218
2017-12-12,0.000147400838877842,0.00018944114271782
2017-12-13,0.000494543061362973,0.000176521357131666
2017-12-14,0.000150923317256349,0.00018987884609274
2017-12-15,0.00013312849569442,0.000171143031929069
2017-12-18,6.21995458711494e-05,0.000160715985963644
2017-12-19,5.6691930579748e-05,0.000136635562580396
2017-12-20,2.62616255566993e-05,0.000125794214147112
2017-12-21,0.000482555734373989,0.000111297182830399
2017-12-22,5.78657907756577e-05,0.000160403154298399
2017-12-26,0.000129381644628304,0.000127078356115603
2017-12-27,3.57989768801642e-05,0.00013194384911202
2017-12-28,2.36180769979356e-05,0.000112355483241916
2018-01-02,0.000174444466259654,9.92473982820042e-05
2018-01-03,0.000161417080176566,0.000115003181561405
2018-01-04,0.000147911067801419,0.000118233234750363
2018-01-05,0.000108572432899343,0.000119361180981747
2018-01-08,0.000129780780984256,0.000113695238773046
2018-01-09,4.95708576022257e-05,9.69296541358547e-05
2018-01-10,9.88924738096495e-05,9.92667181714092e-05
2018-01-11,0.000261948391506566,9.99839580237426e-05
2018-01-12,0.00018512576190405,0.000120279390803575
2018-01-15,0.00010141209696043,0.000120271205384449
2018-01-16,0.000340742984708501,9.62690264879649e-05
2018-01-17,0.000333633654497981,0.000139708412450272
2018-01-18,0.000390770821818321,0.00015639078454852
2018-01-19,0.000165174056681448,0.000175330915020633
2018-01-22,0.000155869318929761,0.000158311288653154
2018-01-23,0.000229669308847077,0.000137536314103918
2018-01-24,0.00145991938212495,0.000143226628151431
2018-01-26,0.000731775075724243,NA
2018-01-29,0.000211772990787908,0.000321182118179112
2018-01-30,0.000158399696129795,0.000260332897698971
2018-01-31,5.74720124830266e-05,0.000219311573825048
2018-02-01,0.000654591205098636,0.000178965824585277
2018-02-02,0.000289080636707429,0.000230244138320674
2018-02-05,0.000820263014264952,0.000216782746664527
2018-02-06,0.00181794525199204,0.000304430743129655
2018-02-07,0.000681328537992501,0.00045327287148316
2018-02-08,0.00085857671600026,0.000425257560553338
2018-02-09,0.000778068066932317,0.000424134383911118
2018-02-14,0.000157208154801478,0.000460129213846298
2018-02-15,0.000131812955199028,0.000409072721308035
2018-02-16,6.95408727591684e-05,0.000273015884335628
2018-02-19,0.000277631825760988,0.000224055122498926
2018-02-20,0.000873861262037361,0.000275474120613469
2018-02-21,0.000338537010381945,0.00031682317042036
2018-02-22,6.61215172972401e-05,0.000298980209641075
2018-02-23,0.000223720170800465,0.000233008720994595
2018-02-26,7.47417362690136e-05,0.000264356336440792
2018-02-27,0.000201181877019758,0.000195685136805117
2018-02-28,0.000272274435119994,0.00019142247829909
2018-03-01,0.000396655754300519,0.000207279790946483
2018-03-02,0.000817384615605091,NA
2018-03-05,0.000499651859395245,0.000289750268776734
2018-03-06,0.000432232993842973,0.000300386841826965
2018-03-07,0.000276537938098527,0.00028866821034943
2018-03-08,0.000242455340562747,0.000267002200421963
2018-03-09,0.000477463168640809,0.000246357090543865
2018-03-12,9.30796016123388e-05,0.000266318265140766
2018-03-13,0.00016711707807762,0.000225250504204673
2018-03-14,8.91298395638167e-05,0.000209781595445988
2018-03-15,0.000577497507147271,0.000190390292180576
2018-03-16,0.000203247387347775,0.000232882990586863
2018-03-19,0.000202357217238555,0.000214221977967519
2018-03-20,7.18199254504781e-05,0.000202884267960367
2018-03-21,0.000609960595040244,0.000177621712692667
2018-03-22,0.00016045419671745,0.000219917511052193
2018-03-23,0.000254866167485838,0.000196538339420512
2018-03-26,9.64060451338498e-05,0.000203544999925029
2018-03-27,0.000499192935971234,0.000179583117132989
2018-03-28,0.000141569538787496,0.000210506142715199
2018-03-29,8.58094397511793e-05,0.00019385868998304
2018-04-02,0.000385219143064434,0.000170176611694049
2018-04-03,0.000231409824513051,0.000195569755138044
2018-04-04,0.000209028951492189,0.000191097265771608
2018-04-05,7.23635172841376e-05,0.000184420735662482
2018-04-06,0.000164763932479294,0.000161422425897932
2018-04-09,0.000678446373571994,0.000154965421691326
2018-04-10,0.000454280119201771,0.000223605519795988
2018-04-11,0.000250844231589748,0.000234419896919987
2018-04-12,5.12578278791513e-05,0.000213589777246222
2018-04-13,0.000364231849278095,0.00017855410837176
2018-04-16,0.000337612786088398,0.000195997009637455
2018-04-17,0.000175571219656958,0.000192414884690733
2018-04-18,0.00024268001743547,0.000188861478631632
2018-04-19,0.000162183750474553,0.000180511599290878
2018-04-20,0.000229939541940656,0.000173596232907338
2018-04-23,0.000213229722261437,0.000173793921261283
2018-04-24,0.000207768031696018,0.000164296954921827
2018-04-25,0.000159138007924177,0.000169109359205148
2018-04-26,0.000315977458784633,0.000153136881155429
2018-04-27,5.06026240522593e-05,0.000175178262127914
2018-04-30,0.000105303625094976,0.000135723656043428
2018-05-02,0.000123259729581052,0.000138261763370135
2018-05-03,0.000325480529647692,0.000124953857483898
2018-05-04,9.79290473165926e-05,0.000158653779865586
2018-05-07,0.000320025637912451,0.000139789588028139
2018-05-08,0.000274567237611094,0.00014711169812228
2018-05-09,0.001562996461197,0.000146101682361067
2018-05-10,0.00134632145284767,0.000344830218068753
2018-05-11,0.000427125311119903,0.000431889477764788
2018-05-14,0.000236883274721613,0.000374218499369137
2018-05-15,0.000528226227945239,0.000322130725504062
2018-05-16,0.000232381038712779,0.000306462678259233
2018-05-17,0.00232649590094139,0.000293638779318991
2018-05-18,0.000808268924496114,0.00052081820023814
2018-05-21,0.00100229249454998,0.00045138962221498
2018-05-22,0.000767328432686149,0.000495421413188594
2018-05-23,0.000926796736475712,0.00047506651860284
2018-05-24,0.00107006926518509,0.000555012175774114
2018-05-25,0.00223455518747213,0.000513211566928518
2018-05-28,0.00581777578160732,0.000707626259354693
2018-05-29,0.00356601748875139,0.00133807982981899
2018-05-30,0.0033700487944969,0.00138721262953092
2018-06-01,0.0286399809390515,0.00155999139208374
2018-06-04,0.000417401229382922,0.00513502014516776
2018-06-05,0.00178747322975793,0.00313741995128215
2018-06-06,0.000893762093362993,0.00318199462000488
2018-06-07,0.00226045984268379,0.00195640449663157
2018-06-08,0.00188803556287048,0.00189425500119906
2018-06-11,0.000677173865616741,0.00181914662137856
2018-06-12,0.000292186103334702,0.00147393988349954
2018-06-13,0.000911635178897774,0.00151499318904581
2018-06-14,0.000385255640117009,0.00120965179595784
2018-06-15,0.000595354342336168,0.00149116223666086
2018-06-18,0.000254071275492008,0.000949313753083303
2018-06-19,0.00388656196623043,0.000907951616186013
2018-06-20,0.000640403681154061,0.00163371586210617
2018-06-21,0.00217730184469967,0.00129055908109672
2018-06-22,0.000687809842994485,0.00106144664261845
2018-06-25,0.00080811297231926,0.000958693628805148
2018-06-26,0.000501454763013812,0.000839795921518648
2018-06-27,0.00111916643675631,0.000958921808863502
2018-06-28,0.000708414102055657,0.000848185953348448
2018-06-29,0.000265357744388813,0.000781152274631212
2018-07-02,0.000410677768463981,0.000637673877632592
2018-07-03,0.000213488977284935,0.000579956625614217
2018-07-04,0.00165953012267674,0.00055960450910677
2018-07-05,0.00143702220362114,0.000694893249332729
2018-07-06,0.000218682827278936,0.000760060185206199
2018-07-10,0.000716653823107294,0.000673324969722531
2018-07-11,0.000701437274562581,0.000687347027676228
2018-07-12,0.000285586064242867,0.000643927711879752
2018-07-13,0.000178521686514663,0.000636907987346977
2018-07-16,0.000164574624170681,0.00057737503062314
2018-07-17,0.000526894269272064,0.00032542823725579
2018-07-18,0.000231188778685376,0.000532513838734707
2018-07-19,0.000481263238615989,0.000469085769136761
2018-07-20,0.000295849386885991,0.000344064632549263
2018-07-23,6.51870586866559e-05,0.000449113951875319
2018-07-24,0.00010743888467528,0.000415975182763785
2018-07-25,0.000139869215112013,0.00038520817110538
2018-07-26,0.000313954354505867,0.000216523699404678
2018-07-27,6.2954052052314e-05,0.000367240439966137
2018-07-30,0.000145732905327265,0.000350472879086634
2018-07-31,9.58502259727546e-05,0.000143321855801807
2018-08-01,0.000203759642522863,0.000316077825796213
2018-08-02,0.000599269475681639,0.000294317646122805
2018-08-03,0.000167915005198909,0.000358901489209431
2018-08-06,0.000192242714026782,0.000345599524998742
2018-08-07,0.000647091390179204,0.000325567681318818
2018-08-08,0.000767701190279955,0.000364105163279341
2018-08-09,0.000270759157379907,0.000266104363327053
2018-08-10,0.000576939714733867,0.00039461819407452
2018-08-13,0.000553682769212177,0.000407940033271865
2018-08-14,0.000302763241220096,0.000421768304553345
2018-08-15,0.000369965701259646,0.000275365996535356
2018-08-16,0.000334034846498032,0.000377702474794363
2018-08-17,0.000219911850563611,0.000366948517833284
2018-08-20,0.000189998021207371,0.000231193252504987
2018-08-21,0.000853835264210304,0.000317608414247478
2018-08-22,0.0005923939426525,0.000353894104781742
2018-08-23,0.000446088715528314,0.000410271926167964
2018-08-24,0.000164812102793915,0.00035224048227483
2018-08-27,0.000222292076093911,0.000308549409159
2018-08-28,0.000271341978110036,0.000237507343329993
2018-08-29,0.000748613558914937,0.000316501687860929
2018-08-30,0.000730695949087016,0.000310795241345361
2018-08-31,0.000265417939311123,0.000409150721984188
2018-09-03,0.000137580342360594,0.000308867746923464
2018-09-04,0.000327926642682755,0.000326568410443295
2018-09-05,0.000341889241393818,0.000321455578068337
2018-09-06,0.000299198605587844,0.000318662667495989
2018-09-10,0.000292186103330936,0.000309028962610827
2018-09-11,0.000219205235345238,0.000304613664608224
2018-09-12,0.000338639226416048,0.000289016329402463
2018-09-13,0.000263350306314873,0.000293761118523184
2018-09-14,0.000237155349728698,0.000287023578719374
2018-09-17,0.000734535942434782,0.00026055169522594
2018-09-18,0.000556489448985531,0.000338442370163278
2018-09-19,0.000352802701613079,0.000358379517959954
2018-09-20,0.000323037634135182,0.000257221467723313
2018-09-21,0.000109093971368302,0.000326357387458476
2018-09-24,0.000212986951291417,0.000284871080796415
2018-09-25,0.000352277807249725,0.000270191581001904
2018-09-26,9.68854594030521e-05,0.000280531648891951
2018-09-27,0.000804556682237018,0.000248253359805562
2018-09-28,0.000661842202756849,0.000327836608999001
2018-10-01,0.000254566044401563,0.000361334761939202
2018-10-02,0.000610757997586768,0.000325498247911834
2018-10-03,0.00232214928896909,0.000283985576271586
2018-10-04,0.00108730761904881,0.00060624977657163
2018-10-05,0.000536109349720393,0.000607982803754931
2018-10-08,0.000772855816139859,0.000538835167406147
2018-10-09,0.000263489901975474,0.000506904894410138
2018-10-10,0.000291757448266424,0.000412373622482514
2018-10-11,0.0015361335294397,0.000357599979012451
2018-10-15,0.000175583039567355,0.000500421177451294
2018-10-16,0.000211826457109377,0.000414023215364658
2018-10-17,7.06065549865832e-05,0.000347697315004378
2018-10-18,0.000218224599142686,0.000303160195784057
2018-10-19,0.000179360094629482,0.000286577146337194
2018-10-22,5.6207604683695e-05,0.000263910157972716
2018-10-23,0.00023688327491023,0.000234669124070252
2018-10-24,0.00089283179419537,0.00023807783409201
2018-10-25,0.000475571383047599,0.000329765409012557
2018-10-26,0.00109558427958493,0.000333178985767998
2018-10-29,0.00370462002723544,0.000424511155745433
2018-10-30,0.00121679042469963,0.000702951875152072
2018-10-31,0.000494686589694622,0.000794160916340571
2018-11-01,0.000393151768788956,0.000651990349885732
2018-11-05,0.000262826417454911,0.000547486156719596
2018-11-06,0.000810189337273719,0.000455029175889505
2018-11-07,0.000959528790874437,0.000474549190282089
2018-11-08,0.00148511500230484,0.00050387493060627
2018-11-09,0.000614473911787929,0.000599364947132962
2018-11-12,0.00021836845834348,0.00053774054172317
2018-11-13,0.00111602643040683,0.000450339865007437
2018-11-14,0.000980908093666831,0.000511686450136005
2018-11-16,0.000416473207600663,0.000535557070333842
2018-11-19,0.000398964699416116,0.000469013017768929
2018-11-21,0.000125021470542635,0.000425692829363583
2018-11-22,4.77092043326082e-05,0.000358748881419465
2018-11-23,0.000377995788046779,0.000340088158567854
2018-11-26,0.000530195109045885,0.000305299102954204
2018-11-27,0.00118212964162354,0.00033191949814167
2018-11-28,0.000374197210493963,0.000404418008881481
2018-11-29,0.000218517107693091,0.000382237358722676
2018-11-30,0.000135138148356354,0.000339276303552515
2018-12-03,0.000280785797594793,0.00029647518732412
2018-12-04,0.000529754080368296,0.000294102175679585
2018-12-05,0.000333212318584012,0.000290908057142799
2018-12-06,0.000387472702232208,0.000310556796826835
2018-12-07,0.000602485540321322,0.00031210065839911
2018-12-10,0.00131683442999609,0.000342945472319081
2018-12-11,0.000649420058606065,0.000462961608856227
2018-12-12,0.000318707851008684,0.000408398998998543
2018-12-13,0.00016083325014945,0.000336660153961582
2018-12-14,9.2176905432155e-05,0.00033586386544077
2018-12-17,0.000150163355755752,0.000262864098912326
2018-12-18,0.000460140883623899,0.000251204502542963
2018-12-19,0.000695086338496092,0.000316010207314026
2018-12-20,0.000712023784456495,0.000337377982567243
2018-12-21,0.000411464487196295,0.000371999095787508
2018-12-26,0.00129303678084221,0.000353306908713532
2018-12-27,0.000377809962178921,0.00046525425579161
2018-12-28,0.000402431263872577,0.000343524245192192
2019-01-02,0.00246455868894703,0.000382318049827771
2019-01-03,0.00063514432997585,0.000644913441408618
2019-01-04,0.000130546954744539,0.000573883513468765
2019-01-07,0.000838336043210086,0.00045480430614704
2019-01-08,0.000242000033162342,0.000467098325327465
2019-01-09,6.88914861989496e-05,0.000388465164762222
2019-01-10,6.54495726742466e-05,0.000327877827145264
2019-01-11,7.06096066808958e-05,0.000278464231464225
2019-01-14,0.000107782166831636,0.000245363324555887
2019-01-15,0.000102538332490474,0.000250753942898522
2019-01-16,3.38330552170963e-05,0.000213166874344444
2019-01-17,0.000222029137151788,0.000193247485419987
2019-01-18,4.37611070718946e-05,0.000206021148143122
2019-01-21,0.000104067825385434,0.000147059676263599
2019-01-22,0.000130243622736566,0.000132467676218555
2019-01-23,8.10479581840328e-05,0.000183356464405233
2019-01-24,2.69943333541928e-05,0.000170457968323374
2019-01-28,0.00035635467651408,0.000163481657837089
2019-01-29,0.000113794322633048,0.000198798115268284
2019-01-30,0.00011555457751687,0.000184106484400116
2019-01-31,8.69681568463049e-05,0.000181653845792814
2019-02-01,0.000126707783227029,0.000168475333617326
2019-02-04,0.000145845643917605,0.000145241463285866
2019-02-05,4.50274666977044e-05,0.000171743816761308
2019-02-06,0.000149056207583832,8.38636150720942e-05
2019-02-07,0.000801077381154367,0.000163715881297017
2019-02-08,0.000174510366207457,0.000254728893643886
2019-02-11,0.000231747265622295,0.000232584454045557
2019-02-12,0.000212568446474337,0.000225888663998723
2019-02-13,6.89898274048538e-05,0.000218248777544855
2019-02-14,0.000464497126927833,0.000189901145680998
2019-02-15,4.80257199621808e-05,0.000226600005166819
2019-02-18,7.36093935288254e-05,0.000192221604050513
2019-02-19,0.000153794956897588,0.000124596817423562
2019-02-20,0.000302843669485807,0.000169919826104408
2019-02-21,0.00021958800121118,0.000182818448389506
2019-02-22,0.000155926183945241,0.000181803824858276
2019-02-25,8.01695182106149e-05,0.000135176409554318
2019-02-26,0.000162497451986441,0.000159323198590536
2019-02-27,0.000191047378566566,0.000154004313102026
2019-02-28,0.000646101535658005,0.000116251550370608
2019-03-01,0.000191047378566566,0.000215941443254787
2019-03-06,4.28219259849909e-05,0.000160360989413262
2019-03-07,8.92500600370302e-05,0.000117570450530052
2019-03-08,0.000144442607327227,0.000160044301827559
2019-03-11,0.000284977503233152,0.000160262550017265
2019-03-12,0.00023861823445805,0.000174915175803408
2019-03-13,0.000173355913531752,0.000181858817120027
2019-03-14,3.85387594530103e-05,0.000170275084911306
2019-03-15,3.54324200498627e-05,0.000151090164224535
2019-03-18,0.000124520246068578,0.000122705862170535
2019-03-19,0.000346239629996337,0.000130810694889533
2019-03-20,0.00020658574191614,0.000155023011885364
2019-03-21,0.000491563821580916,0.00016857494526486
2019-03-22,0.000616842797160534,0.000152159186660083
2019-03-25,0.000288972508189421,0.000250188256600554
2019-03-26,0.000418063922499141,0.00023692110867527
2019-03-27,0.000353928831577312,0.000222643305456414
2019-03-28,0.000587563909080726,0.000194431275091537
2019-03-29,0.000284401553360989,0.000237976689774243
2019-04-01,0.000137741580843775,0.000202028914123482
2019-04-02,8.85611947601313e-05,0.000179074235615962
2019-04-03,0.000477029114392358,0.000160814908845016
2019-04-04,0.000559991535512783,0.000225697812011825
2019-04-05,0.000204626187301115,0.000243233206881004
2019-04-08,7.11831415899589e-05,0.000184090180673189
2019-04-09,0.000139780043749801,0.000165613997825371
2019-04-10,0.000264484409522444,0.000162969830903016
2019-04-11,0.000310613766065934,0.000176253262353832
2019-04-12,0.00102484010205414,0.000186727806733152
2019-04-15,0.000563360751437055,0.000335835752426647
2019-04-16,0.00106317203421867,0.000307706572351195
2019-04-17,0.000631038818344254,0.000350031354221078
2019-04-18,0.000194374805080431,0.000321979299925351
2019-04-22,0.00015378699770317,0.000305520817799403
2019-04-23,4.76524907051542e-05,0.000261278381700409
2019-04-24,0.00021975221765579,0.000209018390352186
2019-04-25,0.000191861141149236,0.000198394797862994
2019-04-26,0.00024193755984917,0.000206979116056325
2019-04-29,3.74459340450708e-05,0.000188549201170439
2019-04-30,0.000223468250436451,0.000156179793727708
2019-05-02,4.56373254072457e-05,0.000165014716457562
2019-05-03,2.40173426522817e-05,0.000144940370101605
2019-05-06,8.59171501177716e-05,0.000129771397867076
2019-05-07,0.00015102665205131,0.000119940971579691
2019-05-08,0.000695279702987321,0.000140092791895029
2019-05-09,0.000115016878267875,0.000252328950734852
2019-05-10,0.000126775101388505,0.000151200095767622
2019-05-13,0.000222950633273413,0.000138828157582161
2019-05-14,7.68095456429971e-05,0.0001410965521004
2019-05-15,2.87196164932459e-05,0.000126010065733263
2019-05-16,0.000351179335719421,0.000123165295433471
2019-05-17,0.000523238557686252,0.000170565590889668
2019-05-20,0.000444133930157656,0.000164718115459686
2019-05-21,0.000613144835076595,0.000216281150260985
2019-05-22,0.000136515691130296,0.000256559975520774
2019-05-23,8.72388855545364e-05,0.000217965011308074
2019-05-24,9.75649321209472e-05,0.00017597841642908
2019-05-27,7.10896247393326e-05,0.000137170548220923
2019-05-28,0.000231188778877661,0.000129082786872174
2019-05-29,0.000104126319287558,0.000155043575613671
2019-05-30,0.0003910223026012,0.000137115644653733
2019-05-31,0.000390191340749816,0.000171292549951367
2019-06-03,0.000117098701998531,0.000189924940651856
2019-06-04,6.07410072298698e-05,0.000169449294454264
2019-06-05,0.000286009285725835,0.000133561577558872
2019-06-06,0.000436025059248891,0.000141722105057206
2019-06-07,0.000107866996149273,0.00019126946238131
2019-06-10,6.92383525633185e-05,0.000169131995447159
2019-06-11,0.000166447167702662,0.000139151673146691
2019-06-12,0.000115016878151716,0.000128485169450531
2019-06-13,4.6729652702877e-05,0.00012352384593671
2019-06-14,6.02734154853166e-05,0.000104684961759237
2019-06-17,0.000107734241321408,9.40153252486024e-05
2019-06-18,3.50609453494071e-05,0.000110565028414494
2019-06-19,6.57463393261378e-05,0.000100599108369512
2019-06-21,8.79961894291314e-05,0.000100004028244347
2019-06-24,3.05513545756785e-05,9.92676943365274e-05
2019-06-25,0.000284583098136855,6.14817295295665e-05
2019-06-26,7.88778348113465e-05,0.000117403457427713
2019-06-27,0.000141332388251199,0.000109482491344836
2019-06-28,0.000120461022361442,0.000111826028970197
2019-07-01,0.000317949911726803,7.92471886481265e-05
2019-07-02,0.00018472795265248,0.000140439810756753
2019-07-03,4.73885558848266e-05,0.000134136098916772
2019-07-04,3.23581019299826e-05,0.000120844909466287
2019-07-05,0.000101957337540743,9.7161545777496e-05
2019-07-08,3.71748776036775e-05,8.60844141900921e-05
2019-07-10,4.10520323209533e-05,6.91104675996475e-05
2019-07-11,5.50319936094253e-05,6.79794984259143e-05
2019-07-12,4.81038240602423e-05,7.81850698396566e-05
2019-07-15,9.86812737120448e-05,NA
2019-07-16,0.000245798906901134,7.07916371240226e-05
2019-07-17,6.03972853647888e-05,0.000100179135170014
2019-07-18,6.82728595630018e-05,6.68669751059383e-05
2019-07-19,2.52571187290469e-05,6.7256664204643e-05
2019-07-22,7.22532574629602e-05,7.37041179187188e-05
2019-07-23,2.52020717140034e-05,7.88297669439011e-05
2019-07-24,5.52543088715204e-05,7.35333853909176e-05
2019-07-25,0.000232894832221305,6.88729445797357e-05
2019-07-26,0.000252644573892,9.40254662783696e-05
2019-07-29,0.000121065035979949,9.26194390499215e-05
2019-07-30,4.99782816461742e-05,7.63952387976885e-05
2019-07-31,0.000120512407816227,9.57606749531314e-05
2019-08-01,0.001057610587841,7.51585029935779e-05
2019-08-02,0.000189906136560311,0.000225931505714687
2019-08-05,0.000201249098803899,0.000191560128217291
2019-08-06,0.000156191964529512,0.000161003949182168
2019-08-07,0.000298779291262957,0.000118054778118595
2019-08-08,0.000127082226704946,0.000160046545127066
2019-08-09,0.000180223494106916,0.0001475913295949
2019-08-12,7.86715951916824e-05,0.000135775965008924
2019-08-13,0.000443096627927057,0.000115734406706459
2019-08-14,0.000206444545779453,0.000151167405593109
2019-08-15,0.000441966984037419,0.000136431530440464
2019-08-16,0.00047194390268502,0.000180846096681972
