"Date","Parkinson","Sigma2_FIGARCH"
2017-09-12,0.000144086930087961,0.000658532019817666
2017-09-13,0.00013563286275183,0.000622786173290785
2017-09-14,9.06365717124436e-05,0.000578358386887264
2017-09-15,5.13886475287002e-05,0.000531511129880598
2017-09-18,6.98998970407138e-05,0.000488470350903885
2017-09-19,9.95933101864666e-05,0.000451699677399816
2017-09-20,0.000988602347421785,0.000425355372960782
2017-09-21,0.000209440364544205,0.000538799894836874
2017-09-22,0.00020252314401535,0.0006051730230954
2017-09-25,9.73013668744959e-05,0.000592741143935794
2017-09-26,0.000168518954039443,0.000553493802673913
2017-09-27,0.000564937657229021,0.000528534510016909
2017-09-28,0.000119859436724993,0.000514810825299746
2017-09-29,7.35138866938976e-05,0.000489814504522683
2017-10-02,0.000179766453891087,0.00045929906562832
2017-10-03,0.000307702371959568,0.000431457942953856
2017-10-04,0.000121589391003119,0.000489847850273636
2017-10-05,9.54831759672307e-05,0.000530992628031516
2017-10-06,7.7853779442625e-05,0.000540659666308835
2017-10-09,0.000131030952122523,0.000527317107362397
2017-10-10,4.50834199553632e-05,0.000505274375163823
2017-10-11,7.98517282365588e-05,0.000493686420053619
2017-10-13,7.29283314288656e-05,0.000473079418822003
2017-10-16,9.37154762464686e-05,0.000446260606067802
2017-10-17,3.11334474263617e-05,0.000416380039835073
2017-10-18,3.09033239745997e-05,0.000390065814388479
2017-10-19,9.48884258535479e-05,0.000366202216460951
2017-10-20,6.5866460507638e-05,0.000345498147941577
2017-10-23,3.9693764288275e-05,0.000328607504319995
2017-10-24,0.000156170721870983,0.000313687406114108
2017-10-25,0.00010274447022035,0.000327956060837652
2017-10-26,6.78045393697146e-05,0.000338141158213347
2017-10-27,0.000245379895744325,0.000333280240510253
2017-10-30,0.000232007716471726,0.000342763454645983
2017-10-31,6.73220741628545e-05,0.000353394441599485
2017-11-01,6.04763104631509e-05,0.000347430782092763
2017-11-03,0.00013842934890563,0.000334712864721411
2017-11-06,0.000257703422562469,0.000317357871902554
2017-11-07,0.000910075991728243,0.000355397518928575
2017-11-08,0.000249504330902162,0.000568903925394431
2017-11-09,6.16316855805357e-05,0.000686163972125058
2017-11-10,0.000116958161964345,0.000701562192629009
2017-11-13,0.000189474475143615,0.000649780184277053
2017-11-14,0.00219585769644929,0.000583016348808617
2017-11-16,0.000455480278762831,0.000942192248524326
2017-11-17,0.000135996390365715,0.00110201649269449
2017-11-21,0.000295200685815841,0.00110614771517656
2017-11-22,0.000133974668456481,0.00100494892552258
2017-11-23,0.000142492284179926,0.000889958698680022
2017-11-24,0.000149580291026785,0.000777271761004733
2017-11-27,8.21787014624408e-05,0.00068201627754913
2017-11-28,7.52361280592122e-05,0.000618977163472915
2017-11-29,0.000532306546235137,0.000559325654918955
2017-11-30,0.000358318409278043,0.000587824584658684
2017-12-01,0.000389788983549984,0.00056690189457325
2017-12-04,0.000170682375360769,0.000552180981329814
2017-12-05,0.000575744803267168,0.00052035860895314
2017-12-06,0.000475792215045443,0.00049264028511268
2017-12-07,0.000272534263864142,0.000472800781951449
2017-12-08,0.00016318176087663,0.000465953633158337
2017-12-11,6.02845479715738e-05,0.000446122677792833
2017-12-12,0.000147400838877842,0.000421101558031963
2017-12-13,0.000494543061362973,0.00039810390914791
2017-12-14,0.000150923317256349,0.000405846801868603
2017-12-15,0.00013312849569442,0.000401393574610984
2017-12-18,6.21995458711494e-05,0.000386758197238867
2017-12-19,5.6691930579748e-05,0.000392583754439131
2017-12-20,2.62616255566993e-05,0.000379372323382778
2017-12-21,0.000482555734373989,0.00036413104403163
2017-12-22,5.78657907756577e-05,0.000467368534777617
2017-12-26,0.000129381644628304,0.000480381738486083
2017-12-27,3.57989768801642e-05,0.000482486234672161
2017-12-28,2.36180769979356e-05,0.000455091607045122
2018-01-02,0.000174444466259654,0.000421385667983616
2018-01-03,0.000161417080176566,0.000444039362078377
2018-01-04,0.000147911067801419,0.000434763292388192
2018-01-05,0.000108572432899343,0.000414741053558755
2018-01-08,0.000129780780984256,0.000388988870873626
2018-01-09,4.95708576022257e-05,0.000371325338557902
2018-01-10,9.88924738096495e-05,0.000349127225265416
2018-01-11,0.000261948391506566,0.00034343820720149
2018-01-12,0.00018512576190405,0.000381937183377129
2018-01-15,0.00010141209696043,0.000378605141708986
2018-01-16,0.000340742984708501,0.000365943117436444
2018-01-17,0.000333633654497981,0.000365519068501854
2018-01-18,0.000390770821818321,0.000467127059101123
2018-01-19,0.000165174056681448,0.000479402487549066
2018-01-22,0.000155869318929761,0.000464617283356744
2018-01-23,0.000229669308847077,0.000437692111324991
2018-01-24,0.00145991938212495,0.000409851459507349
2018-01-26,0.000731775075724243,0.000610844100769356
2018-01-29,0.000211772990787908,0.000702708300627522
2018-01-30,0.000158399696129795,0.000696341111019144
2018-01-31,5.74720124830266e-05,0.0006694366158777
2018-02-01,0.000654591205098636,0.000612311580226108
2018-02-02,0.000289080636707429,0.000676709153939107
2018-02-05,0.000820263014264952,0.000694581657018347
2018-02-06,0.00181794525199204,0.00083722703537783
2018-02-07,0.000681328537992501,0.000992785860278076
2018-02-08,0.00085857671600026,0.00101946189409142
2018-02-09,0.000778068066932317,0.000982844015811232
2018-02-14,0.000157208154801478,0.000901248324257861
2018-02-15,0.000131812955199028,0.000849058800904847
2018-02-16,6.95408727591684e-05,0.000759979868606537
2018-02-19,0.000277631825760988,0.00067706379045429
2018-02-20,0.000873861262037361,0.00068657314341518
2018-02-21,0.000338537010381945,0.000658338399416235
2018-02-22,6.61215172972401e-05,0.000619050613634984
2018-02-23,0.000223720170800465,0.000615156988130101
2018-02-26,7.47417362690136e-05,0.000593576467946272
2018-02-27,0.000201181877019758,0.00057946448399092
2018-02-28,0.000272274435119994,0.000537995825819553
2018-03-01,0.000396655754300519,0.000497143097534086
2018-03-02,0.000817384615605091,0.000490135066033303
2018-03-05,0.000499651859395245,0.00049526341595336
2018-03-06,0.000432232993842973,0.000530689400956954
2018-03-07,0.000276537938098527,0.000516806292134713
2018-03-08,0.000242455340562747,0.000499253076959237
2018-03-09,0.000477463168640809,0.000461613136218517
2018-03-12,9.30796016123388e-05,0.000505781833162588
2018-03-13,0.00016711707807762,0.000479327538129842
2018-03-14,8.91298395638167e-05,0.00046442552824953
2018-03-15,0.000577497507147271,0.000443340663332022
2018-03-16,0.000203247387347775,0.000606658465970064
2018-03-19,0.000202357217238555,0.000591126770981392
2018-03-20,7.18199254504781e-05,0.000622945126091587
2018-03-21,0.000609960595040244,0.000592012206647666
2018-03-22,0.00016045419671745,0.000673139929134088
2018-03-23,0.000254866167485838,0.000655679307828733
2018-03-26,9.64060451338498e-05,0.000623001822444967
2018-03-27,0.000499192935971234,0.000581376673362676
2018-03-28,0.000141569538787496,0.000581188878570137
2018-03-29,8.58094397511793e-05,0.000549384758535322
2018-04-02,0.000385219143064434,0.000519266685015037
2018-04-03,0.000231409824513051,0.000521995474294185
2018-04-04,0.000209028951492189,0.000494889716112468
2018-04-05,7.23635172841376e-05,0.000482493189083728
2018-04-06,0.000164763932479294,0.000549831160571251
2018-04-09,0.000678446373571994,0.000539444221743999
2018-04-10,0.000454280119201771,0.000610208803613533
2018-04-11,0.000250844231589748,0.000713125913756413
2018-04-12,5.12578278791513e-05,0.000724809433113693
2018-04-13,0.000364231849278095,0.000690757087209945
2018-04-16,0.000337612786088398,0.000666582855879972
2018-04-17,0.000175571219656958,0.000662454891867283
2018-04-18,0.00024268001743547,0.000643621091888509
2018-04-19,0.000162183750474553,0.00068860088952403
2018-04-20,0.000229939541940656,0.000677996552525315
2018-04-23,0.000213229722261437,0.000642460666984598
2018-04-24,0.000207768031696018,0.000589693987722535
2018-04-25,0.000159138007924177,0.000533486314317715
2018-04-26,0.000315977458784633,0.000546297337002777
2018-04-27,5.06026240522593e-05,0.000628374381250354
2018-04-30,0.000105303625094976,0.000625753250610635
2018-05-02,0.000123259729581052,0.000607587893649021
2018-05-03,0.000325480529647692,0.000577976589650859
2018-05-04,9.79290473165926e-05,0.000534348758703035
2018-05-07,0.000320025637912451,0.000494455326970916
2018-05-08,0.000274567237611094,0.000472138232393846
2018-05-09,0.001562996461197,0.000448335433387764
2018-05-10,0.00134632145284767,0.000831886913406318
2018-05-11,0.000427125311119903,0.000990894595057389
2018-05-14,0.000236883274721613,0.00102556456009769
2018-05-15,0.000528226227945239,0.00103566300284136
2018-05-16,0.000232381038712779,0.000973295918873048
2018-05-17,0.00232649590094139,0.00091438548496241
2018-05-18,0.000808268924496114,0.00102198199465861
2018-05-21,0.00100229249454998,0.000974097719651386
2018-05-22,0.000767328432686149,0.000963636560605122
2018-05-23,0.000926796736475712,0.000894587008781
2018-05-24,0.00107006926518509,0.00103278842013621
2018-05-25,0.00223455518747213,0.00250368556669078
2018-05-28,0.00581777578160732,0.00259403632457831
2018-05-29,0.00356601748875139,0.00456366601110762
2018-05-30,0.0033700487944969,0.00609378999508134
2018-06-01,0.0286399809390515,0.00612984351289526
2018-06-04,0.000417401229382922,0.00760437464082985
2018-06-05,0.00178747322975793,0.00778080500935668
2018-06-06,0.000893762093362993,0.00748310575300053
2018-06-07,0.00226045984268379,0.00662482760518236
2018-06-08,0.00188803556287048,0.00570650086341834
2018-06-11,0.000677173865616741,0.00484831272308883
2018-06-12,0.000292186103334702,0.00405794726501081
2018-06-13,0.000911635178897774,0.00339135632377659
2018-06-14,0.000385255640117009,0.00288639413231545
2018-06-15,0.000595354342336168,0.00245813463409517
2018-06-18,0.000254071275492008,0.00212772218677023
2018-06-19,0.00388656196623043,0.00194076449935166
2018-06-20,0.000640403681154061,0.00202414134514967
2018-06-21,0.00217730184469967,0.00211687459354538
2018-06-22,0.000687809842994485,0.00238140962082335
2018-06-25,0.00080811297231926,0.00234890520333222
2018-06-26,0.000501454763013812,0.00226992207996473
2018-06-27,0.00111916643675631,0.0020922451996578
2018-06-28,0.000708414102055657,0.00193834390429444
2018-06-29,0.000265357744388813,0.00175005724152601
2018-07-02,0.000410677768463981,0.0016462890001859
2018-07-03,0.000213488977284935,0.00152410048698914
2018-07-04,0.00165953012267674,0.00139173307390784
2018-07-05,0.00143702220362114,0.00144625720925961
2018-07-06,0.000218682827278936,0.00147149537471235
2018-07-10,0.000716653823107294,0.00141403985222702
2018-07-11,0.000701437274562581,0.00131096338762008
2018-07-12,0.000285586064242867,0.00121779311980233
2018-07-13,0.000178521686514663,0.0011768113992489
2018-07-16,0.000164574624170681,0.00110759546409002
2018-07-17,0.000526894269272064,0.00104106613520972
2018-07-18,0.000231188778685376,0.000993666057920782
2018-07-19,0.000481263238615989,0.000944284753311838
2018-07-20,0.000295849386885991,0.000906783646467261
2018-07-23,6.51870586866559e-05,0.00101350502902232
2018-07-24,0.00010743888467528,0.00100849076720489
2018-07-25,0.000139869215112013,0.00098859686257341
2018-07-26,0.000313954354505867,0.00093633373374652
2018-07-27,6.2954052052314e-05,0.000927867776716733
2018-07-30,0.000145732905327265,0.000899122536767848
2018-07-31,9.58502259727546e-05,0.000848408911381766
2018-08-01,0.000203759642522863,0.000789851281236556
2018-08-02,0.000599269475681639,0.000745806833180092
2018-08-03,0.000167915005198909,0.000724113737603952
2018-08-06,0.000192242714026782,0.000772435629924451
2018-08-07,0.000647091390179204,0.000755506333769748
2018-08-08,0.000767701190279955,0.000736861028739924
2018-08-09,0.000270759157379907,0.000757999151830955
2018-08-10,0.000576939714733867,0.000732113980173234
2018-08-13,0.000553682769212177,0.000802208527136978
2018-08-14,0.000302763241220096,0.000819361243904793
2018-08-15,0.000369965701259646,0.000784816627891431
2018-08-16,0.000334034846498032,0.000904230277259938
2018-08-17,0.000219911850563611,0.00089393236210626
2018-08-20,0.000189998021207371,0.000897619134943782
2018-08-21,0.000853835264210304,0.00083914819831231
2018-08-22,0.0005923939426525,0.00086282666918682
2018-08-23,0.000446088715528314,0.000909239660654826
2018-08-24,0.000164812102793915,0.000912176091562914
2018-08-27,0.000222292076093911,0.000883783205756204
2018-08-28,0.000271341978110036,0.000850307378177559
2018-08-29,0.000748613558914937,0.000813850533207679
2018-08-30,0.000730695949087016,0.000943358088833786
2018-08-31,0.000265417939311123,0.000988847964675643
2018-09-03,0.000137580342360594,0.000987897437573844
2018-09-04,0.000327926642682755,0.000928025767544719
2018-09-05,0.000341889241393818,0.000868996814075517
2018-09-06,0.000299198605587844,0.000788831882451526
2018-09-10,0.000292186103330936,0.000737197435317187
2018-09-11,0.000219205235345238,0.00069089905931093
2018-09-12,0.000338639226416048,0.000771941916590314
2018-09-13,0.000263350306314873,0.000800119793895137
2018-09-14,0.000237155349728698,0.000781916946396972
2018-09-17,0.000734535942434782,0.000727041131396725
2018-09-18,0.000556489448985531,0.00074248655552223
2018-09-19,0.000352802701613079,0.000844357122698264
2018-09-20,0.000323037634135182,0.00084259913064696
2018-09-21,0.000109093971368302,0.000797671897898048
2018-09-24,0.000212986951291417,0.000741156798176815
2018-09-25,0.000352277807249725,0.000678605453297409
2018-09-26,9.68854594030521e-05,0.000619745852633753
2018-09-27,0.000804556682237018,0.00056895752076054
2018-09-28,0.000661842202756849,0.000812825667504437
2018-10-01,0.000254566044401563,0.000859310019541737
2018-10-02,0.000610757997586768,0.00084814971594392
2018-10-03,0.00232214928896909,0.00128700113712778
2018-10-04,0.00108730761904881,0.00147942511013234
2018-10-05,0.000536109349720393,0.00145955676263591
2018-10-08,0.000772855816139859,0.00131752062473598
2018-10-09,0.000263489901975474,0.00196044915349597
2018-10-10,0.000291757448266424,0.00203113881540931
2018-10-11,0.0015361335294397,0.0019912362268564
2018-10-15,0.000175583039567355,0.00183142795426861
2018-10-16,0.000211826457109377,0.00162562595172931
2018-10-17,7.06065549865832e-05,0.00150630504063713
2018-10-18,0.000218224599142686,0.00134892025588644
2018-10-19,0.000179360094629482,0.00125543740813675
2018-10-22,5.6207604683695e-05,0.0011333595341434
2018-10-23,0.00023688327491023,0.00105217347210885
2018-10-24,0.00089283179419537,0.000966703690498881
2018-10-25,0.000475571383047599,0.000910434287643448
2018-10-26,0.00109558427958493,0.000881419252778068
2018-10-29,0.00370462002723544,0.000984582430728973
2018-10-30,0.00121679042469963,0.00111196188799454
2018-10-31,0.000494686589694622,0.00133817728569782
2018-11-01,0.000393151768788956,0.00133597603774736
2018-11-05,0.000262826417454911,0.00125228124943494
2018-11-06,0.000810189337273719,0.00118411710077794
2018-11-07,0.000959528790874437,0.00116196328830223
2018-11-08,0.00148511500230484,0.00115794327806346
2018-11-09,0.000614473911787929,0.00118061121403062
2018-11-12,0.00021836845834348,0.00110911166080399
2018-11-13,0.00111602643040683,0.00101692887946381
2018-11-14,0.000980908093666831,0.00105683888648682
2018-11-16,0.000416473207600663,0.00107981407857083
2018-11-19,0.000398964699416116,0.00108129299158958
2018-11-21,0.000125021470542635,0.00101781038992456
2018-11-22,4.77092043326082e-05,0.00100890643332279
2018-11-23,0.000377995788046779,0.000935462311357434
2018-11-26,0.000530195109045885,0.00093201414939293
2018-11-27,0.00118212964162354,0.00087114793701916
2018-11-28,0.000374197210493963,0.00098932634656814
2018-11-29,0.000218517107693091,0.000966331305174803
2018-11-30,0.000135138148356354,0.000923627948660258
2018-12-03,0.000280785797594793,0.000853761711638331
2018-12-04,0.000529754080368296,0.000799185225952417
2018-12-05,0.000333212318584012,0.000775494315663331
2018-12-06,0.000387472702232208,0.000730643501014662
2018-12-07,0.000602485540321322,0.000791514837112296
2018-12-10,0.00131683442999609,0.000769609442457464
2018-12-11,0.000649420058606065,0.000946111243272487
2018-12-12,0.000318707851008684,0.000957635993440283
2018-12-13,0.00016083325014945,0.000918097664062834
2018-12-14,9.2176905432155e-05,0.000837799593329438
2018-12-17,0.000150163355755752,0.000766839770017817
2018-12-18,0.000460140883623899,0.000701967298463572
2018-12-19,0.000695086338496092,0.000752266908188752
2018-12-20,0.000712023784456495,0.000738195830985598
2018-12-21,0.000411464487196295,0.000791343089354541
2018-12-26,0.00129303678084221,0.000765476048485104
2018-12-27,0.000377809962178921,0.000819992911633471
2018-12-28,0.000402431263872577,0.000792013675295752
2019-01-02,0.00246455868894703,0.000877946781058691
2019-01-03,0.00063514432997585,0.00109061112278686
2019-01-04,0.000130546954744539,0.00114750205874664
2019-01-07,0.000838336043210086,0.00110101065946873
2019-01-08,0.000242000033162342,0.00101190430224689
2019-01-09,6.88914861989496e-05,0.000905937033603279
2019-01-10,6.54495726742466e-05,0.000834988380794898
2019-01-11,7.06096066808958e-05,0.000763416865500415
2019-01-14,0.000107782166831636,0.000705201160687508
2019-01-15,0.000102538332490474,0.000649283951808897
2019-01-16,3.38330552170963e-05,0.000598948375914068
2019-01-17,0.000222029137151788,0.000553313760306499
2019-01-18,4.37611070718946e-05,0.000527144348427848
2019-01-21,0.000104067825385434,0.000505184721984066
2019-01-22,0.000130243622736566,0.000480525095128502
2019-01-23,8.10479581840328e-05,0.000477583116753061
2019-01-24,2.69943333541928e-05,0.000469959500547112
2019-01-28,0.00035635467651408,0.00045329194547556
2019-01-29,0.000113794322633048,0.000510693784791765
2019-01-30,0.00011555457751687,0.000552988055488369
2019-01-31,8.69681568463049e-05,0.000553189062659654
2019-02-01,0.000126707783227029,0.000527278062743231
2019-02-04,0.000145845643917605,0.000496241231174895
2019-02-05,4.50274666977044e-05,0.000467604561885527
2019-02-06,0.000149056207583832,0.000438571805008935
2019-02-07,0.000801077381154367,0.000454164411623682
2019-02-08,0.000174510366207457,0.000461605222555694
2019-02-11,0.000231747265622295,0.000447456282263739
2019-02-12,0.000212568446474337,0.000437598550991364
2019-02-13,6.89898274048538e-05,0.000506110179105627
2019-02-14,0.000464497126927833,0.000511891101532369
2019-02-15,4.80257199621808e-05,0.000581103231601957
2019-02-18,7.36093935288254e-05,0.000570464959641305
2019-02-19,0.000153794956897588,0.000544278592408411
2019-02-20,0.000302843669485807,0.000537860437047459
2019-02-21,0.00021958800121118,0.000518116268131887
2019-02-22,0.000155926183945241,0.000498512528757428
2019-02-25,8.01695182106149e-05,0.000475138976246248
2019-02-26,0.000162497451986441,0.000466291042836346
2019-02-27,0.000191047378566566,0.000443088214382335
2019-02-28,0.000646101535658005,0.00044143613071855
2019-03-01,0.000191047378566566,0.000420343455821824
2019-03-06,4.28219259849909e-05,0.000413219065876054
2019-03-07,8.92500600370302e-05,0.000392290414881592
2019-03-08,0.000144442607327227,0.000370217717502095
2019-03-11,0.000284977503233152,0.000349573921819253
2019-03-12,0.00023861823445805,0.000445844093009913
2019-03-13,0.000173355913531752,0.000461685975184818
2019-03-14,3.85387594530103e-05,0.000490504213680972
2019-03-15,3.54324200498627e-05,0.000472541047643077
2019-03-18,0.000124520246068578,0.000443286259064304
2019-03-19,0.000346239629996337,0.000428444716710234
2019-03-20,0.00020658574191614,0.000416102963302917
2019-03-21,0.000491563821580916,0.000399472109815001
2019-03-22,0.000616842797160534,0.000393813381467523
2019-03-25,0.000288972508189421,0.000599526730372055
2019-03-26,0.000418063922499141,0.000646979083147372
2019-03-27,0.000353928831577312,0.000797883008812625
2019-03-28,0.000587563909080726,0.000951486141664412
2019-03-29,0.000284401553360989,0.00100452413186196
2019-04-01,0.000137741580843775,0.0009534546714564
2019-04-02,8.85611947601313e-05,0.000858839225268401
2019-04-03,0.000477029114392358,0.000759260826855924
2019-04-04,0.000559991535512783,0.000716064401927533
2019-04-05,0.000204626187301115,0.000723116033504121
2019-04-08,7.11831415899589e-05,0.000698146494149354
2019-04-09,0.000139780043749801,0.000664926869625615
2019-04-10,0.000264484409522444,0.000611565272058416
2019-04-11,0.000310613766065934,0.000568611930550358
2019-04-12,0.00102484010205414,0.000573172215973482
2019-04-15,0.000563360751437055,0.000980476224087324
2019-04-16,0.00106317203421867,0.00108096618719507
2019-04-17,0.000631038818344254,0.00116301661442954
2019-04-18,0.000194374805080431,0.00109366637327049
2019-04-22,0.00015378699770317,0.00104392762281831
2019-04-23,4.76524907051542e-05,0.000950931557871433
2019-04-24,0.00021975221765579,0.000859519766153768
2019-04-25,0.000191861141149236,0.000765108699244537
2019-04-26,0.00024193755984917,0.000681199198049285
2019-04-29,3.74459340450708e-05,0.000633872090000693
2019-04-30,0.000223468250436451,0.000582184832894508
2019-05-02,4.56373254072457e-05,0.000543328729761562
2019-05-03,2.40173426522817e-05,0.00051523197135651
2019-05-06,8.59171501177716e-05,0.000483272239469172
2019-05-07,0.00015102665205131,0.000453287382457843
2019-05-08,0.000695279702987321,0.000439972026671519
2019-05-09,0.000115016878267875,0.000504721293816438
2019-05-10,0.000126775101388505,0.000542633199115057
2019-05-13,0.000222950633273413,0.00054691402347631
2019-05-14,7.68095456429971e-05,0.000581387344601034
2019-05-15,2.87196164932459e-05,0.000565412909679693
2019-05-16,0.000351179335719421,0.000539001912829497
2019-05-17,0.000523238557686252,0.000536245004471484
2019-05-20,0.000444133930157656,0.000545360970778638
2019-05-21,0.000613144835076595,0.000593964824499377
2019-05-22,0.000136515691130296,0.000671300473794229
2019-05-23,8.72388855545364e-05,0.0006768492603142
2019-05-24,9.75649321209472e-05,0.000665358332127357
2019-05-27,7.10896247393326e-05,0.000621807932695574
2019-05-28,0.000231188778877661,0.000571141344031007
2019-05-29,0.000104126319287558,0.000544658467459354
2019-05-30,0.0003910223026012,0.000515744024374386
2019-05-31,0.000390191340749816,0.000495720463583653
2019-06-03,0.000117098701998531,0.000502287679599895
2019-06-04,6.07410072298698e-05,0.000500419207284542
2019-06-05,0.000286009285725835,0.000484206736453946
2019-06-06,0.000436025059248891,0.00046840544883792
2019-06-07,0.000107866996149273,0.000455484549671623
2019-06-10,6.92383525633185e-05,0.000450841245228596
2019-06-11,0.000166447167702662,0.000432531893397754
2019-06-12,0.000115016878151716,0.000430153354791578
2019-06-13,4.6729652702877e-05,0.000420396014182153
2019-06-14,6.02734154853166e-05,0.00040979404757052
2019-06-17,0.000107734241321408,0.00039086715752514
2019-06-18,3.50609453494071e-05,0.00036842139521008
2019-06-19,6.57463393261378e-05,0.000353963373817994
2019-06-21,8.79961894291314e-05,0.000334071721986546
2019-06-24,3.05513545756785e-05,0.000362453660274546
2019-06-25,0.000284583098136855,0.000355314182645104
2019-06-26,7.88778348113465e-05,0.000398584392748555
2019-06-27,0.000141332388251199,0.000395361529644757
2019-06-28,0.000120461022361442,0.000404936621234974
2019-07-01,0.000317949911726803,0.000389756670905117
2019-07-02,0.00018472795265248,0.000372738241912222
2019-07-03,4.73885558848266e-05,0.000368052867496237
2019-07-04,3.23581019299826e-05,0.000357033354429507
2019-07-05,0.000101957337540743,0.000345509467289301
2019-07-08,3.71748776036775e-05,0.000327544466557614
2019-07-10,4.10520323209533e-05,0.000312402938265543
2019-07-11,5.50319936094253e-05,0.000307857469782766
2019-07-12,4.81038240602423e-05,0.00030220618006262
2019-07-15,9.86812737120448e-05,0.000290970438573254
2019-07-16,0.000245798906901134,0.000290314629115799
2019-07-17,6.03972853647888e-05,0.000292068577615255
2019-07-18,6.82728595630018e-05,0.000285493258858893
2019-07-19,2.52571187290469e-05,0.000279061927142759
2019-07-22,7.22532574629602e-05,0.000267525264253145
2019-07-23,2.52020717140034e-05,0.00025305499069165
2019-07-24,5.52543088715204e-05,0.000238553354737044
2019-07-25,0.000232894832221305,0.000229097840696615
2019-07-26,0.000252644573892,0.00024244462419468
2019-07-29,0.000121065035979949,0.000301549274889481
2019-07-30,4.99782816461742e-05,0.000313071213681429
2019-07-31,0.000120512407816227,0.000318143654655131
2019-08-01,0.001057610587841,0.00030815777382811
2019-08-02,0.000189906136560311,0.000317880490783828
2019-08-05,0.000201249098803899,0.000386055291055532
2019-08-06,0.000156191964529512,0.000494027143185284
2019-08-07,0.000298779291262957,0.000510014795258158
2019-08-08,0.000127082226704946,0.000515177365954248
2019-08-09,0.000180223494106916,0.00053935545362572
2019-08-12,7.86715951916824e-05,0.00050452120210206
2019-08-13,0.000443096627927057,0.000517102174888017
2019-08-14,0.000206444545779453,0.000490553359289691
2019-08-15,0.000441966984037419,0.000546104699041987
2019-08-16,0.00047194390268502,0.000576734793152759
2019-08-19,0.000260771801041677,0.000573277105367676
2019-08-20,0.000163764928686685,0.000546340039329322
2019-08-21,0.00187940571733233,0.000504128781291972
