"Date","Sigma2_GARCH","Sigma2_GAS","Sigma2_MSGARCH","Parkinson"
2011-08-23,0.0008302950808938,0.000735835403077953,0.000716864540530192,0.00056827480472673
2011-08-24,0.000822416911863026,0.000735166321067148,0.000736493176879103,0.000114902852838848
2011-08-25,0.000755496180735363,0.000611656659919575,0.000595697764116887,0.000233734657045571
2011-08-26,0.00072376443191258,0.000572529284637631,0.000563135784277152,0.000220355825839563
2011-08-29,0.000665701608158869,0.000479719950782221,0.000493624926595081,0.000183403104079756
2011-08-30,0.000692058998124809,0.000577883270810698,0.000571874819587033,0.000158467504044819
2011-08-31,0.000637562348022907,0.000484898293964044,0.000498208691985997,0.000163761818696579
2011-09-01,0.000601430027436991,0.000435772100909186,0.00047040335549245,6.8816502562494e-05
2011-09-02,0.000567475419753335,0.000393233075862841,0.000449847031507521,0.000462174089012363
2011-09-05,0.000617581417815933,0.000553858290957868,0.00055042508221214,5.64979028181377e-05
2011-09-06,0.00059423400270111,0.000515461720710257,0.000519011494627082,0.00065981124071116
2011-09-08,0.000592506144932991,0.000524454923086516,0.000527664478717926,8.06984236348736e-05
2011-09-09,0.000555096772402675,0.000456199919740817,0.00047809782811832,0.000245034426783664
2011-09-12,0.000568435242929981,0.000506159755920932,0.000510722522158913,0.000345625189432176
2011-09-13,0.000533639157286214,0.000441938800445743,0.000466727005898547,7.87736175312094e-05
2011-09-14,0.000493751687335685,0.00037327757625358,0.000428519603030811,0.000351590659654925
2011-09-15,0.000467007757982816,0.000335564322963107,0.000412404930231149,8.14828806093258e-05
2011-09-16,0.000433891084875882,0.00028668780826581,0.000392451400960123,6.23541229391163e-05
2011-09-19,0.000406156995496013,0.000250601377523142,0.000379583892289307,0.000213122225317803
2011-09-20,0.000383892621767765,0.000226333113954904,0.000371146214075899,0.00020783454001904
2011-09-21,0.000366579384253149,0.000213058799485273,0.000365479732956786,0.000216751921828107
2011-09-22,0.000343024114024351,0.000184765512249003,0.000353563551031723,0.000701163805319383
2011-09-23,0.000592319965978872,0.00121387575288447,0.000816968195545644,0.000355732504411011
2011-09-26,0.000573774017405879,0.00104179859668563,0.000742983116125733,0.000630561855235622
2011-09-27,0.000623873616834299,0.00104409536743917,0.000830310226571753,0.000309217194844279
2011-09-28,0.000586885529265231,0.000877925071010168,0.000721550216792306,0.000129660265136674
2011-09-29,0.000550778049443829,0.000741196632192381,0.000622498843489869,0.000117340217717253
2011-09-30,0.000509929795511017,0.000615462207260449,0.000529225143313041,0.000199074307025589
2011-10-03,0.000493523764039745,0.000557147126011105,0.000494413712676631,0.000447458784047564
2011-10-04,0.000578475656554466,0.000744695527084576,0.000648778189272709,0.000458879093100423
2011-10-05,0.000539805629995049,0.000627643661287135,0.000561064358997165,0.00052213133550102
2011-10-06,0.000529334058704192,0.000585543620818452,0.000535531733499589,0.000563740742936276
2011-10-07,0.000600199022380372,0.000733910766367539,0.000664177796137681,0.000768022152989726
2011-10-10,0.000631766714627426,0.000774462473628057,0.000716835197482121,0.000410981366113768
2011-10-11,0.000681778710869856,0.000850985130492716,0.000801488273964363,0.000440845999229553
2011-10-13,0.000643761885370108,0.000733312132338809,0.000716002285513407,0.000304957440306733
2011-10-14,0.000606665432367477,0.000634250519945326,0.000636616439841365,0.000144205157065094
2011-10-17,0.000575226680097545,0.000559200002073986,0.000574969955882427,0.00049999646667655
2011-10-18,0.000557959398306857,0.000523850053459403,0.00054347111169737,0.000262670026332272
2011-10-19,0.000521539750754106,0.000450947879845516,0.000488426664598022,0.000171172273843337
2011-10-20,0.000493922097945319,0.000403706642667441,0.000454435632815655,0.000316687225618565
2011-10-21,0.000498881863023054,0.000431333472557428,0.000463135146310752,0.000199074307025589
2011-10-24,0.00051443284150902,0.000475964817217356,0.000484989575156661,0.000398163511343876
2011-10-25,0.000539868725149646,0.000537412820403352,0.000521317701331181,0.000319167168329085
2011-10-26,0.000504950487283504,0.00046135977511807,0.000471829496441123,0.000136403590725804
2011-10-27,0.000473372064501741,0.000399676744760787,0.000435500245172052,0.000393375146718871
2011-10-28,0.000601525033236924,0.000750893106479959,0.00062555710969203,0.000514690192209853
2011-10-31,0.000639008569563971,0.000797660265770971,0.000684217367336732,0.000400081479367043
2011-11-01,0.000601434406384461,0.00068484435709047,0.000613817064847057,0.000601039463179937
2011-11-03,0.000561650330095279,0.000582979246883118,0.00054650459914933,0.000325305466563993
2011-11-04,0.000643478756892135,0.000767516326363912,0.000677136467418261,0.000165452104645316
2011-11-07,0.000599337425299136,0.000647577268025596,0.000599191328893591,0.000472773766091263
2011-11-08,0.000615423107357079,0.000669010596685492,0.000621934418648424,0.000270759157605005
2011-11-09,0.000579849621145757,0.000581690139523629,0.000563187022824074,0.00042639510087316
2011-11-10,0.000703454984613758,0.000888203301196839,0.000758518058652518,0.000116452160810395
2011-11-11,0.000647523630935566,0.000732169297069874,0.000662240107982126,9.68453717138707e-05
2011-11-14,0.000636567382503454,0.000687497454057211,0.000641079351350989,0.000133393488494019
2011-11-16,0.000591854599046109,0.000581275117352162,0.000570275702186403,0.000186823685146176
2011-11-17,0.000553486661504109,0.000499942121629383,0.000516770386806617,0.00030112297550777
2011-11-18,0.000576571233666673,0.000562832532840481,0.000548632279669806,0.000122897025244727
2011-11-21,0.000543314441401311,0.000492310994601679,0.00050464336244254,0.000225862698468842
2011-11-22,0.000503055226350594,0.000415146652843645,0.00045951672516842,9.83617623703183e-05
2011-11-23,0.000468588583553764,0.000356583098720927,0.000428143289254612,4.46939240207395e-05
2011-11-24,0.000437105216688275,0.000307913356883177,0.000404536606389321,5.60190748269871e-05
2011-11-25,0.000408846095902507,0.000267688893596379,0.000386739265264964,0.000324756577348825
2011-11-28,0.000466336900814627,0.000444011783011505,0.000444254405472461,7.97528066251416e-05
2011-11-29,0.00048260467143188,0.000480245510479141,0.000462510611091513,0.000251076521651127
2011-11-30,0.000449046404533544,0.000407220042989652,0.000425821818760389,0.000218311608134494
2011-12-01,0.000497905024064298,0.000526333577958276,0.000481944968440489,0.000115739155951816
2011-12-02,0.000503094727226509,0.000527549179104635,0.000486426792140078,0.000102516670108994
2011-12-05,0.000466209737428212,0.000442634129223883,0.000441458497310319,0.000158751135746731
2011-12-06,0.0004679764548603,0.000446577509537114,0.000443523983564963,0.000197284875719616
2011-12-07,0.000456120550325204,0.000420764735626037,0.0004307694735619,0.000141314368781981
2011-12-08,0.000423872106155872,0.000356144873703257,0.000399990851062311,0.00080181240749136
2011-12-09,0.000495517283585017,0.000548346029378892,0.000481179100241534,0.00020852569043448
2011-12-12,0.000504386860607898,0.000552546999889322,0.000490142826087902,0.000319436364060355
2011-12-13,0.000529221514032866,0.00059663066635791,0.000521142523074502,0.000130748738681513
2011-12-14,0.000489734289354463,0.000498279307544533,0.000466375209440475,0.000292210107520286
2011-12-15,0.000519449151961839,0.000562454734847014,0.000503407401646636,0.00051889771412727
2011-12-16,0.000498717342674912,0.00050759187124246,0.000474253177404122,0.000131108146579552
2011-12-19,0.000470411381053664,0.000443446006988133,0.000439885569602789,0.000197462730850793
2011-12-20,0.000442751099855433,0.000387090936616577,0.000411389012894769,0.000477908827361638
2011-12-21,0.000601225810139447,0.000831638690424964,0.000625340254262229,0.000168354943689692
2011-12-22,0.000560301611667805,0.000697621262174371,0.000558460893663283,0.000106543175699844
2011-12-23,0.00052825820176484,0.000599584044527499,0.000509657182355995,3.51671030119902e-05
2011-12-26,0.000489947816619144,0.000502632200568122,0.000459105978697174,2.10456051116901e-05
2011-12-27,0.000454641900843395,0.000423200571595095,0.000420239352183045,2.36475078399736e-05
2011-12-28,0.000422702652940497,0.000358318169724416,0.000391449645023834,0.000509022437928319
2011-12-29,0.000504889981418695,0.000579524252711524,0.000485862654190968,0.000276897381970164
2012-01-02,0.000468654083402392,0.000486080331628279,0.000439756281440259,0.000567160735773568
2012-01-03,0.000446933638956346,0.000432376080382193,0.000416178629528597,0.000265639632713391
2012-01-04,0.000563586185773391,0.000728167482372672,0.000570082522857114,0.00026160086325507
2012-01-05,0.000525732669844486,0.000613208261805801,0.000511207274033763,0.000152384441465137
2012-01-06,0.000498132788850585,0.000535347937923007,0.000472206156647217,7.81772932382461e-05
2012-01-09,0.00046181438581016,0.000449071752018355,0.000428577365146913,8.76278392043893e-05
2012-01-10,0.000445865442637802,0.00041294319365905,0.000412463762627102,3.63677911629178e-05
2012-01-11,0.000427994089315635,0.000376453887608021,0.000396168508776842,8.48098086842057e-05
2012-01-12,0.000398464737230442,0.000319797166813092,0.000371813775778894,0.000163357926458572
2012-01-13,0.000377169055900628,0.000283852509278824,0.000357529864843969,4.27063146424782e-05
2012-01-16,0.000352656867555055,0.00024382255758692,0.000342415259902287,0.000305666635421713
2012-01-17,0.000391917149525301,0.000355903811843778,0.000378685492369179,0.00011660954216158
2012-01-18,0.000369868423625785,0.000310660713347509,0.000358872293871619,0.000253542544396244
2012-01-19,0.000398222372013635,0.000382229404575678,0.000386721291802079,6.61098916799546e-05
2012-01-20,0.000375138840748787,0.000332044706236613,0.000363324944096029,7.20869559381162e-05
2012-01-23,0.000350783882125475,0.000283371522536439,0.000342873219033384,0.00123714931006672
2012-01-24,0.000454468334401966,0.000572619962072598,0.000460645441405642,0.000386258910490972
2012-01-26,0.000433283623629576,0.000500405401892087,0.00042684563852985,0.000525926622273036
2012-01-27,0.000435192962933055,0.000488230278482942,0.000425444438340695,0.000163615269173441
2012-01-30,0.000413585828923776,0.000428782708495967,0.000396367395943903,4.71479160795352e-05
2012-01-31,0.000386696101706034,0.000365217467442222,0.000366622861345893,0.000221163506925987
2012-02-01,0.000361170255793253,0.000310536633912301,0.000343624728796645,0.00016964357549393
2012-02-02,0.00036041323317951,0.000312049873630386,0.000344509919726687,0.000346766597271506
2012-02-03,0.000362694200071093,0.000321840653367921,0.000347584662023967,0.000186163319232431
2012-02-06,0.000340666339186693,0.000277072044260713,0.000328992896238982,0.000125813323835106
2012-02-07,0.000329501542940486,0.000257939869742539,0.000321496130541048,0.000481587705960175
2012-02-08,0.000389410607236575,0.00041728156413721,0.000383041292030706,0.000185296471294325
2012-02-09,0.00036727709588771,0.000360816334550219,0.000355168384615555,0.000180864924831666
2012-02-10,0.000344495014821634,0.000308480657876522,0.000331898910422953,0.000689135524306076
2012-02-13,0.000924691546371826,0.00279049867965856,0.000940140008686633,0.000526602492093506
2012-02-14,0.000965873750364576,0.00243064655519354,0.000951661882965671,0.00101733572041234
2012-02-15,0.00109338744050051,0.00234873765937401,0.0010296367371493,0.000521293739595557
2012-02-16,0.00100041907804655,0.00186930835411766,0.000935752623991676,0.00079867698044638
2012-02-17,0.0010168543872455,0.00169648384836522,0.000953843813103645,0.000157866665353852
2012-02-22,0.000934572274898539,0.00137284370500583,0.000857423712892525,9.57626413759417e-05
2012-02-23,0.000859050468397731,0.00111953511408006,0.00076156579010217,0.000111574994743504
2012-02-24,0.000787467988097872,0.000914066387060827,0.000669534284949702,0.000140161010270084
2012-02-27,0.000772649239872772,0.000851259447968212,0.000662009560216794,0.000236481060826234
2012-02-28,0.000711592612747476,0.000706485572231979,0.000589196345954545,7.7812352045158e-05
2012-02-29,0.000654255880457101,0.000586463246876527,0.000529061650227395,9.66165480754876e-05
2012-03-01,0.000602535752131549,0.000490169087021843,0.00048367330545346,0.000104543204913431
2012-03-02,0.000605981501553916,0.000517810400339849,0.000497845504396665,0.000111016393541187
2012-03-05,0.000585382009665393,0.000488103447472429,0.000485236685781605,0.000364723644482938
2012-03-06,0.000612411248712309,0.00057058393876175,0.0005238465533774,0.000184755878482828
2012-03-07,0.000672588249618269,0.000721059049507985,0.000608680228395424,9.56027968440369e-05
2012-03-08,0.000628040345713259,0.00061532487094464,0.000554712034455822,0.000179897685617868
2012-03-09,0.000581034315272812,0.00051735082973521,0.000504321519094025,0.00018291124948506
2012-03-12,0.000558547031459816,0.000480405788338013,0.000485698529941316,0.000103969228770185
2012-03-13,0.000528341128032184,0.000429712749103879,0.000461010350914814,0.000567392074994167
2012-03-14,0.000650018971574757,0.00076497404292534,0.000613689089949098,0.000379035837124008
2012-03-15,0.000623580893945823,0.000682074293304217,0.000579097337014388,0.00040147551213447
2012-03-16,0.000629667974940874,0.000682198090466699,0.000588797963012292,0.000430198417455745
2012-03-19,0.000583246833891872,0.00057240993527139,0.000531403728453145,0.000257142171028
2012-03-20,0.000542734153186092,0.000486922776004246,0.000488256123505103,7.15504234869001e-05
2012-03-21,0.000503764865743953,0.000413625395629907,0.000453066167074627,6.68759245553435e-05
2012-03-22,0.000470373826059792,0.000357722523803964,0.00042791100097371,7.75138719751131e-05
2012-03-23,0.000451139268095171,0.000335143900500029,0.000416670586610629,0.000116902669204374
2012-03-26,0.000420674367612145,0.00028887326153992,0.000397698345064317,0.000109820391355192
2012-03-27,0.000434208977403602,0.000341175639820271,0.0004124412438235,0.000149791512351469
2012-03-28,0.000429574754729627,0.000346072749121737,0.00041110154682192,0.000227270814429932
2012-03-29,0.000426307062615855,0.000352079024121262,0.000410335669861226,0.000148482561816564
2012-03-30,0.000397548392392301,0.000301235108519982,0.000388832153453491,0.000122583707940671
2012-04-02,0.000371182130305281,0.000258326470642027,0.000371911654984618,0.000223321637371713
2012-04-03,0.000349297861025155,0.000227083915750313,0.000359612434661756,0.000418155185866506
2012-04-04,0.000405963840807263,0.000397888385229845,0.000408184346365246,0.000266845314945628
2012-04-05,0.000492099295018539,0.000612567564660316,0.000505281833288178,0.000202992911287493
2012-04-09,0.000467799592044005,0.000533627134685264,0.00046863541593973,9.93620139361338e-05
2012-04-10,0.000465426092081377,0.000512807589841515,0.00046155796023562,0.000387423425285623
2012-04-11,0.000462911860825804,0.000495363076684759,0.000455065750745441,8.04241170629419e-05
2012-04-12,0.000435485823732091,0.000427293094575766,0.000422273511490586,0.000374340051489614
2012-04-13,0.000491120596805283,0.000555106963076993,0.000485849350494302,0.000189749066429224
2012-04-16,0.000476510864273701,0.000508730061630523,0.000463931776520231,0.000259124228525282
2012-04-17,0.000446759777973482,0.000436903629108007,0.000427651310116917,0.00012392431283556
2012-04-18,0.000416492569916509,0.000371178921501748,0.000396766148122478,0.000270006258037123
2012-04-19,0.000394785585212852,0.00032869254984024,0.00037821752198356,0.000155472135299877
2012-04-20,0.000386366702109972,0.000318937141284353,0.000372565812055841,8.39937654860636e-05
2012-04-23,0.000360919132050279,0.000272600545687979,0.000353792718502557,5.02756640571611e-05
2012-04-24,0.000343890345747312,0.000247089486426396,0.000343351262452012,6.2621765556081e-05
2012-04-25,0.00032277324568168,0.000213662028567706,0.000330790294661088,0.000372894914039037
2012-04-26,0.000305666252190277,0.000190018539249183,0.000321692251307021,0.000202933650480287
2012-04-27,0.000290820295844184,0.000170898007663899,0.000314126389332251,0.000186491044320243
2012-04-30,0.000293499780941125,0.000192255436726471,0.000317601342389011,0.000136383685051221
2012-05-02,0.000304491421312145,0.000228251517159584,0.000326197088984674,0.000556865542471717
2012-05-03,0.00038665352477021,0.0004594110884528,0.000410046108918002,0.000643138928465913
2012-05-04,0.000429049908855962,0.000538611192111585,0.000459603752860648,0.00114344596268804
2012-05-07,0.000572351957952959,0.000873943346820678,0.000664303458550509,0.000332873112783401
2012-05-08,0.000531070199958254,0.000724258831061496,0.000590528220563825,0.000202669146703605
2012-05-09,0.000512834109762898,0.000644404190721858,0.000551964531803568,0.000198901926732157
2012-05-10,0.000476897960691446,0.000540771121202896,0.000488877293584242,0.000297096495126523
2012-05-11,0.00045489399875358,0.000478826306112156,0.000451361997278107,0.000249046031069584
2012-05-14,0.000457097400341097,0.00047629719817801,0.000449835401504941,0.000121435569072795
2012-05-15,0.000469393228654264,0.000497391234688024,0.000462779831001596,0.000615776823894664
2012-05-16,0.000478237543802627,0.000509029633485946,0.000471181204876709,0.000410236984249119
2012-05-17,0.000609153526833198,0.000826786982011321,0.000665434030000169,0.00102667427846328
2012-05-18,0.000748266773713264,0.00110641397400293,0.000823484831433502,0.000619710521652341
2012-05-21,0.000795133135021321,0.00112392718031282,0.000855268494634171,0.00146600832913799
2012-05-22,0.00114640479252127,0.00192188752749827,0.00107779685367516,0.000571501124144294
2012-05-23,0.00115210241881575,0.00174756658697945,0.00106613295085282,0.000763678095206288
2012-05-24,0.00110544247005697,0.00150913896077727,0.001017321554014,0.000993271694292461
2012-05-25,0.00107890961558968,0.00135674512855252,0.000990322993963068,0.000331071846910016
2012-05-28,0.000986333859208153,0.00110118504443154,0.000883252858846924,0.000137290299818872
2012-05-29,0.000908358187193764,0.000911079813156252,0.000788365640030575,0.00027133075262112
2012-05-30,0.000832835065040138,0.000751192090888861,0.000696555214455224,0.000136585155749595
2012-05-31,0.000827761430460556,0.000756930047718897,0.000705000143945278,0.00114938207473523
2012-06-01,0.000918838007047623,0.000982838639952289,0.000846828245998307,0.000409225173984644
2012-06-04,0.000867717718178741,0.000859406840194041,0.000784591612377003,0.000337212405567241
2012-06-05,0.000820299096777413,0.000757575807620413,0.000727985613682113,0.000335089023914824
2012-06-06,0.000775681937601136,0.000674911095320488,0.000676898914767037,0.000127603119205774
2012-06-08,0.000734207245356549,0.000604896233183883,0.00063244960463393,0.000293534900274157
2012-06-11,0.000685134760567775,0.000526521108566916,0.000582493532665764,0.000653991637490724
2012-06-12,0.000691724975522993,0.000575076458953549,0.000598524631188372,0.000129171852147399
2012-06-13,0.000648674230917302,0.000505141736641578,0.000557527697658913,0.000280126484463956
2012-06-14,0.000621650135506808,0.000473221374539026,0.000536602022006326,0.000419934244858904
2012-06-15,0.000711873681932209,0.000734084245853598,0.000648860083982935,0.00056523307492441
2012-06-18,0.00069458804963816,0.000688957318916556,0.000631017278588365,0.000716509489440404
2012-06-19,0.000671703556643904,0.000637987421488069,0.000606948625191004,0.00102957007145443
2012-06-20,0.000758060249041821,0.000846358792868864,0.000722461366786546,0.000227716290955939
2012-06-21,0.000711392230871879,0.000727311754373467,0.000662690634776783,0.000596768035778775
2012-06-22,0.000746286061149805,0.000801981740690284,0.000710557127186644,0.000346478166051427
2012-06-25,0.000705258342339487,0.000701044646734684,0.000658609835497927,0.00127405373209091
2012-06-26,0.0014423225402766,0.00326367802900105,0.00132039678161122,0.000267161620726054
2012-06-27,0.00132536420346331,0.00258326215377347,0.0012141346379585,0.000391258208000077
2012-06-28,0.00124383725236831,0.00211395276349821,0.00113125978682051,0.000386910980729036
2012-06-29,0.00113558738768332,0.00168786057929503,0.00101206808444778,0.000141904042517055
2012-07-02,0.00112351233573601,0.00152655643815707,0.00100847732953953,0.0002934991149509
2012-07-03,0.00102943009633006,0.00123848986489059,0.000900855629462378,0.000545974916347684
2012-07-04,0.001046274254909,0.00121991906762047,0.00093496281363176,0.000184651469046607
2012-07-05,0.000956423196269295,0.000993183968927594,0.000832730120436557,0.000523823106019007
2012-07-06,0.00098034153872345,0.00103146058533568,0.000873873408810957,0.000154935523948946
2012-07-10,0.000934133761697767,0.000919948541041236,0.000826011821616881,0.000705854575242683
2012-07-11,0.00102137145666126,0.00112339650694161,0.00094382726819393,0.000366702591912675
2012-07-12,0.000940128852480491,0.000928855990061027,0.000849661855659665,0.000508144735198275
2012-07-13,0.000860933844821633,0.000764232174117225,0.000763336387116126,9.12967752262637e-05
2012-07-16,0.00102714010870183,0.00119548144724486,0.000972923237519221,0.00034292582586205
2012-07-17,0.000947906558635926,0.000991397856588426,0.000879297824645192,0.000212699562481173
2012-07-18,0.000869553552760606,0.000817185383701116,0.000791018165884038,0.000120423290481854
2012-07-19,0.000798524967507392,0.00067797424733163,0.000718409519906319,0.000182710305659769
2012-07-20,0.000753645969772832,0.00060496485130317,0.000678655873852028,0.00019538464595801
2012-07-23,0.000737641827144858,0.000600858383209425,0.000668390115835606,0.000408351296686131
2012-07-24,0.000689181678713719,0.000525230942439818,0.000629443696457852,0.00032757994444898
2012-07-25,0.000640888649149667,0.000454946185461265,0.000594769848089461,0.000211875292088464
2012-07-26,0.000602313376632264,0.000407223093464293,0.000570576203513997,0.000164394252019916
2012-07-27,0.000573217622575153,0.000380361087880804,0.000554415808494833,0.000700453536764563
2012-07-30,0.000725683983636623,0.000851222905512464,0.000695598557641095,0.000224097840098039
2012-07-31,0.000671689191386021,0.000710648886081053,0.000641550951611706,0.000707662462954967
2012-08-01,0.000766462371866662,0.000925647036158002,0.000741704743045327,0.00063731714437516
2012-08-02,0.000728727285280621,0.000809422548179403,0.000699200052155892,0.000367989535572042
2012-08-03,0.000680388853563421,0.000690193559016324,0.000649751936746725,0.00015060318506543
2012-08-06,0.000653939058784602,0.000628717831086583,0.000625119807989089,0.00193242640950987
2012-08-07,0.000602269809639722,0.00052419414140759,0.000581361763884031,0.000282864737329908
2012-08-08,0.000581083339718695,0.000491221160544402,0.000566011749516085,0.000758097040294801
2012-08-09,0.000722253372451917,0.000875238947594095,0.000704128202612282,0.000152463651849145
2012-08-10,0.000669995340309514,0.000733268890642412,0.000647669628886193,0.000158801612784106
2012-08-13,0.000617912134917266,0.000609965507219749,0.000597950238459687,0.000116987728380502
2012-08-14,0.000569958041856129,0.000509541442879913,0.000558165263319164,0.000236705503920329
2012-08-15,0.000533453441412368,0.000442502078427064,0.000531714090850615,0.000112774184252922
2012-08-16,0.000503251254778113,0.000392758329484762,0.000512036039813278,0.000120526530400204
