Proxy Values,Predicted Values
0.07528236015720063,0.114031285
0.2900332981297593,0.36134428
0.18248703152736148,0.23926191
0.17498780384305626,0.1697558
0.25095481509308964,0.39810252
0.07431556791774142,0.19435678
0.09102646990229708,0.15726942
0.09758534567233462,0.23813422
0.2587728442130116,0.27068338
0.06707988532374981,0.12659901
0.19823690177903489,0.21631537
0.12694117382262135,0.0752352
0.052064665391258494,0.10208845
0.20635136651057753,0.20511204
0.1238282786658115,0.08635389
0.29807615804624477,0.23584141
0.15808446021697822,0.17171869
0.5727576114410092,0.46567225
0.10605026036569402,0.11656135
0.1378006080867033,0.10313189
0.02581049612098329,0.13108158
0.40675977982192035,0.33439115
0.22861811328821466,0.25633475
0.4853176776980998,0.27700517
0.27400703716943664,0.26349476
0.5867810951059482,0.4662774
0.2066988004190197,0.17726026
0.23945496022341445,0.2625838
0.18829891366402599,0.13435301
0.6034205361318685,0.52926326
0.2642430074260384,0.32059228
0.47839785367379306,0.4919871
0.11214857534029717,0.11341727
0.06970788235358419,0.10833291
0.19343196375538496,0.15750718
0.08843370341561319,0.1394386
0.18273371837708827,0.15420754
0.2873062042589029,0.22909309
0.22505917028464487,0.3070907
0.19674661500835816,0.093673185
0.2698357197086484,0.30798942
0.20596814345569134,0.10996705
0.11562142277649205,0.1091011
0.30100548058307286,0.33084965
0.2298673834887839,0.35822165
0.11196990110732644,0.15359922
0.16667108146204232,0.39132938
0.06033296512419958,0.098950386
0.13100931437914043,0.1276868
0.15933892357195734,0.24695452
0.1849622220916669,0.18776132
0.20929195914298537,0.24764207
0.30642966534618227,0.32684484
0.18465882472674017,0.16699131
0.06447574979037661,0.06971787
0.12084995873348443,0.20666848
0.1281442809079366,0.11165383
0.06019718323305875,0.102347165
0.406351607418359,0.3331404
0.14572606636465457,0.18307094
0.1408174575196986,0.09414202
0.17543987414991274,0.20288216
0.2316219818020137,0.3277906
0.17695781150012346,0.22425856
0.20976147830741068,0.27776927
0.18353019201895426,0.23738252
0.3525029135513065,0.45567703
0.2635672085298617,0.19236211
0.22991639290383134,0.24500415
0.09821061644478214,0.20996185
0.3215389390873533,0.28960556
