Proxy Values,Predicted Values
0.07528236015720063,0.08577441
0.2900332981297593,0.2506893
0.18248703152736148,0.23161891
0.17498780384305626,0.23429815
0.25095481509308964,0.38942766
0.07431556791774142,0.15137774
0.09102646990229708,0.11440487
0.09758534567233462,0.18247469
0.2587728442130116,0.24952796
0.06707988532374981,0.09215281
0.19823690177903489,0.2107096
0.12694117382262135,0.09909255
0.052064665391258494,0.11310591
0.20635136651057753,0.20843004
0.1238282786658115,0.14340141
0.29807615804624477,0.14118417
0.15808446021697822,0.12670836
0.5727576114410092,0.42802438
0.10605026036569402,0.12675372
0.1378006080867033,0.13770731
0.02581049612098329,0.07975881
0.40675977982192035,0.35548285
0.22861811328821466,0.1794122
0.4853176776980998,0.31853327
0.27400703716943664,0.23866467
0.5867810951059482,0.41998157
0.2066988004190197,0.17753263
0.23945496022341445,0.29976812
0.18829891366402599,0.20171034
0.6034205361318685,0.37906757
0.2642430074260384,0.3058361
0.47839785367379306,0.37758213
0.11214857534029717,0.10534981
0.06970788235358419,0.07690169
0.19343196375538496,0.1913591
0.08843370341561319,0.14013055
0.18273371837708827,0.22001377
0.2873062042589029,0.30870664
0.22505917028464487,0.36265665
0.19674661500835816,0.16422032
0.2698357197086484,0.3334435
0.20596814345569134,0.23100096
0.11562142277649205,0.11881617
0.30100548058307286,0.3330497
0.2298673834887839,0.36031407
0.11196990110732644,0.12633653
0.16667108146204232,0.185295
0.06033296512419958,0.059575967
0.13100931437914043,0.17285985
0.15933892357195734,0.21896145
0.1849622220916669,0.20032436
0.20929195914298537,0.24671873
0.30642966534618227,0.24363008
0.18465882472674017,0.22039941
0.06447574979037661,0.07652789
0.12084995873348443,0.130831
0.1281442809079366,0.09920202
0.06019718323305875,0.05861799
0.406351607418359,0.35094354
0.14572606636465457,0.16495538
0.1408174575196986,0.11237438
0.17543987414991274,0.18922234
0.2316219818020137,0.31058842
0.17695781150012346,0.18597038
0.20976147830741068,0.30460706
0.18353019201895426,0.1857256
0.3525029135513065,0.26437107
0.2635672085298617,0.21329674
0.22991639290383134,0.25544885
0.09821061644478214,0.16045336
0.3215389390873533,0.3302888
0.2567705440207625,0.17713714
0.08259077488329038,0.13263679
0.24643628185792152,0.21850643
0.3300623591958233,0.46984756
0.17711969907334238,0.23896068
0.3268956081225295,0.313565
0.2363287240578043,0.28044012
0.16111145549322872,0.18888712
0.2637200427020246,0.25672966
0.2086659741184982,0.19820341
0.3362069166497589,0.4635802
0.21605030637578562,0.22041094
0.28715828412508865,0.3149288
0.3665675794477189,0.26941738
0.2176402879048498,0.3407665
0.12363258408031846,0.14294764
0.21933601124285,0.22836278
0.12686090838737332,0.12730157
0.08997966199526365,0.1481817
0.10214640541740636,0.16804907
0.1924269909778971,0.19989532
0.5854423400633436,0.55707574
0.10028084031343035,0.108515814
0.09168429589764097,0.14053434
0.18921170790233247,0.25819713
0.20621691139007473,0.22656271
0.09463385819710521,0.09858759
0.031578966746130234,0.05438684
0.10969143357790787,0.23996907
0.2927287197723903,0.34936506
0.28900498894304383,0.18703094
0.2652435640090079,0.18763523
0.43078226118664936,0.36768693
0.11795755894584994,0.12906761
0.186020213277719,0.28707454
0.08423587836053689,0.09662637
0.2905009126610951,0.3687168
0.39409508730114634,0.40852004
0.3369069077227781,0.24026947
0.02632651331881335,0.08944084
0.5291860237770244,0.37273747
0.4097999243374417,0.32736132
0.19964032889268812,0.124451116
0.28973330878364634,0.21188378
0.19999122152365398,0.17359114
0.23573579953460508,0.23848575
0.16078472670820002,0.19217047
0.13561046159148016,0.082578346
0.24284209751335473,0.26243863
0.03915618120250646,0.08354692
0.24984298335581176,0.22940004
0.20145054368996493,0.22328016
0.08424236446170824,0.09269106
0.3234538123682909,0.30071327
0.40272774350020357,0.39855954
0.2860378411947487,0.29158807
0.3554598271287213,0.3478367
0.18397893605551405,0.14218342
0.05992226600331678,0.09599668
0.16037427592297923,0.13497195
0.3629045170585788,0.3988004
0.29646027989061663,0.17241323
0.7401429139060626,0.58334243
0.6282242308836102,0.4742681
0.3789367163695098,0.29127225
0.16326347259940968,0.17949724
0.06254522408151067,0.06620878
0.23492007843279714,0.18151195
0.17708596051967415,0.18510321
0.27703647824802274,0.37800175
0.32726514177401506,0.41589525
0.17689120441770212,0.16463634
0.19601778455746136,0.2158116
0.09367523010322777,0.09970772
0.39781888390606746,0.4338899
0.23774871716121573,0.13995917
0.35517936934942873,0.3398302
0.2825945824284743,0.23751977
0.2651198220075432,0.42178902
0.166410677895063,0.16808876
0.1415473991154274,0.16386697
0.12277805794683079,0.1671557
0.20963371952949755,0.284008
0.09888802585741034,0.12932803
0.19968336331680972,0.31125852
0.10284129376718612,0.10286239
0.30207302805948394,0.32017323
0.17833938011296527,0.19140719
0.21661402200094523,0.30555323
0.28889558496009615,0.3577849
0.08805178902123292,0.09517568
0.2858089933699747,0.31155887
0.07970839515291715,0.09258558
0.07765221250183568,0.08888098
0.3582891313828132,0.43709975
0.046982102224427356,0.12375298
0.12040989344362105,0.08088777
0.04519249887065155,0.0804031
0.25467841176803746,0.27790442
0.43355970135410715,0.3660123
0.3870952068430186,0.25739074
0.22072201568240465,0.29931286
0.22421922402581962,0.29968268
0.13015879983786477,0.17058256
0.05875469320116198,0.081403
0.19404177886785495,0.23736718
0.14763414700982888,0.25243133
0.33598504254925177,0.29482397
0.44390323241076873,0.39161748
0.204394960383296,0.15558697
0.24858016300267494,0.16094142
0.22688362946453997,0.25598136
0.1868480153028437,0.23933406
0.9991288322261578,0.83886325
0.27067050021221856,0.33801293
0.3426334906087225,0.37884197
0.4175871513149643,0.45999786
0.20609839122433463,0.1617367
0.11466506650271828,0.15102437
0.22990236059943092,0.26020813
0.16440497660229092,0.11391646
0.15550156474969729,0.113812976
0.2057498857979417,0.17975354
0.011467695165892062,0.044449873
0.4540866137025409,0.3844222
0.42341739856463095,0.40563062
0.4142584116352614,0.1472373
0.19941191058770671,0.16294123
0.4136853746082702,0.3967971
0.26598157019474244,0.24234948
0.07605629518256334,0.1130125
0.19191978274534546,0.16314813
0.295102563263237,0.14730379
0.0922398931280406,0.1291514
0.12851493825397922,0.24759336
0.44317216145978283,0.48501143
0.16348908503722476,0.2240934
0.09797176189476238,0.1307467
0.34194007017663264,0.20788686
0.1937889523138405,0.17779386
0.3289224580285478,0.15250336
0.18216542914954548,0.18919776
0.16505172721631092,0.30674604
0.12483353675048778,0.14960349
0.27088020898145115,0.24839208
0.13046424264772544,0.112015314
0.10269428402775693,0.14866114
0.31226848220836717,0.23789379
0.15172575738199526,0.13485724
0.39513134921196186,0.435387
0.1639873024655627,0.18778664
0.2845866608789684,0.30415097
0.1600785566400774,0.13749191
0.07431952882420341,0.099284574
0.17497763311787462,0.29017776
0.46391363926498114,0.40117612
0.14653339394903625,0.2293663
0.16609203544092002,0.17790759
0.3646568028965281,0.4173314
0.9637930582175833,0.75205255
0.16541112600642247,0.17951453
0.20258706686154326,0.12986676
0.39093349275194056,0.28485462
0.24761723399784952,0.29174262
0.18862676532466793,0.23435411
0.32067017128009495,0.33968717
0.14949741648421225,0.17779912
0.13363398660259748,0.10203064
0.11327838397376995,0.103489056
0.14055741573769115,0.15427376
0.30635179880937435,0.3431729
0.17928511927734286,0.15931675
0.1921851340301919,0.23981664
0.18096976339233783,0.16934535
0.318800765796137,0.3276642
0.12798049688293747,0.16338035
0.2656469859187177,0.33556947
0.08486243483310763,0.10025279
0.10562435966755658,0.12926623
0.33991081490871405,0.29799753
0.13131342150942257,0.20168504
0.5418697940547365,0.42215857
0.09253209855209457,0.10029557
0.24907894083947207,0.23947036
0.1595277489720736,0.1615423
0.23046573499197226,0.25501734
0.023440375598441945,0.057395868
0.19571626281259047,0.20068295
0.21865368774952307,0.17005008
0.17869288290715624,0.16589528
0.22489054827402677,0.3190876
0.10321049347030128,0.10411422
0.16084879975226943,0.205134
0.10992549814103666,0.07698712
0.17779533524290844,0.20755354
0.11997395762052455,0.1574125
0.33404033193571825,0.32007542
0.23706143712286698,0.18794334
0.20115450836841178,0.20539933
0.07332398377159947,0.10760091
0.0644999009784592,0.07247288
0.18449279108980643,0.19452095
0.04527350353405688,0.114148304
0.17217037976240598,0.19663686
0.09546600367652125,0.12321772
0.21381299251269129,0.25037414
0.25404609680869156,0.22473824
0.3169742597360926,0.36865166
0.2691130811150973,0.17158698
0.13330633177307066,0.14495736
0.2676327773912183,0.35938635
0.10968393038658152,0.06771767
0.1688112011822958,0.21858706
0.2895429735294487,0.3964848
0.2399095632456634,0.107669994
0.24228879222069136,0.24584718
0.08791215811081533,0.10981799
0.14939788085578534,0.2216149
0.18616089642653838,0.08495765
0.5887179087154463,0.3654023
0.3365114809397904,0.29022345
0.20395032221944112,0.31094447
0.22987315523004972,0.28518084
0.24215189157357978,0.34251818
0.5614805332381477,0.48368612
0.1527879891287602,0.15567593
0.2883342803670297,0.28975585
0.5707085577259087,0.43571803
0.47471930944576435,0.32767895
0.11943372051257634,0.20296305
0.1523075724630407,0.2188429
0.49253316657768803,0.28209227
0.2793879281758649,0.3779581
0.12738862127979686,0.07214438
0.16100683191471307,0.21865824
0.2079248309950757,0.23343498
0.15963282584324776,0.12058103
0.44435383065328526,0.3046244
0.10771562959248716,0.08781055
0.27641335249877724,0.34633765
0.4119684655330984,0.34798953
0.5692861713220582,0.5290195
0.25395805495096785,0.21976355
0.3457897521582841,0.40007523
0.22585164307931826,0.23071456
0.12556621859110045,0.17831391
0.2564854588492192,0.22924158
0.33313614839732075,0.29960755
0.13646725611670435,0.10709378
0.25215065746546517,0.17980367
0.00046293103581165163,0.038443457
